"","asexual_iRBC_log","RBC_log","transmssion_investment"
"579",0.0135834694388778,6.1563126252505,0
"580",0.0135834694388778,6.15831663326653,0
"581",0.0135834694388778,6.16032064128257,0
"582",0.0135834694388778,6.1623246492986,0
"583",0.0135834694388778,6.16432865731463,0
"584",0.0135834694388778,6.16633266533066,0
"585",0.0135834694388778,6.16833667334669,0
"586",0.0135834694388778,6.17034068136273,0
"587",0.0135834694388778,6.17234468937876,0
"588",0.0135834694388778,6.17434869739479,0
"589",0.0135834694388778,6.17635270541082,0
"590",0.0135834694388778,6.17835671342685,0
"591",0.0135834694388778,6.18036072144289,0
"592",0.0135834694388778,6.18236472945892,0
"593",0.0135834694388778,6.18436873747495,0
"594",0.0135834694388778,6.18637274549098,0
"595",0.0135834694388778,6.18837675350701,0
"596",0.0135834694388778,6.19038076152305,0
"597",0.0135834694388778,6.19238476953908,0
"598",0.0135834694388778,6.19438877755511,0
"599",0.0135834694388778,6.19639278557114,0
"600",0.0135834694388778,6.19839679358717,0
"601",0.0135834694388778,6.20040080160321,0
"602",0.0135834694388778,6.20240480961924,0
"603",0.0135834694388778,6.20440881763527,0
"604",0.0135834694388778,6.2064128256513,0
"605",0.0135834694388778,6.20841683366733,0
"606",0.0135834694388778,6.21042084168337,0
"607",0.0135834694388778,6.2124248496994,0
"608",0.0135834694388778,6.21442885771543,0
"609",0.0135834694388778,6.21643286573146,0
"610",0.0135834694388778,6.2184368737475,0
"611",0.0135834694388778,6.22044088176353,0
"612",0.0135834694388778,6.22244488977956,0
"613",0.0135834694388778,6.22444889779559,0
"614",0.0135834694388778,6.22645290581162,0
"615",0.0135834694388778,6.22845691382765,0
"616",0.0135834694388778,6.23046092184369,0
"617",0.0135834694388778,6.23246492985972,0
"618",0.0135834694388778,6.23446893787575,0
"619",0.0135834694388778,6.23647294589178,0
"620",0.0135834694388778,6.23847695390782,0
"621",0.0135834694388778,6.24048096192385,0
