"","label","time","RBC","total_iRBC"
"2138","R log & Total I log",1.36,8889391.70179328,263.707862052603
"2139","R log & Total I log",1.37,8889382.44809431,267.140076275487
"2140","R log & Total I log",1.38,8889373.13998458,270.570541024825
"2141","R log & Total I log",1.39,8889363.77766161,273.999256710574
"2142","R log & Total I log",1.4,8889354.36132254,277.426223741121
"2143","R log & Total I log",1.41,8889344.89116412,280.851442523198
"2144","R log & Total I log",1.42,8889335.36738259,284.274913461859
"2145","R log & Total I log",1.43,8889325.79017375,287.696636960588
"2146","R log & Total I log",1.44,8889316.15973288,291.116613421165
"2147","R log & Total I log",1.45,8889306.47625469,294.53484324356
"2148","R log & Total I log",1.46,8889296.73993334,297.95132682607
"2149","R log & Total I log",1.47,8889286.95096247,301.366064565365
"2150","R log & Total I log",1.48,8889277.10953519,304.779056856497
"2151","R log & Total I log",1.49,8889267.21584405,308.190304092882
"2152","R log & Total I log",1.5,8889257.27008105,311.599806666282
"2153","R log & Total I log",1.51,8889247.27243767,315.00756496681
"2154","R log & Total I log",1.52,8889237.2231048,318.413579382925
"2155","R log & Total I log",1.53,8889227.12227279,321.81785030145
"2156","R log & Total I log",1.54,8889216.97013145,325.220378107566
"2157","R log & Total I log",1.55,8889206.76687003,328.621163184822
"2158","R log & Total I log",1.56,8889196.51267722,332.020205915133
"2159","R log & Total I log",1.57,8889186.20774119,335.417506678788
"2160","R log & Total I log",1.58,8889175.85224954,338.813065854447
"2161","R log & Total I log",1.59,8889165.44638933,342.206883819148
"2162","R log & Total I log",1.6,8889154.99034708,345.59896094831
"2163","R log & Total I log",1.61,8889144.48430876,348.989297615733
"2164","R log & Total I log",1.62,8889133.92845981,352.377894193606
"2165","R log & Total I log",1.63,8889123.32298511,355.764751052505
"2166","R log & Total I log",1.64,8889112.66806901,359.149868561401
"2167","R log & Total I log",1.65,8889101.96389535,362.533247087659
"2168","R log & Total I log",1.66,8889091.21064739,365.914886997043
"2169","R log & Total I log",1.67,8889080.40850788,369.294788653718
"2170","R log & Total I log",1.68,8889069.55765904,372.672952420256
"2171","R log & Total I log",1.69,8889058.65828255,376.049378657634
"2172","R log & Total I log",1.7,8889047.71055956,379.424067725242
"2173","R log & Total I log",1.71,8889036.71467071,382.797019980884
"2174","R log & Total I log",1.72,8889025.6707961,386.168235780781
"2175","R log & Total I log",1.73,8889014.57911529,389.537715479574
"2176","R log & Total I log",1.74,8889003.43980735,392.905459430326
"2177","R log & Total I log",1.75,8888992.2530508,396.271467984528
"2178","R log & Total I log",1.76,8888981.01902366,399.635741492101
"2179","R log & Total I log",1.77,8888969.73790342,402.998280301396
"2180","R log & Total I log",1.78,8888958.40986705,406.359084759202
"2181","R log & Total I log",1.79,8888947.03509102,409.718155210745
"2182","R log & Total I log",1.8,8888935.61375127,413.075491999694
"2183","R log & Total I log",1.81,8888924.14602323,416.43109546816
"2184","R log & Total I log",1.82,8888912.63208183,419.784965956705
"2185","R log & Total I log",1.83,8888901.07210149,423.13710380434
"2186","R log & Total I log",1.84,8888889.4662561,426.487509348529
"2187","R log & Total I log",1.85,8888877.81471906,429.836182925196
"2188","R log & Total I log",1.86,8888866.11766328,433.183124868721
"2189","R log & Total I log",1.87,8888854.37526113,436.528335511949
"2190","R log & Total I log",1.88,8888842.58768452,439.871815186192
"2191","R log & Total I log",1.89,8888830.75510481,443.213564221228
"2192","R log & Total I log",1.9,8888818.87769292,446.55358294531
"2193","R log & Total I log",1.91,8888806.95561921,449.891871685164
"2194","R log & Total I log",1.92,8888794.9890536,453.228430765996
"2195","R log & Total I log",1.93,8888782.97816547,456.56326051149
"2196","R log & Total I log",1.94,8888770.92312374,459.896361243818
"2197","R log & Total I log",1.95,8888758.82409682,463.227733283637
"2198","R log & Total I log",1.96,8888746.68125264,466.557376950094
"2199","R log & Total I log",1.97,8888734.49475863,469.885292560829
"2200","R log & Total I log",1.98,8888722.26478173,473.211480431979
"2201","R log & Total I log",1.99,8888709.99148842,476.53594087818
"2202","R log & Total I log",2,8888697.67504466,479.858674212571
"2203","R log & Total I log",2.01,8888685.38298496,483.047062398384
"2204","R log & Total I log",2.02,8888671.08878529,486.874323204628
"2205","R log & Total I log",2.03,8888653.07256577,493.268029960863
"2206","R log & Total I log",2.04,8888632.06924679,502.045851697599
"2207","R log & Total I log",2.05,8888609.28599687,512.302254942721
"2208","R log & Total I log",2.06,8888585.56259534,523.315944091369
"2209","R log & Total I log",2.07,8888561.34405271,534.675131625301
"2210","R log & Total I log",2.08,8888536.83188903,546.17914092862
"2211","R log & Total I log",2.09,8888512.10651298,557.73874026599
"2212","R log & Total I log",2.1,8888487.19535273,569.316458521883
"2213","R log & Total I log",2.11,8888462.10447831,580.897436997349
"2214","R log & Total I log",2.12,8888436.83292166,592.475827812654
"2215","R log & Total I log",2.13,8888411.37762073,604.049456583366
"2216","R log & Total I log",2.14,8888385.73549774,615.617627568332
"2217","R log & Total I log",2.15,8888359.90419835,627.180012303415
"2218","R log & Total I log",2.16,8888333.88204043,638.736506381954
"2219","R log & Total I log",2.17,8888307.66782816,650.287033244131
"2220","R log & Total I log",2.18,8888281.26080906,661.83162124108
"2221","R log & Total I log",2.19,8888254.66062079,673.370247251887
"2222","R log & Total I log",2.2,8888227.86714649,684.902912283212
"2223","R log & Total I log",2.21,8888200.88046601,696.429623265947
"2224","R log & Total I log",2.22,8888173.70082673,707.95037135981
"2225","R log & Total I log",2.23,8888146.32857496,719.465161696026
"2226","R log & Total I log",2.24,8888118.76415303,730.973988932167
"2227","R log & Total I log",2.25,8888091.00805611,742.476858094496
"2228","R log & Total I log",2.26,8888063.06083784,753.973763348529
"2229","R log & Total I log",2.27,8888034.92307551,765.464710078018
"2230","R log & Total I log",2.28,8888006.59538402,776.94969222846
"2231","R log & Total I log",2.29,8887978.07838563,788.42871524118
"2232","R log & Total I log",2.3,8887949.37272816,799.901772979676
"2233","R log & Total I log",2.31,8887920.47905769,811.368870884322
"2234","R log & Total I log",2.32,8887891.39803905,822.830002765929
"2235","R log & Total I log",2.33,8887862.1303301,834.285174044401
"2236","R log & Total I log",2.34,8887832.67660361,845.734378489417
"2237","R log & Total I log",2.35,8887803.0375225,857.177621491943
"2238","R log & Total I log",2.36,8887773.21376236,868.614896785845
"2239","R log & Total I log",2.37,8887743.20598732,880.046209729191
"2240","R log & Total I log",2.38,8887713.01487293,891.47155402262
"2241","R log & Total I log",2.39,8887682.64108233,902.890934989472
"2242","R log & Total I log",2.4,8887652.08528943,914.304346298428
"2243","R log & Total I log",2.41,8887621.34815518,925.711793237299
"2244","R log & Total I log",2.42,8887590.4303509,937.113269443464
"2245","R log & Total I log",2.43,8887559.33253471,948.508780168895
"2246","R log & Total I log",2.44,8887528.05537485,959.898319020046
"2247","R log & Total I log",2.45,8887496.59952617,971.281891212975
"2248","R log & Total I log",2.46,8887464.96565357,982.659490323462
"2249","R log & Total I log",2.47,8887433.15440848,994.031121531684
"2250","R log & Total I log",2.48,8887401.16645229,1005.39677838294
"2251","R log & Total I log",2.49,8887369.00243287,1016.75646602161
"2252","R log & Total I log",2.5,8887336.66300805,1028.11017796269
"2253","R log & Total I log",2.51,8887304.14882211,1039.45791931489
"2254","R log & Total I log",2.52,8887271.46052926,1050.79968356302
"2255","R log & Total I log",2.53,8887238.59877018,1062.13547578025
"2256","R log & Total I log",2.54,8887205.56419545,1073.46528942137
"2257","R log & Total I log",2.55,8887172.35744215,1084.78912952437
"2258","R log & Total I log",2.56,8887138.97915725,1096.10698951374
"2259","R log & Total I log",2.57,8887105.42997422,1107.41887439217
"2260","R log & Total I log",2.58,8887071.71053644,1118.72477755516
"2261","R log & Total I log",2.59,8887037.82147378,1130.02470396949
"2262","R log & Total I log",2.6,8887003.76342603,1141.31864700153
"2263","R log & Total I log",2.61,8886969.5370195,1152.60661158284
"2264","R log & Total I log",2.62,8886935.14289043,1163.88859105049
"2265","R log & Total I log",2.63,8886900.58166157,1175.16459030111
"2266","R log & Total I log",2.64,8886865.85396558,1186.43460264255
"2267","R log & Total I log",2.65,8886830.96042172,1197.69863293667
"2268","R log & Total I log",2.66,8886795.90165913,1208.95667446223
"2269","R log & Total I log",2.67,8886760.67829353,1220.2087320465
"2270","R log & Total I log",2.68,8886725.29095056,1231.45479893926
"2271","R log & Total I log",2.69,8886689.74024246,1242.69487993334
"2272","R log & Total I log",2.7,8886654.02679139,1253.92896824968
"2273","R log & Total I log",2.71,8886618.15120612,1265.15706864684
"2274","R log & Total I log",2.72,8886582.11410535,1276.37917431703
"2275","R log & Total I log",2.73,8886545.91609439,1287.59528998469
"2276","R log & Total I log",2.74,8886509.5577885,1298.80540881346
"2277","R log & Total I log",2.75,8886473.03978958,1310.00953549378
"2278","R log & Total I log",2.76,8886436.36270945,1321.20766316088
"2279","R log & Total I log",2.77,8886399.52714662,1332.39979647134
"2280","R log & Total I log",2.78,8886362.53370951,1343.58592853213
"2281","R log & Total I log",2.79,8886325.38299323,1354.76606396611
"2282","R log & Total I log",2.8,8886288.07560282,1365.94019585191
"2283","R log & Total I log",2.81,8886250.61213004,1377.10832877933
"2284","R log & Total I log",2.82,8886212.99317658,1388.27045579892
"2285","R log & Total I log",2.83,8886175.21933083,1399.4265814663
"2286","R log & Total I log",2.84,8886137.29119115,1410.57669880512
"2287","R log & Total I log",2.85,8886099.20934261,1421.72081233711
"2288","R log & Total I log",2.86,8886060.97438025,1432.85891505856
"2289","R log & Total I log",2.87,8886022.58688585,1443.99101145786
"2290","R log & Total I log",2.88,8885984.04745113,1455.11709450389
"2291","R log & Total I log",2.89,8885945.35665458,1466.23716865193
"2292","R log & Total I log",2.9,8885906.51508468,1477.35122684353
"2293","R log & Total I log",2.91,8885867.52331663,1488.45927350105
"2294","R log & Total I log",2.92,8885828.38193564,1499.56130153882
"2295","R log & Total I log",2.93,8885789.0915137,1510.65731534645
"2296","R log & Total I log",2.94,8885749.65263276,1521.74730781121
"2297","R log & Total I log",2.95,8885710.06586158,1532.83128329005
"2298","R log & Total I log",2.96,8885670.33177891,1543.90923464335
"2299","R log & Total I log",2.97,8885630.4509503,1554.98116619556
"2300","R log & Total I log",2.98,8885590.42395128,1566.04707078028
"2301","R log & Total I log",2.99,8885550.25134424,1577.10695268963
"2302","R log & Total I log",3,8885509.93370153,1588.16080473057
"2303","R log & Total I log",3.01,8885469.61662122,1599.12926757449
"2304","R log & Total I log",3.02,8885427.1055706,1610.23157746915
"2305","R log & Total I log",3.03,8885376.31485892,1625.88405753645
"2306","R log & Total I log",3.04,8885315.15325733,1648.89922217836
"2307","R log & Total I log",3.05,8885245.62463603,1678.43164507598
"2308","R log & Total I log",3.06,8885170.67611568,1712.31023364483
"2309","R log & Total I log",3.07,8885092.5766165,1748.64459985003
"2310","R log & Total I log",3.08,8885012.68333775,1786.21839959599
"2311","R log & Total I log",3.09,8884931.68992002,1824.36705641375
"2312","R log & Total I log",3.1,8884849.91278304,1862.75998455091
"2313","R log & Total I log",3.11,8884767.47717719,1901.2459729647
"2314","R log & Total I log",3.12,8884684.42492972,1939.7576156266
"2315","R log & Total I log",3.13,8884600.76270307,1978.26702862587
"2316","R log & Total I log",3.14,8884516.48529291,2016.76287723078
"2317","R log & Total I log",3.15,8884431.58507506,2055.2407198779
"2318","R log & Total I log",3.16,8884346.05641799,2093.69773349497
"2319","R log & Total I log",3.17,8884259.89146041,2132.13541590345
"2320","R log & Total I log",3.18,8884173.0880992,2170.5521345339
"2321","R log & Total I log",3.19,8884085.64408198,2208.94777538017
"2322","R log & Total I log",3.2,8883997.55795942,2247.32249113448
"2323","R log & Total I log",3.21,8883908.82968437,2285.67615529275
"2324","R log & Total I log",3.22,8883819.45941227,2324.00884382951
"2325","R log & Total I log",3.23,8883729.44814326,2362.3204665758
"2326","R log & Total I log",3.24,8883638.79721987,2400.61096893272
"2327","R log & Total I log",3.25,8883547.5080146,2438.88040247968
"2328","R log & Total I log",3.26,8883455.58226487,2477.12873260022
"2329","R log & Total I log",3.27,8883363.02188299,2515.35592829915
"2330","R log & Total I log",3.28,8883269.82886863,2553.561971655
"2331","R log & Total I log",3.29,8883176.00531023,2591.74684295664
"2332","R log & Total I log",3.3,8883081.55335861,2629.91052138516
"2333","R log & Total I log",3.31,8882986.47521065,2668.05298630387
"2334","R log & Total I log",3.32,8882890.77309655,2706.17421700581
"2335","R log & Total I log",3.33,8882794.44926864,2744.27419209425
"2336","R log & Total I log",3.34,8882697.5059973,2782.35289076077
"2337","R log & Total I log",3.35,8882599.94556216,2820.41029128691
"2338","R log & Total I log",3.36,8882501.77024729,2858.44637211644
"2339","R log & Total I log",3.37,8882402.98234211,2896.46111238031
"2340","R log & Total I log",3.38,8882303.58413716,2934.45449031725
"2341","R log & Total I log",3.39,8882203.5779253,2972.42648319419
"2342","R log & Total I log",3.4,8882102.9659944,3010.37706863198
"2343","R log & Total I log",3.41,8882001.75063108,3048.30622397
"2344","R log & Total I log",3.42,8881899.93411558,3086.21392697701
"2345","R log & Total I log",3.43,8881797.51872666,3124.10015468327
"2346","R log & Total I log",3.44,8881694.5067363,3161.96488431276
"2347","R log & Total I log",3.45,8881590.90041425,3199.80809239027
"2348","R log & Total I log",3.46,8881486.70202268,3237.62975576452
"2349","R log & Total I log",3.47,8881381.91382106,3275.42985063053
"2350","R log & Total I log",3.48,8881276.53806097,3313.20835347647
"2351","R log & Total I log",3.49,8881170.57699117,3350.96524009598
"2352","R log & Total I log",3.5,8881064.03285247,3388.70048656116
"2353","R log & Total I log",3.51,8880956.90788271,3426.41406824987
"2354","R log & Total I log",3.52,8880849.20431177,3464.10596081599
"2355","R log & Total I log",3.53,8880740.92436651,3501.77613920781
"2356","R log & Total I log",3.54,8880632.07026654,3539.4245781657
"2357","R log & Total I log",3.55,8880522.64422638,3577.05125307297
"2358","R log & Total I log",3.56,8880412.64845499,3614.65613805999
"2359","R log & Total I log",3.57,8880302.0851565,3652.23920771364
"2360","R log & Total I log",3.58,8880190.95652917,3689.80043552502
"2361","R log & Total I log",3.59,8880079.26476627,3727.3397955897
"2362","R log & Total I log",3.6,8879967.01205525,3764.85726093406
"2363","R log & Total I log",3.61,8879854.20057866,3802.35280512478
"2364","R log & Total I log",3.62,8879740.83251339,3839.82640058508
"2365","R log & Total I log",3.63,8879626.91003153,3877.27802023461
"2366","R log & Total I log",3.64,8879512.43529956,3914.70763583266
"2367","R log & Total I log",3.65,8879397.41047923,3952.11521961695
"2368","R log & Total I log",3.66,8879281.83772676,3989.50074263658
"2369","R log & Total I log",3.67,8879165.71919375,4026.86417638138
"2370","R log & Total I log",3.68,8879049.05702635,4064.20549111567
"2371","R log & Total I log",3.69,8878931.85336621,4101.52465750766
"2372","R log & Total I log",3.7,8878814.11034961,4138.82164496443
"2373","R log & Total I log",3.71,8878695.83010841,4176.09642325791
"2374","R log & Total I log",3.72,8878577.01476923,4213.34896085942
"2375","R log & Total I log",3.73,8878457.66645438,4250.57922656287
"2376","R log & Total I log",3.74,8878337.78728103,4287.78718782002
"2377","R log & Total I log",3.75,8878217.37936213,4324.97281236134
"2378","R log & Total I log",3.76,8878096.44480563,4362.13606653197
"2379","R log & Total I log",3.77,8877974.98571535,4399.27691691021
"2380","R log & Total I log",3.78,8877853.00419024,4436.39532864443
"2381","R log & Total I log",3.79,8877730.50232524,4473.49126706958
"2382","R log & Total I log",3.8,8877607.48221015,4510.56469582498
"2383","R log & Total I log",3.81,8877483.94593131,4547.61557932967
"2384","R log & Total I log",3.82,8877359.89557078,4584.6438797067
"2385","R log & Total I log",3.83,8877235.33320629,4621.6495598519
"2386","R log & Total I log",3.84,8877110.26091132,4658.63258041982
"2387","R log & Total I log",3.85,8876984.68075537,4695.59290280608
"2388","R log & Total I log",3.86,8876858.59480387,4732.53048610365
"2389","R log & Total I log",3.87,8876732.00511842,4769.44529009256
"2390","R log & Total I log",3.88,8876604.91375666,4806.33727220832
"2391","R log & Total I log",3.89,8876477.32277247,4843.20639053066
"2392","R log & Total I log",3.9,8876349.23421592,4880.05260075298
"2393","R log & Total I log",3.91,8876220.65013344,4916.875859169
"2394","R log & Total I log",3.92,8876091.57256776,4953.67611964604
"2395","R log & Total I log",3.93,8875962.00355807,4990.45333661093
"2396","R log & Total I log",3.94,8875831.94513951,5027.2074621207
"2397","R log & Total I log",3.95,8875701.39934494,5063.9384483623
"2398","R log & Total I log",3.96,8875570.3682027,5100.64624560915
"2399","R log & Total I log",3.97,8875438.85373878,5137.33080408352
"2400","R log & Total I log",3.98,8875306.85797475,5173.99207201808
"2401","R log & Total I log",3.99,8875174.38293,5210.62999754529
"2402","R log & Total I log",4,8875041.43061967,5247.244526777
"2403","R log & Total I log",4.01,8874908.15387826,5283.82583400692
"2404","R log & Total I log",4.02,8874772.87250189,5319.91892514403
"2405","R log & Total I log",4.03,8874623.36737794,5361.82974239518
"2406","R log & Total I log",4.04,8874446.48312107,5420.69955947081
"2407","R log & Total I log",4.05,8874239.64354013,5501.04482434387
"2408","R log & Total I log",4.06,8874008.47722341,5600.02328085737
"2409","R log & Total I log",4.07,8873760.71226492,5711.9750704542
"2410","R log & Total I log",4.08,8873502.66097904,5831.73508935118
"2411","R log & Total I log",4.09,8873238.40787903,5955.7225375699
"2412","R log & Total I log",4.1,8872970.2381879,6081.8061377006
"2413","R log & Total I log",4.11,8872699.28480241,6208.84630263708
"2414","R log & Total I log",4.12,8872426.06399994,6336.2677723241
"2415","R log & Total I log",4.13,8872150.77310096,6463.80120593964
"2416","R log & Total I log",4.14,8871873.47222087,6591.32381670871
"2417","R log & Total I log",4.15,8871594.16847835,6718.7791750621
"2418","R log & Total I log",4.16,8871312.84904421,6846.14305004987
"2419","R log & Total I log",4.17,8871029.50060358,6973.40324185491
"2420","R log & Total I log",4.18,8870744.11274461,7100.55219145849
"2421","R log & Total I log",4.19,8870456.6789901,7227.5860768694
"2422","R log & Total I log",4.2,8870167.19811325,7354.50083625959
"2423","R log & Total I log",4.21,8869875.67266684,7481.29223292371
"2424","R log & Total I log",4.22,8869582.10752362,7607.95694502738
"2425","R log & Total I log",4.23,8869286.51025788,7734.49107957842
"2426","R log & Total I log",4.24,8868988.89000409,7860.89101825228
"2427","R log & Total I log",4.25,8868689.25744975,7987.15268851469
"2428","R log & Total I log",4.26,8868387.62401251,8113.27255201047
"2429","R log & Total I log",4.27,8868084.00221906,8239.24653303583
"2430","R log & Total I log",4.28,8867778.4051407,8365.07063680679
"2431","R log & Total I log",4.29,8867470.84638421,8490.74088647374
"2432","R log & Total I log",4.3,8867161.33973878,8616.25335042538
"2433","R log & Total I log",4.31,8866849.89935908,8741.60404546134
"2434","R log & Total I log",4.32,8866536.53960121,8866.78898446603
"2435","R log & Total I log",4.33,8866221.27499366,8991.8041914839
"2436","R log & Total I log",4.34,8865904.12018345,9116.64570762792
"2437","R log & Total I log",4.35,8865585.08991332,9241.30959874855
"2438","R log & Total I log",4.36,8865264.19899078,9365.79196551152
"2439","R log & Total I log",4.37,8864941.46225478,9490.08894793002
"2440","R log & Total I log",4.38,8864616.8945565,9614.19672875155
"2441","R log & Total I log",4.39,8864290.51075021,9738.11153607583
"2442","R log & Total I log",4.4,8863962.32568154,9861.82964897972
"2443","R log & Total I log",4.41,8863632.35417838,9985.34740302555
"2444","R log & Total I log",4.42,8863300.61103909,10108.6611950742
"2445","R log & Total I log",4.43,8862967.11102642,10231.767485671
"2446","R log & Total I log",4.44,8862631.86885898,10354.662801643
"2447","R log & Total I log",4.45,8862294.89920699,10477.343738249
"2448","R log & Total I log",4.46,8861956.21668475,10599.8069621682
"2449","R log & Total I log",4.47,8861615.8358476,10722.0492133659
"2450","R log & Total I log",4.48,8861273.77118586,10844.0673071293
"2451","R log & Total I log",4.49,8860930.03712306,10965.8581349859
"2452","R log & Total I log",4.5,8860584.64801123,11087.4186659281
"2453","R log & Total I log",4.51,8860237.61812831,11208.7459477716
"2454","R log & Total I log",4.52,8859888.96167547,11329.8371071273
"2455","R log & Total I log",4.53,8859538.6927752,11450.6893504302
"2456","R log & Total I log",4.54,8859186.82546911,11571.2999635991
"2457","R log & Total I log",4.55,8858833.37371628,11691.6663126728
"2458","R log & Total I log",4.56,8858478.35139135,11811.7858433077
"2459","R log & Total I log",4.57,8858121.7722837,11931.6560810205
"2460","R log & Total I log",4.58,8857763.65009614,12051.2746301207
"2461","R log & Total I log",4.59,8857403.99844443,12170.6391736364
"2462","R log & Total I log",4.6,8857042.83085612,12289.7474722052
"2463","R log & Total I log",4.61,8856680.16077027,12408.5973638993
"2464","R log & Total I log",4.62,8856316.00153679,12527.1867628332
"2465","R log & Total I log",4.63,8855950.3664165,12645.5136586758
"2466","R log & Total I log",4.64,8855583.2685807,12763.5761150736
"2467","R log & Total I log",4.65,8855214.72111151,12881.3722690682
"2468","R log & Total I log",4.66,8854844.73700157,12998.9003294254
"2469","R log & Total I log",4.67,8854473.32915454,13116.15857592
"2470","R log & Total I log",4.68,8854100.51038513,13233.1453575399
"2471","R log & Total I log",4.69,8853726.2934197,13349.8590916725
"2472","R log & Total I log",4.7,8853350.69089642,13466.2982622418
"2473","R log & Total I log",4.71,8852973.71536607,13582.4614188413
"2474","R log & Total I log",4.72,8852595.37929229,13698.347174805
"2475","R log & Total I log",4.73,8852215.69505246,13813.9542062975
"2476","R log & Total I log",4.74,8851834.67493815,13929.2812503534
"2477","R log & Total I log",4.75,8851452.33115604,14044.3271039383
"2478","R log & Total I log",4.76,8851068.6758284,14159.0906219737
"2479","R log & Total I log",4.77,8850683.72099419,14273.5707163849
"2480","R log & Total I log",4.78,8850297.47860954,14387.7663541251
"2481","R log & Total I log",4.79,8849909.96054891,14501.676556224
"2482","R log & Total I log",4.8,8849521.17860555,14615.3003958421
"2483","R log & Total I log",4.81,8849131.14449292,14728.6369973779
"2484","R log & Total I log",4.82,8848739.86984527,14841.6855342132
"2485","R log & Total I log",4.83,8848347.36621867,14954.4452281182
"2486","R log & Total I log",4.84,8847953.64509151,15066.9153473084
"2487","R log & Total I log",4.85,8847558.71786589,15179.0952056922
"2488","R log & Total I log",4.86,8847162.5958683,15290.9841606846
"2489","R log & Total I log",4.87,8846765.29035098,15402.5816124858
"2490","R log & Total I log",4.88,8846366.81249241,15513.8870021133
"2491","R log & Total I log",4.89,8845967.17339862,15624.8998108133
"2492","R log & Total I log",4.9,8845566.3841037,15735.6195580988
"2493","R log & Total I log",4.91,8845164.45557121,15846.045801134
"2494","R log & Total I log",4.92,8844761.39869471,15956.1781328077
"2495","R log & Total I log",4.93,8844357.22429904,16066.0161811852
"2496","R log & Total I log",4.94,8843951.94314089,16175.5596076623
"2497","R log & Total I log",4.95,8843545.56591012,16284.8081064941
"2498","R log & Total I log",4.96,8843138.10323034,16393.761402842
"2499","R log & Total I log",4.97,8842729.56566014,16502.4192524234
"2500","R log & Total I log",4.98,8842319.9636935,16610.7814397626
"2501","R log & Total I log",4.99,8841909.30776112,16718.8477778651
"2502","R log & Total I log",5,8841497.60823089,16826.6181064068
"2503","R log & Total I log",5.01,8841084.97829977,16934.1208376
"2504","R log & Total I log",5.02,8840670.7665889,17040.5539095095
"2505","R log & Total I log",5.03,8840238.84095494,17151.4505542245
"2506","R log & Total I log",5.04,8839755.17907456,17289.5592780524
"2507","R log & Total I log",5.05,8839195.24863168,17477.4233067839
"2508","R log & Total I log",5.06,8838557.98151629,17721.1485045112
"2509","R log & Total I log",5.07,8837858.57971208,18012.1545885207
"2510","R log & Total I log",5.08,8837116.47325202,18336.1825499843
"2511","R log & Total I log",5.09,8836347.97810709,18680.0310215642
"2512","R log & Total I log",5.1,8835564.2003059,19034.1209668279
"2513","R log & Total I log",5.11,8834771.74097054,19392.4290374912
"2514","R log & Total I log",5.12,8833974.11721771,19751.5413746627
"2515","R log & Total I log",5.13,8833173.03398923,20109.6618555451
"2516","R log & Total I log",5.14,8832369.2287811,20465.9074450308
"2517","R log & Total I log",5.15,8831562.98024637,20819.8664048549
"2518","R log & Total I log",5.16,8830754.36863186,21171.3535364006
"2519","R log & Total I log",5.17,8829943.39291957,21520.299024062
"2520","R log & Total I log",5.18,8829130.03405079,21866.6805216343
"2521","R log & Total I log",5.19,8828314.27203904,22210.4996431593
"2522","R log & Total I log",5.2,8827496.09732278,22551.7673965587
"2523","R log & Total I log",5.21,8826675.51252336,22890.4979068649
"2524","R log & Total I log",5.22,8825852.52555085,23226.7069338151
"2525","R log & Total I log",5.23,8825027.15557398,23560.411883668
"2526","R log & Total I log",5.24,8824199.42626586,23891.6303485498
"2527","R log & Total I log",5.25,8823369.36338696,24220.3797553276
"2528","R log & Total I log",5.26,8822536.99667985,24546.6781174727
"2529","R log & Total I log",5.27,8821702.35842138,24870.5431907975
"2530","R log & Total I log",5.28,8820865.48236786,25191.9926204405
"2531","R log & Total I log",5.29,8820026.40319763,25511.0442094218
"2532","R log & Total I log",5.3,8819185.15644202,25827.7156179734
"2533","R log & Total I log",5.31,8818341.77808635,26142.0243738271
"2534","R log & Total I log",5.32,8817496.30437736,26453.9879319768
"2535","R log & Total I log",5.33,8816648.77167408,26763.62364088
"2536","R log & Total I log",5.34,8815799.21636111,27070.9487141815
"2537","R log & Total I log",5.35,8814947.67474929,27375.9802577219
"2538","R log & Total I log",5.36,8814094.18300014,27678.735244581
"2539","R log & Total I log",5.37,8813238.77711106,27979.2305471261
"2540","R log & Total I log",5.38,8812381.49282559,28277.4828954125
"2541","R log & Total I log",5.39,8811522.36570766,28573.5089283751
"2542","R log & Total I log",5.4,8810661.43098357,28867.3251225629
"2543","R log & Total I log",5.41,8809798.72366942,29158.9478650456
"2544","R log & Total I log",5.42,8808934.27852616,29448.3934380555
"2545","R log & Total I log",5.43,8808068.12999654,29735.6779960419
"2546","R log & Total I log",5.44,8807200.31221164,30020.8175709653
"2547","R log & Total I log",5.45,8806330.85901236,30303.8280834599
"2548","R log & Total I log",5.46,8805459.80395507,30584.7253472578
"2549","R log & Total I log",5.47,8804587.18030656,30863.5250694782
"2550","R log & Total I log",5.48,8803713.02103907,31140.2428500679
"2551","R log & Total I log",5.49,8802837.35882984,31414.8941825621
"2552","R log & Total I log",5.5,8801960.22606327,31687.4944551511
"2553","R log & Total I log",5.51,8801081.65483328,31958.0589521827
"2554","R log & Total I log",5.52,8800201.67694522,32226.6028551641
"2555","R log & Total I log",5.53,8799320.32391764,32493.1412437178
"2556","R log & Total I log",5.54,8798437.62698443,32757.6890961236
"2557","R log & Total I log",5.55,8797553.6170976,33020.261289777
"2558","R log & Total I log",5.56,8796668.32492934,33280.8726016451
"2559","R log & Total I log",5.57,8795781.78087463,33539.5377088323
"2560","R log & Total I log",5.58,8794894.01505374,33796.2711888299
"2561","R log & Total I log",5.59,8794005.05731547,34051.0875194216
"2562","R log & Total I log",5.6,8793114.93724,34304.0010785477
"2563","R log & Total I log",5.61,8792223.68414152,34555.0261445697
"2564","R log & Total I log",5.62,8791331.3270709,34804.176896324
"2565","R log & Total I log",5.63,8790437.89481875,35051.4674130595
"2566","R log & Total I log",5.64,8789543.41591849,35296.9116739674
"2567","R log & Total I log",5.65,8788647.91864945,35540.5235580078
"2568","R log & Total I log",5.66,8787751.43103968,35782.3168436704
"2569","R log & Total I log",5.67,8786853.98086886,36022.3052088768
"2570","R log & Total I log",5.68,8785955.59567137,36260.5022305306
"2571","R log & Total I log",5.69,8785056.30273933,36496.9213842332
"2572","R log & Total I log",5.7,8784156.1291256,36731.5760438673
"2573","R log & Total I log",5.71,8783255.10164667,36964.4794814207
"2574","R log & Total I log",5.72,8782353.24688558,37195.644866573
"2575","R log & Total I log",5.73,8781450.59119493,37425.0852664548
"2576","R log & Total I log",5.74,8780547.16069975,37652.8136452255
"2577","R log & Total I log",5.75,8779642.9813004,37878.842863894
"2578","R log & Total I log",5.76,8778738.07867539,38103.1856799537
