"label","time","transmission_investment"
"G & R",14.1,0.435725909145379
"G & R",14.11,0.436004710492632
"G & R",14.12,0.436306726853353
"G & R",14.13,0.436722053857697
"G & R",14.14,0.437327534382614
"G & R",14.15,0.438168182780352
"G & R",14.16,0.439255437099018
"G & R",14.17,0.440572034398379
"G & R",14.18,0.442083762734313
"G & R",14.19,0.443749329605581
"G & R",14.2,0.445527372906529
"G & R",14.21,0.447380281567344
"G & R",14.22,0.449276618309291
"G & R",14.23,0.451190023072545
"G & R",14.24,0.453098998877888
"G & R",14.25,0.454986738361196
"G & R",14.26,0.456840355293586
"G & R",14.27,0.458649310694792
"G & R",14.28,0.460405595277091
"G & R",14.29,0.462103402741842
"G & R",14.3,0.463738216905174
"G & R",14.31,0.465306595266757
"G & R",14.32,0.466806398784225
"G & R",14.33,0.46823658367412
"G & R",14.34,0.469596693202945
"G & R",14.35,0.470886611400179
"G & R",14.36,0.472106606585676
"G & R",14.37,0.47325737845183
"G & R",14.38,0.474339965034165
"G & R",14.39,0.475355596626947
"G & R",14.4,0.476305610246008
"G & R",14.41,0.47719143002265
"G & R",14.42,0.478014556681838
"G & R",14.43,0.478776538047132
"G & R",14.44,0.479478935167688
"G & R",14.45,0.480123301157764
"G & R",14.46,0.480711171440529
"G & R",14.47,0.481244056415342
"G & R",14.48,0.481723431144321
"G & R",14.49,0.482150735616571
"G & R",14.5,0.4825273696488
"G & R",14.51,0.482854689289436
"G & R",14.52,0.483134007419217
"G & R",14.53,0.483366595378154
"G & R",14.54,0.48355368461559
"G & R",14.55,0.483696470167239
"G & R",14.56,0.48379610903142
"G & R",14.57,0.483853721361527
"G & R",14.58,0.48387039747233
"G & R",14.59,0.483847200331589
"G & R",14.6,0.483785166506401
"G & R",14.61,0.483685307053339
"G & R",14.62,0.483548609769358
"G & R",14.63,0.48337604187747
"G & R",14.64,0.483168552278102
"G & R",14.65,0.482927073108286
"G & R",14.66,0.482652520976767
"G & R",14.67,0.482345798188888
"G & R",14.68,0.48200779398675
"G & R",14.69,0.481639385613963
"G & R",14.7,0.481241439357127
"G & R",14.71,0.480814811146679
"G & R",14.72,0.480360347076036
"G & R",14.73,0.479878883943297
"G & R",14.74,0.47937124972055
"G & R",14.75,0.478838263873715
"G & R",14.76,0.478280737563352
"G & R",14.77,0.477699473791304
"G & R",14.78,0.477095267515715
"G & R",14.79,0.476468905718708
"G & R",14.8,0.475821167422641
"G & R",14.81,0.475152823665326
"G & R",14.82,0.474464637451177
"G & R",14.83,0.473757363686644
"G & R",14.84,0.473031749100805
"G & R",14.85,0.472288532154685
"G & R",14.86,0.471528442942937
"G & R",14.87,0.470752203093561
"G & R",14.88,0.469960525671009
"G & R",14.89,0.469154115082482
"G & R",14.9,0.468333666989373
"G & R",14.91,0.467499868226984
"G & R",14.92,0.466653396734173
"G & R",14.93,0.465794921492257
"G & R",14.94,0.464925102476244
"G & R",14.95,0.464044590617085
"G & R",14.96,0.463154027775925
"G & R",14.97,0.462254046731303
"G & R",14.98,0.461345271176583
"G & R",14.99,0.460428315730876
"G & R",15,0.459503785960091
"G & R",15.01,0.458572278210578
"G & R",15.02,0.457634373846538
"G & R",15.03,0.456690575931074
"G & R",15.04,0.455741107678609
"G & R",15.05,0.454786270014118
"G & R",15.06,0.45383032399755
"G & R",15.07,0.452900583713411
"G & R",15.08,0.452063005414782
"G & R",15.09,0.451417766205697
"G & R",15.1,0.451070178795288
"G & R",15.11,0.451091485285016
"G & R",15.12,0.451496825924202
"G & R",15.13,0.452246759152164
"G & R",15.14,0.453264373206341
"G & R",15.15,0.454456817535753
"G & R",15.16,0.455732914861962
"G & R",15.17,0.457013925606464
"G & R",15.18,0.458238057767257
"G & R",15.19,0.459360309310419
"G & R",15.2,0.460350531430631
"G & R",15.21,0.461190731811101
"G & R",15.22,0.461871707463235
"G & R",15.23,0.462389199880864
"G & R",15.24,0.462744774678114
"G & R",15.25,0.46294154294868
"G & R",15.26,0.462984650895581
"G & R",15.27,0.462880382101805
"G & R",15.28,0.462635511430776
"G & R",15.29,0.462257153329215
"G & R",15.3,0.46175254033658
"G & R",15.31,0.461129015349293
"G & R",15.32,0.460393723672414
"G & R",15.33,0.459553959836967
"G & R",15.34,0.458616469905415
"G & R",15.35,0.457588235413464
"G & R",15.36,0.45647669124671
"G & R",15.37,0.45528717582437
"G & R",15.38,0.454025400224278
"G & R",15.39,0.45269816579232
"G & R",15.4,0.451311730033055
"G & R",15.41,0.449871544748515
"G & R",15.42,0.448382663123148
"G & R",15.43,0.446850003929011
"G & R",15.44,0.445278350062406
"G & R",15.45,0.443672258557726
"G & R",15.46,0.442036010698121
"G & R",15.47,0.440373612782263
"G & R",15.48,0.43868881399316
"G & R",15.49,0.436985113973343
"G & R",15.5,0.435265763271264
"G & R",15.51,0.433533765685201
"G & R",15.52,0.431791883720134
"G & R",15.53,0.43004265528559
"G & R",15.54,0.428288377356889
"G & R",15.55,0.426531104579819
"G & R",15.56,0.424772682431662
"G & R",15.57,0.423014761919038
"G & R",15.58,0.421258794379931
"G & R",15.59,0.419506029268124
"G & R",15.6,0.417757524228257
"G & R",15.61,0.416014159872891
"G & R",15.62,0.414276651028711
"G & R",15.63,0.41254555425434
"G & R",15.64,0.410821275432749
"G & R",15.65,0.409104079242617
"G & R",15.66,0.407394099514757
"G & R",15.67,0.405691349157511
"G & R",15.68,0.403995729484041
"G & R",15.69,0.402307039444239
"G & R",15.7,0.400624984939668
"G & R",15.71,0.398949188087361
"G & R",15.72,0.397279196304723
"G & R",15.73,0.395614491164942
"G & R",15.74,0.393954496987714
"G & R",15.75,0.392298589145756
"G & R",15.76,0.39064610209385
"G & R",15.77,0.388996337126635
"G & R",15.78,0.387348569833801
"G & R",15.79,0.385702057213333
"G & R",15.8,0.384056044428593
"G & R",15.81,0.382409771212355
"G & R",15.82,0.380762477927465
"G & R",15.83,0.379113411271881
"G & R",15.84,0.377461829617687
"G & R",15.85,0.375807007982587
"G & R",15.86,0.374148242640082
"G & R",15.87,0.372484855374644
"G & R",15.88,0.370816197385082
"G & R",15.89,0.369141652838856
"G & R",15.9,0.367460642083106
"G & R",15.91,0.365772624525018
"G & R",15.92,0.364077101186222
"G & R",15.93,0.362373616943845
"G & R",15.94,0.360661762466385
"G & R",15.95,0.358941175854799
"G & R",15.96,0.357211544000879
"G & R",15.97,0.355472603674567
"G & R",15.98,0.353724142350664
"G & R",15.99,0.351965998787662
"G & R",16,0.350198063370577
"G & R",16.01,0.348420277967865
"G & R",16.02,0.346632627261467
"G & R",16.03,0.344835059728776
"G & R",16.04,0.343027029392751
"G & R",16.05,0.341207746633287
"G & R",16.06,0.339380408673851
"G & R",16.07,0.337586762285014
"G & R",16.08,0.335970219095127
"G & R",16.09,0.334813099999742
"G & R",16.1,0.334505929776707
"G & R",16.11,0.33544298600594
"G & R",16.12,0.337914288544372
"G & R",16.13,0.34203621044222
"G & R",16.14,0.347747644481267
"G & R",16.15,0.354855059766201
"G & R",16.16,0.363096993984691
"G & R",16.17,0.372199318824773
"G & R",16.18,0.381916581174035
"G & R",16.19,0.392043806815856
"G & R",16.2,0.402428648642239
"G & R",16.21,0.412962188493005
"G & R",16.22,0.42356891361246
"G & R",16.23,0.43419978449144
"G & R",16.24,0.444821760881187
"G & R",16.25,0.455412719169068
"G & R",16.26,0.465955042949684
"G & R",16.27,0.476434500231981
"G & R",16.28,0.486837496786574
"G & R",16.29,0.497150047364503
"G & R",16.3,0.507357746697412
"G & R",16.31,0.517445139245165
"G & R",16.32,0.527396608880526
"G & R",16.33,0.537195347881969
"G & R",16.34,0.546824380518451
"G & R",16.35,0.556268058352494
"G & R",16.36,0.565510059897267
"G & R",16.37,0.5745348269528
"G & R",16.38,0.583327953466384
"G & R",16.39,0.591873740672355
"G & R",16.4,0.600162648107538
"G & R",16.41,0.608181003229902
"G & R",16.42,0.615918500331514
"G & R",16.43,0.62336771643805
"G & R",16.44,0.630521432699194
"G & R",16.45,0.637372887756449
"G & R",16.46,0.643917219462864
"G & R",16.47,0.650150452031539
"G & R",16.48,0.656069490700606
"G & R",16.49,0.661672867845375
"G & R",16.5,0.666960193632171
"G & R",16.51,0.671931951854265
"G & R",16.52,0.67658930211909
"G & R",16.53,0.68093401104754
"G & R",16.54,0.684968435674005
"G & R",16.55,0.68869557926643
"G & R",16.56,0.692118811618858
"G & R",16.57,0.695241856780271
"G & R",16.58,0.698068647899408
"G & R",16.59,0.70060337423401
"G & R",16.6,0.702850367566121
"G & R",16.61,0.704814098958106
"G & R",16.62,0.70649907676934
"G & R",16.63,0.707909801987849
"G & R",16.64,0.709050754301632
"G & R",16.65,0.709926371768788
"G & R",16.66,0.710541020178734
"G & R",16.67,0.710898967419205
"G & R",16.68,0.71100437043663
"G & R",16.69,0.710861269733165
"G & R",16.7,0.71047358504206
"G & R",16.71,0.709845101529893
"G & R",16.72,0.708979503501705
"G & R",16.73,0.707880344021827
"G & R",16.74,0.706551052600535
"G & R",16.75,0.704994953948379
"G & R",16.76,0.703215284742509
"G & R",16.77,0.701215190254079
"G & R",16.78,0.698997741990581
"G & R",16.79,0.696565956882456
"G & R",16.8,0.693922810692538
"G & R",16.81,0.6910712500801
"G & R",16.82,0.688014207913668
"G & R",16.83,0.684754621082195
"G & R",16.84,0.681295447978769
"G & R",16.85,0.677639684654796
"G & R",16.86,0.673790380507011
"G & R",16.87,0.66975065421575
"G & R",16.88,0.665523709650273
"G & R",16.89,0.661112851140455
"G & R",16.9,0.656521497850537
"G & R",16.91,0.651753197343385
"G & R",16.92,0.646811638358002
"G & R",16.93,0.641700662675149
"G & R",16.94,0.636424275878866
"G & R",16.95,0.630986656902088
"G & R",16.96,0.62539216631583
"G & R",16.97,0.619645353297216
"G & R",16.98,0.61375096121461
"G & R",16.99,0.607713931736864
"G & R",17,0.60153940742893
"G & R",17.01,0.595232732586304
"G & R",17.02,0.588799445554233
"G & R",17.03,0.58224520484389
"G & R",17.04,0.575575361431735
"G & R",17.05,0.568794375069981
"G & R",17.06,0.561910025198653
"G & R",17.07,0.554956882208835
"G & R",17.08,0.548104332554367
"G & R",17.09,0.541763566868436
"G & R",17.1,0.536635097224814
"G & R",17.11,0.533626658422026
"G & R",17.12,0.533645726046394
"G & R",17.13,0.537370658779768
"G & R",17.14,0.545095751067048
"G & R",17.15,0.556688663010263
"G & R",17.16,0.57166129575057
"G & R",17.17,0.589299443711244
"G & R",17.18,0.608802638149708
"G & R",17.19,0.629399290486354
"G & R",17.2,0.65041957388221
"G & R",17.21,0.671330030686779
"G & R",17.22,0.691732360477726
"G & R",17.23,0.711350064747318
"G & R",17.24,0.730005153628621
"G & R",17.25,0.747589289187722
"G & R",17.26,0.764053593511349
"G & R",17.27,0.779384814388173
"G & R",17.28,0.793596381143313
"G & R",17.29,0.806719705479253
"G & R",17.3,0.818798672819643
"G & R",17.31,0.82988375720987
"G & R",17.32,0.840031123907359
"G & R",17.33,0.849297156555373
"G & R",17.34,0.857740523268458
"G & R",17.35,0.865418143221408
"G & R",17.36,0.872384381972058
"G & R",17.37,0.878693871084923
"G & R",17.38,0.884394690064472
"G & R",17.39,0.889534626764554
"G & R",17.4,0.89415590102524
"G & R",17.41,0.89829958831924
"G & R",17.42,0.902001729507074
"G & R",17.43,0.905296457787852
"G & R",17.44,0.908213629253307
"G & R",17.45,0.910780339442319
"G & R",17.46,0.913020892942562
"G & R",17.47,0.914958671106358
"G & R",17.48,0.916612492520752
"G & R",17.49,0.917999969259231
"G & R",17.5,0.919135208107402
"G & R",17.51,0.920032620169664
"G & R",17.52,0.920704169804321
"G & R",17.53,0.921158612126938
"G & R",17.54,0.921406033381089
"G & R",17.55,0.921451695284325
"G & R",17.56,0.921302283965897
"G & R",17.57,0.920962667233205
"G & R",17.58,0.92043619040183
"G & R",17.59,0.919725394754067
"G & R",17.6,0.918832133373115
"G & R",17.61,0.917757080362858
"G & R",17.62,0.916500405805909
"G & R",17.63,0.915061364116454
"G & R",17.64,0.913438712858294
"G & R",17.65,0.91163044503979
"G & R",17.66,0.909634138389137
"G & R",17.67,0.907446717053606
"G & R",17.68,0.905064774069775
"G & R",17.69,0.902484352021737
"G & R",17.7,0.899701241880901
"G & R",17.71,0.896710788277133
"G & R",17.72,0.893508160632273
"G & R",17.73,0.890088194022809
"G & R",17.74,0.886445623361887
"G & R",17.75,0.882574968737693
"G & R",17.76,0.878470712437451
"G & R",17.77,0.874127008767633
"G & R",17.78,0.869539059929814
"G & R",17.79,0.864700243561867
"G & R",17.8,0.859605947607989
"G & R",17.81,0.854251442275178
"G & R",17.82,0.848631960718293
"G & R",17.83,0.842742717986233
"G & R",17.84,0.836579056864029
"G & R",17.85,0.830137273480336
"G & R",17.86,0.823414312598825
"G & R",17.87,0.816407694754062
"G & R",17.88,0.809115503730506
"G & R",17.89,0.801536589544405
"G & R",17.9,0.793670478681463
"G & R",17.91,0.785517554861581
"G & R",17.92,0.777079038126249
"G & R",17.93,0.768357132981379
"G & R",17.94,0.759354994925676
"G & R",17.95,0.750076821772083
"G & R",17.96,0.740527822159276
"G & R",17.97,0.73071428714
"G & R",17.98,0.720643566512891
"G & R",17.99,0.710324108641469
"G & R",18,0.699765445222233
"G & R",18.01,0.688978170015186
"G & R",18.02,0.677973916263408
"G & R",18.03,0.666765304842798
"G & R",18.04,0.655365745818681
"G & R",18.05,0.643789017700502
"G & R",18.06,0.632050215509583
"G & R",18.07,0.620172704385524
"G & R",18.08,0.608233739027497
"G & R",18.09,0.59645676768314
"G & R",18.1,0.585289660892041
"G & R",18.11,0.575420301355489
"G & R",18.12,0.567686986802052
"G & R",18.13,0.562897916547289
"G & R",18.14,0.561644820684393
"G & R",18.15,0.564171371157407
"G & R",18.16,0.570347999137066
"G & R",18.17,0.579727563766141
"G & R",18.18,0.591656966806209
"G & R",18.19,0.605407260990276
"G & R",18.2,0.620264865279019
"G & R",18.21,0.635612037798072
"G & R",18.22,0.650951648773379
"G & R",18.23,0.665913429999776
"G & R",18.24,0.680239834040908
"G & R",18.25,0.693760204583249
"G & R",18.26,0.706377928823088
"G & R",18.27,0.718043051311756
"G & R",18.28,0.72874155482987
"G & R",18.29,0.738482423391762
"G & R",18.3,0.747289210079138
"G & R",18.31,0.755195062907532
"G & R",18.32,0.762237056243453
"G & R",18.33,0.768455803425638
"G & R",18.34,0.773890406926103
"G & R",18.35,0.778583954090006
"G & R",18.36,0.782571777999852
"G & R",18.37,0.785891118994897
"G & R",18.38,0.7885757647073
"G & R",18.39,0.790656557620029
"G & R",18.4,0.792162926830908
"G & R",18.41,0.793121184401535
"G & R",18.42,0.79355489286197
"G & R",18.43,0.793485835352126
"G & R",18.44,0.792933510492944
"G & R",18.45,0.791915155944078
"G & R",18.46,0.790446718146143
"G & R",18.47,0.788542294587913
"G & R",18.48,0.786215234637044
"G & R",18.49,0.783476640695646
"G & R",18.5,0.780337568621903
"G & R",18.51,0.776807924116341
"G & R",18.52,0.772897224073166
"G & R",18.53,0.768614276310675
"G & R",18.54,0.76396769485072
"G & R",18.55,0.75896595752587
"G & R",18.56,0.753617532105899
"G & R",18.57,0.747930936048569
"G & R",18.58,0.741914889167639
"G & R",18.59,0.735578427411809
"G & R",18.6,0.728930979303755
"G & R",18.61,0.721982426557943
"G & R",18.62,0.714743159038633
"G & R",18.63,0.707224120931293
"G & R",18.64,0.699436844187318
"G & R",18.65,0.691393467935519
"G & R",18.66,0.683106744380702
"G & R",18.67,0.674590033179889
"G & R",18.68,0.665857283776994
"G & R",18.69,0.656923007783483
"G & R",18.7,0.647802240020212
"G & R",18.71,0.6385104915406
"G & R",18.72,0.629063692840326
"G & R",18.73,0.619478131421047
"G & R",18.74,0.609770381448804
"G & R",18.75,0.59995723036117
"G & R",18.76,0.590055599128014
"G & R",18.77,0.580082449518393
"G & R",18.78,0.570054741720405
"G & R",18.79,0.559989309147468
"G & R",18.8,0.549902782798384
"G & R",18.81,0.53981154336018
"G & R",18.82,0.529731660860477
"G & R",18.83,0.519678798332812
"G & R",18.84,0.509668105172167
"G & R",18.85,0.499714154815578
"G & R",18.86,0.489830917624623
"G & R",18.87,0.480031736451814
"G & R",18.88,0.470329285101911
"G & R",18.89,0.460735521138389
"G & R",18.9,0.451261647539347
"G & R",18.91,0.441918091551408
"G & R",18.92,0.432714495038589
"G & R",18.93,0.423659710815372
"G & R",18.94,0.414761801248709
"G & R",18.95,0.406028040799455
"G & R",18.96,0.397464924945545
"G & R",18.97,0.389078185425085
"G & R",18.98,0.380872810034738
"G & R",18.99,0.372853066014223
"G & R",19,0.36502252648809
"G & R",19.01,0.357384099598868
"G & R",19.02,0.349940059685849
"G & R",19.03,0.342692076029216
"G & R",19.04,0.33564121624341
"G & R",19.05,0.328787886787829
"G & R",19.06,0.322131868226627
"G & R",19.07,0.315673883815748
"G & R",19.08,0.309422628653166
"G & R",19.09,0.303422126691011
"G & R",19.1,0.297780298473604
"G & R",19.11,0.292687808422798
"G & R",19.12,0.288409263123235
"G & R",19.13,0.285244220709124
"G & R",19.14,0.283473090604325
"G & R",19.15,0.283307462595062
"G & R",19.16,0.28486097744107
"G & R",19.17,0.288141206563175
"G & R",19.18,0.293061905573211
"G & R",19.19,0.299467489440275
"G & R",19.2,0.307157924969204
"G & R",19.21,0.315916481057421
"G & R",19.22,0.32552947663671
"G & R",19.23,0.335798591899028
"G & R",19.24,0.34654872436537
"G & R",19.25,0.357629724067188
"G & R",19.26,0.368916114135587
"G & R",19.27,0.380303489239608
"G & R",19.28,0.391703295936807
"G & R",19.29,0.403042595707248
"G & R",19.3,0.414260340835426
"G & R",19.31,0.425303467147309
"G & R",19.32,0.436127742960224
"G & R",19.33,0.446694893828159
"G & R",19.34,0.456972208156259
"G & R",19.35,0.466931045624897
"G & R",19.36,0.476548671960764
"G & R",19.37,0.485805078804624
"G & R",19.38,0.494684225729536
"G & R",19.39,0.503173081964725
"G & R",19.4,0.511261640204808
"G & R",19.41,0.518942255508748
"G & R",19.42,0.526209981113901
"G & R",19.43,0.533061729862538
"G & R",19.44,0.539496239895954
"G & R",19.45,0.545513913248641
"G & R",19.46,0.551116806774843
"G & R",19.47,0.556308016919438
"G & R",19.48,0.561091948905101
"G & R",19.49,0.565473822373264
"G & R",19.5,0.56945983446326
"G & R",19.51,0.573056826487317
"G & R",19.52,0.576272339110417
"G & R",19.53,0.579114393738855
"G & R",19.54,0.581591514756319
"G & R",19.55,0.583712575785711
"G & R",19.56,0.585486819797154
"G & R",19.57,0.586923742865331
"G & R",19.58,0.588033097383089
"G & R",19.59,0.588824833637247
"G & R",19.6,0.589309349588163
"G & R",19.61,0.589496623039665
"G & R",19.62,0.589396432934208
"G & R",19.63,0.589020545806385
"G & R",19.64,0.588378918749655
"G & R",19.65,0.587482080148227
"G & R",19.66,0.586341174332183
"G & R",19.67,0.584967186345509
"G & R",19.68,0.583371055628312
"G & R",19.69,0.581563689492626
"G & R",19.7,0.579556108149326
"G & R",19.71,0.577359447076908
"G & R",19.72,0.574984889911612
"G & R",19.73,0.572443634418462
"G & R",19.74,0.569746881355826
"G & R",19.75,0.566905824656949
"G & R",19.76,0.56393164676205
"G & R",19.77,0.560835505082657
"G & R",19.78,0.557628512121511
"G & R",19.79,0.554321712943207
"G & R",19.8,0.550926064430435
"G & R",19.81,0.547452415861827
"G & R",19.82,0.543911488677828
"G & R",19.83,0.540313854166286
"G & R",19.84,0.536669909870113
"G & R",19.85,0.532989856125887
"G & R",19.86,0.529283674436165
"G & R",19.87,0.525561102745087
"G & R",19.88,0.521831615657931
"G & R",19.89,0.518104404713959
"G & R",19.9,0.514388357829709
"G & R",19.91,0.510692039841487
"G & R",19.92,0.507023675431206
"G & R",19.93,0.503391134118836
"G & R",19.94,0.499801916691744
"G & R",19.95,0.49626314308977
"G & R",19.96,0.492781542190102
"G & R",19.97,0.489363443714907
"G & R",19.98,0.486014772203447
"G & R",19.99,0.482741042922896
"G & R",20,0.479547359703325
"Total I log & I log",0,NA
"Total I log & I log",0.01,0
"Total I log & I log",0.02,0
"Total I log & I log",0.03,0
"Total I log & I log",0.04,0
"Total I log & I log",0.05,0
"Total I log & I log",0.06,0
"Total I log & I log",0.07,0
"Total I log & I log",0.08,0
"Total I log & I log",0.09,0
"Total I log & I log",0.1,0
"Total I log & I log",0.11,0
"Total I log & I log",0.12,0
"Total I log & I log",0.13,0
"Total I log & I log",0.14,0
"Total I log & I log",0.15,0
"Total I log & I log",0.16,0
"Total I log & I log",0.17,0
"Total I log & I log",0.18,0
"Total I log & I log",0.19,0
"Total I log & I log",0.2,0
"Total I log & I log",0.21,0
"Total I log & I log",0.22,0
"Total I log & I log",0.23,0
"Total I log & I log",0.24,0
"Total I log & I log",0.25,0
"Total I log & I log",0.26,0
"Total I log & I log",0.27,0
"Total I log & I log",0.28,0
"Total I log & I log",0.29,0
"Total I log & I log",0.3,0
"Total I log & I log",0.31,0
"Total I log & I log",0.32,0
"Total I log & I log",0.33,0
"Total I log & I log",0.34,0
"Total I log & I log",0.35,0
"Total I log & I log",0.36,0
"Total I log & I log",0.37,0
"Total I log & I log",0.38,0
"Total I log & I log",0.39,0
"Total I log & I log",0.4,0
"Total I log & I log",0.41,0
"Total I log & I log",0.42,0
"Total I log & I log",0.43,0
"Total I log & I log",0.44,0
"Total I log & I log",0.45,0
"Total I log & I log",0.46,0
"Total I log & I log",0.47,0
"Total I log & I log",0.48,0
"Total I log & I log",0.49,0
"Total I log & I log",0.5,0
"Total I log & I log",0.51,0
"Total I log & I log",0.52,0
"Total I log & I log",0.53,0
"Total I log & I log",0.54,0
"Total I log & I log",0.55,0
"Total I log & I log",0.56,0
"Total I log & I log",0.57,0
"Total I log & I log",0.58,0
"Total I log & I log",0.59,0
"Total I log & I log",0.6,0
"Total I log & I log",0.61,0
"Total I log & I log",0.62,0
"Total I log & I log",0.63,0
"Total I log & I log",0.64,0
"Total I log & I log",0.65,0
"Total I log & I log",0.66,0
"Total I log & I log",0.67,0
"Total I log & I log",0.68,0
"Total I log & I log",0.69,0
"Total I log & I log",0.7,0
"Total I log & I log",0.71,0
"Total I log & I log",0.72,0
"Total I log & I log",0.73,0
"Total I log & I log",0.74,0
"Total I log & I log",0.75,0
"Total I log & I log",0.76,0
"Total I log & I log",0.77,0
"Total I log & I log",0.78,0
"Total I log & I log",0.79,0
"Total I log & I log",0.8,0
"Total I log & I log",0.81,0
"Total I log & I log",0.82,0
"Total I log & I log",0.83,0
"Total I log & I log",0.84,0
"Total I log & I log",0.85,0
"Total I log & I log",0.86,0
"Total I log & I log",0.87,0
"Total I log & I log",0.88,0
"Total I log & I log",0.89,0
"Total I log & I log",0.9,0
"Total I log & I log",0.91,0
"Total I log & I log",0.92,0
"Total I log & I log",0.93,0
"Total I log & I log",0.94,0
"Total I log & I log",0.95,0
"Total I log & I log",0.96,0
"Total I log & I log",0.97,0
"Total I log & I log",0.98,0
"Total I log & I log",0.99,0
"Total I log & I log",1,0
"Total I log & I log",1.01,1.62161060141916e-216
"Total I log & I log",1.02,1.24963332986669e-213
"Total I log & I log",1.03,8.60198705850172e-210
"Total I log & I log",1.04,8.06634302999467e-206
"Total I log & I log",1.05,8.81083750160988e-202
"Total I log & I log",1.06,7.04908316459813e-198
"Total I log & I log",1.07,3.3625375971713e-194
"Total I log & I log",1.08,2.42169908238391e-190
"Total I log & I log",1.09,9.15147905843841e-187
"Total I log & I log",1.1,2.10155701800831e-183
"Total I log & I log",1.11,6.76481174630113e-180
"Total I log & I log",1.12,1.32647121195279e-176
"Total I log & I log",1.13,1.61007380878806e-173
"Total I log & I log",1.14,2.71642535149934e-170
"Total I log & I log",1.15,3.09669782049986e-167
"Total I log & I log",1.16,7.9723603482579e-164
"Total I log & I log",1.17,6.05815394329621e-161
"Total I log & I log",1.18,3.87750883422443e-158
"Total I log & I log",1.19,2.1024317835731e-155
"Total I log & I log",1.2,9.70672405950842e-153
"Total I log & I log",1.21,3.83499480756887e-150
"Total I log & I log",1.22,1.30284490817058e-147
"Total I log & I log",1.23,3.82372212334058e-145
"Total I log & I log",1.24,9.73893397074839e-143
"Total I log & I log",1.25,2.16207569740688e-140
"Total I log & I log",1.26,4.20151440546962e-138
"Total I log & I log",1.27,7.17623887570797e-136
"Total I log & I log",1.28,1.08159695953949e-133
"Total I log & I log",1.29,1.30178066372189e-131
"Total I log & I log",1.3,1.54357028190452e-129
"Total I log & I log",1.31,1.63499520532598e-127
"Total I log & I log",1.32,1.55065174044015e-125
"Total I log & I log",1.33,1.32119593031349e-123
"Total I log & I log",1.34,1.01455400568839e-121
"Total I log & I log",1.35,7.04352315013656e-120
"Total I log & I log",1.36,4.0500412052169e-118
"Total I log & I log",1.37,2.31739657785403e-116
"Total I log & I log",1.38,1.21047879543326e-114
"Total I log & I log",1.39,5.7821949622531e-113
"Total I log & I log",1.4,2.53244425353577e-111
"Total I log & I log",1.41,1.01951879022736e-109
"Total I log & I log",1.42,3.78196782426799e-108
"Total I log & I log",1.43,1.22011728342592e-106
"Total I log & I log",1.44,3.85853735491417e-105
"Total I log & I log",1.45,1.13557813631715e-103
"Total I log & I log",1.46,3.10740532358146e-102
"Total I log & I log",1.47,7.92191663938172e-101
"Total I log & I log",1.48,1.88527623503367e-99
"Total I log & I log",1.49,4.1962793824756e-98
"Total I log & I log",1.5,8.75191269711655e-97
"Total I log & I log",1.51,1.71343825421646e-95
"Total I log & I log",1.52,3.15437101112566e-94
"Total I log & I log",1.53,5.46969383327814e-93
"Total I log & I log",1.54,8.94792583324072e-92
"Total I log & I log",1.55,1.38315548037035e-90
"Total I log & I log",1.56,1.93203471494346e-89
"Total I log & I log",1.57,2.67217618374296e-88
"Total I log & I log",1.58,3.51800912795575e-87
"Total I log & I log",1.59,4.40214061095448e-86
"Total I log & I log",1.6,5.24213489777372e-85
"Total I log & I log",1.61,5.94824019444818e-84
"Total I log & I log",1.62,6.43940220731172e-83
"Total I log & I log",1.63,6.6589068894949e-82
"Total I log & I log",1.64,6.58518218392236e-81
"Total I log & I log",1.65,6.23492704707328e-80
"Total I log & I log",1.66,5.65808762362905e-79
"Total I log & I log",1.67,4.92656161126501e-78
"Total I log & I log",1.68,4.12003746725051e-77
"Total I log & I log",1.69,3.31264390254708e-76
"Total I log & I log",1.7,2.56321370396051e-75
"Total I log & I log",1.71,1.91046352225741e-74
"Total I log & I log",1.72,1.37287709923655e-73
"Total I log & I log",1.73,9.52021597160226e-73
"Total I log & I log",1.74,6.37611267640334e-72
"Total I log & I log",1.75,4.12781269790173e-71
"Total I log & I log",1.76,2.58516888425653e-70
"Total I log & I log",1.77,1.5674822492672e-69
"Total I log & I log",1.78,9.20854519790345e-69
"Total I log & I log",1.79,5.24534933886701e-68
"Total I log & I log",1.8,2.89910450929356e-67
"Total I log & I log",1.81,1.5558277112108e-66
"Total I log & I log",1.82,8.1126135173147e-66
"Total I log & I log",1.83,4.11288770462191e-65
"Total I log & I log",1.84,2.02860157512831e-64
"Total I log & I log",1.85,9.74046675904323e-64
"Total I log & I log",1.86,4.55572612296677e-63
"Total I log & I log",1.87,2.07675236102238e-62
"Total I log & I log",1.88,9.23226951664555e-62
"Total I log & I log",1.89,4.00469519208957e-61
"Total I log & I log",1.9,1.69590558609672e-60
"Total I log & I log",1.91,7.01508100891736e-60
"Total I log & I log",1.92,2.83585458420637e-59
"Total I log & I log",1.93,1.12091048165416e-58
"Total I log & I log",1.94,4.33414349937428e-58
"Total I log & I log",1.95,1.64015580822461e-57
"Total I log & I log",1.96,6.0773612412498e-57
"Total I log & I log",1.97,2.20590363782775e-56
"Total I log & I log",1.98,7.84671525283529e-56
"Total I log & I log",1.99,2.73654458069702e-55
"Total I log & I log",2,9.36071620073432e-55
"Total I log & I log",2.01,2.73560727589019e-54
