"label","fitness_optimized","fitness_randomized"
"Gametocyte log (G log)",9.561373,2.26059957956969e-80
"Gametocyte log (G log)",9.561373,1.02955824094969e-24
"Gametocyte log (G log)",9.561373,0.0112711301159341
"Gametocyte log (G log)",9.561373,2.57854376222236e-53
"Gametocyte log (G log)",9.561373,0.0052299665874642
"Gametocyte log (G log)",9.561373,0.00464246881991762
"Gametocyte log (G log)",9.561373,0.00611749994226023
"Gametocyte log (G log)",9.561373,0.00624617427930367
"Gametocyte log (G log)",9.561373,0.00439750133425398
"Gametocyte log (G log)",9.561373,1.4208146021972e-09
"Gametocyte log (G log)",9.561373,1.04326096072474e-10
"Gametocyte log (G log)",9.561373,2.28233649109061e-27
"Gametocyte log (G log)",9.561373,5.01708880296165e-16
"Gametocyte log (G log)",9.561373,0.00476570532664973
"Gametocyte log (G log)",9.561373,1.67156945114882
