"label","iter","parameter","value"
"RBC replenishment (ρ)",821,"rho",0.25513376
"Burst size (β)",821,"burst",4.63586654
"Activation indis (ψn)",821,"iota_N1",16.2098202
"Activation targeted (ψw)",821,"iota_N2",1.64914229
"Half-life indis (ϕn)",821,"phi_N1",0.13116881
"Half-life targeted (ϕw)",821,"phi_N2",294.783174
"RBC replenishment (ρ)",822,"rho",0.35437996
"Burst size (β)",822,"burst",6.20713558
"Activation indis (ψn)",822,"iota_N1",18.5685886
"Activation targeted (ψw)",822,"iota_N2",1.93218269
"Half-life indis (ϕn)",822,"phi_N1",0.05343967
"Half-life targeted (ϕw)",822,"phi_N2",751.239183
"RBC replenishment (ρ)",823,"rho",0.33745259
"Burst size (β)",823,"burst",5.56765137
"Activation indis (ψn)",823,"iota_N1",12.7767879
"Activation targeted (ψw)",823,"iota_N2",0.9620856
"Half-life indis (ϕn)",823,"phi_N1",0.05884851
"Half-life targeted (ϕw)",823,"phi_N2",316.81401
"RBC replenishment (ρ)",824,"rho",0.28446084
"Burst size (β)",824,"burst",3.95450995
"Activation indis (ψn)",824,"iota_N1",10.6727395
"Activation targeted (ψw)",824,"iota_N2",0.75953385
"Half-life indis (ϕn)",824,"phi_N1",0.065921
"Half-life targeted (ϕw)",824,"phi_N2",396.65745
"RBC replenishment (ρ)",825,"rho",0.32823351
"Burst size (β)",825,"burst",4.00536272
"Activation indis (ψn)",825,"iota_N1",9.77372175
"Activation targeted (ψw)",825,"iota_N2",0.66582104
"Half-life indis (ϕn)",825,"phi_N1",0.04539784
"Half-life targeted (ϕw)",825,"phi_N2",616.953634
"RBC replenishment (ρ)",826,"rho",0.43766383
"Burst size (β)",826,"burst",4.8729108
"Activation indis (ψn)",826,"iota_N1",5.7406743
"Activation targeted (ψw)",826,"iota_N2",0.43208918
"Half-life indis (ϕn)",826,"phi_N1",0.06660997
"Half-life targeted (ϕw)",826,"phi_N2",127.14335
"RBC replenishment (ρ)",827,"rho",0.17708111
"Burst size (β)",827,"burst",4.73808492
"Activation indis (ψn)",827,"iota_N1",16.4169817
"Activation targeted (ψw)",827,"iota_N2",1.82855579
"Half-life indis (ϕn)",827,"phi_N1",0.08568412
"Half-life targeted (ϕw)",827,"phi_N2",1254.82877
"RBC replenishment (ρ)",828,"rho",0.29807304
"Burst size (β)",828,"burst",6.04777395
"Activation indis (ψn)",828,"iota_N1",10.4668696
"Activation targeted (ψw)",828,"iota_N2",1.99250632
"Half-life indis (ϕn)",828,"phi_N1",0.07944989
"Half-life targeted (ϕw)",828,"phi_N2",2608.01885
"RBC replenishment (ρ)",829,"rho",0.34309538
"Burst size (β)",829,"burst",5.7057625
"Activation indis (ψn)",829,"iota_N1",4.5499769
"Activation targeted (ψw)",829,"iota_N2",1.00055096
"Half-life indis (ϕn)",829,"phi_N1",0.06814109
"Half-life targeted (ϕw)",829,"phi_N2",1029.14106
"RBC replenishment (ρ)",830,"rho",0.36081713
"Burst size (β)",830,"burst",3.90425832
"Activation indis (ψn)",830,"iota_N1",15.6846954
"Activation targeted (ψw)",830,"iota_N2",0.76520235
"Half-life indis (ϕn)",830,"phi_N1",0.05426093
"Half-life targeted (ϕw)",830,"phi_N2",725.052412
"RBC replenishment (ρ)",831,"rho",0.30129343
"Burst size (β)",831,"burst",4.0242087
"Activation indis (ψn)",831,"iota_N1",11.4980912
"Activation targeted (ψw)",831,"iota_N2",0.93775668
"Half-life indis (ϕn)",831,"phi_N1",0.03952559
"Half-life targeted (ϕw)",831,"phi_N2",196.711626
"RBC replenishment (ρ)",832,"rho",0.33756522
"Burst size (β)",832,"burst",4.78844196
"Activation indis (ψn)",832,"iota_N1",10.0693096
"Activation targeted (ψw)",832,"iota_N2",0.69768339
"Half-life indis (ϕn)",832,"phi_N1",0.02778277
"Half-life targeted (ϕw)",832,"phi_N2",56.6197527
"RBC replenishment (ρ)",833,"rho",0.13903402
"Burst size (β)",833,"burst",4.56691522
"Activation indis (ψn)",833,"iota_N1",13.5806358
"Activation targeted (ψw)",833,"iota_N2",2.7337681
"Half-life indis (ϕn)",833,"phi_N1",0.17774467
"Half-life targeted (ϕw)",833,"phi_N2",128.665543
"RBC replenishment (ρ)",834,"rho",0.36915424
"Burst size (β)",834,"burst",6.15960047
"Activation indis (ψn)",834,"iota_N1",22.4418123
"Activation targeted (ψw)",834,"iota_N2",2.1649491
"Half-life indis (ϕn)",834,"phi_N1",0.04024395
"Half-life targeted (ϕw)",834,"phi_N2",120.231189
"RBC replenishment (ρ)",835,"rho",0.25312521
"Burst size (β)",835,"burst",5.566849
"Activation indis (ψn)",835,"iota_N1",11.0029413
"Activation targeted (ψw)",835,"iota_N2",1.04314023
"Half-life indis (ϕn)",835,"phi_N1",0.01792053
"Half-life targeted (ϕw)",835,"phi_N2",146.874895
"RBC replenishment (ρ)",836,"rho",0.32162275
"Burst size (β)",836,"burst",4.07776416
"Activation indis (ψn)",836,"iota_N1",14.2233088
"Activation targeted (ψw)",836,"iota_N2",0.67535654
"Half-life indis (ϕn)",836,"phi_N1",0.05298176
"Half-life targeted (ϕw)",836,"phi_N2",328.038243
"RBC replenishment (ρ)",837,"rho",0.30897436
"Burst size (β)",837,"burst",4.04830731
"Activation indis (ψn)",837,"iota_N1",10.7317232
"Activation targeted (ψw)",837,"iota_N2",0.79660711
"Half-life indis (ϕn)",837,"phi_N1",0.05847683
"Half-life targeted (ϕw)",837,"phi_N2",123.254323
"RBC replenishment (ρ)",838,"rho",0.39208841
"Burst size (β)",838,"burst",4.86583356
"Activation indis (ψn)",838,"iota_N1",6.66793032
"Activation targeted (ψw)",838,"iota_N2",0.41684306
"Half-life indis (ϕn)",838,"phi_N1",0.05422062
"Half-life targeted (ϕw)",838,"phi_N2",445.208537
"RBC replenishment (ρ)",839,"rho",0.20631281
"Burst size (β)",839,"burst",4.60223737
"Activation indis (ψn)",839,"iota_N1",15.1817003
"Activation targeted (ψw)",839,"iota_N2",2.24235573
"Half-life indis (ϕn)",839,"phi_N1",0.14783101
"Half-life targeted (ϕw)",839,"phi_N2",475.723856
"RBC replenishment (ρ)",840,"rho",0.50390743
"Burst size (β)",840,"burst",6.20752468
"Activation indis (ψn)",840,"iota_N1",29.8331925
"Activation targeted (ψw)",840,"iota_N2",1.64900595
"Half-life indis (ϕn)",840,"phi_N1",0.03732335
"Half-life targeted (ϕw)",840,"phi_N2",118.186452
"RBC replenishment (ρ)",841,"rho",0.30746043
"Burst size (β)",841,"burst",5.52415113
"Activation indis (ψn)",841,"iota_N1",9.30797357
"Activation targeted (ψw)",841,"iota_N2",1.05301512
"Half-life indis (ϕn)",841,"phi_N1",0.05290618
"Half-life targeted (ϕw)",841,"phi_N2",82.4838196
"RBC replenishment (ρ)",842,"rho",0.2297308
"Burst size (β)",842,"burst",4.1492255
"Activation indis (ψn)",842,"iota_N1",35.6322629
"Activation targeted (ψw)",842,"iota_N2",1.03009388
"Half-life indis (ϕn)",842,"phi_N1",0.00790437
"Half-life targeted (ϕw)",842,"phi_N2",34.0428665
"RBC replenishment (ρ)",843,"rho",0.21803662
"Burst size (β)",843,"burst",3.84075651
"Activation indis (ψn)",843,"iota_N1",46.4564863
"Activation targeted (ψw)",843,"iota_N2",0.93288125
"Half-life indis (ϕn)",843,"phi_N1",0.01017636
"Half-life targeted (ϕw)",843,"phi_N2",459.472423
"RBC replenishment (ρ)",844,"rho",0.36428445
"Burst size (β)",844,"burst",4.82560738
"Activation indis (ψn)",844,"iota_N1",13.7471546
"Activation targeted (ψw)",844,"iota_N2",0.48825052
"Half-life indis (ϕn)",844,"phi_N1",0.0110145
"Half-life targeted (ϕw)",844,"phi_N2",1089.22012
"RBC replenishment (ρ)",845,"rho",0.23619367
"Burst size (β)",845,"burst",4.72706102
"Activation indis (ψn)",845,"iota_N1",97.912467
"Activation targeted (ψw)",845,"iota_N2",1.96567347
"Half-life indis (ϕn)",845,"phi_N1",0.01756898
"Half-life targeted (ϕw)",845,"phi_N2",641.689654
"RBC replenishment (ρ)",846,"rho",0.43662196
"Burst size (β)",846,"burst",6.28895462
"Activation indis (ψn)",846,"iota_N1",67.3175603
"Activation targeted (ψw)",846,"iota_N2",1.84758035
"Half-life indis (ϕn)",846,"phi_N1",0.00951532
"Half-life targeted (ϕw)",846,"phi_N2",135.732499
"RBC replenishment (ρ)",847,"rho",0.32965903
"Burst size (β)",847,"burst",5.29562994
"Activation indis (ψn)",847,"iota_N1",64.1051752
"Activation targeted (ψw)",847,"iota_N2",1.09256014
"Half-life indis (ϕn)",847,"phi_N1",0.00633556
"Half-life targeted (ϕw)",847,"phi_N2",443.310363
"RBC replenishment (ρ)",848,"rho",0.29299483
"Burst size (β)",848,"burst",4.04002987
"Activation indis (ψn)",848,"iota_N1",11.871111
"Activation targeted (ψw)",848,"iota_N2",1.04498442
"Half-life indis (ϕn)",848,"phi_N1",0.05702728
"Half-life targeted (ϕw)",848,"phi_N2",102.460722
"RBC replenishment (ρ)",849,"rho",0.26475654
"Burst size (β)",849,"burst",3.90303898
"Activation indis (ψn)",849,"iota_N1",11.682681
"Activation targeted (ψw)",849,"iota_N2",0.8408206
"Half-life indis (ϕn)",849,"phi_N1",0.03976254
"Half-life targeted (ϕw)",849,"phi_N2",13236.3473
"RBC replenishment (ρ)",850,"rho",0.4383626
"Burst size (β)",850,"burst",4.82532474
"Activation indis (ψn)",850,"iota_N1",11.6265286
"Activation targeted (ψw)",850,"iota_N2",0.45349726
"Half-life indis (ϕn)",850,"phi_N1",0.01728306
"Half-life targeted (ϕw)",850,"phi_N2",169.706656
"RBC replenishment (ρ)",851,"rho",0.22034442
"Burst size (β)",851,"burst",4.82470684
"Activation indis (ψn)",851,"iota_N1",12.4717861
"Activation targeted (ψw)",851,"iota_N2",1.92146948
"Half-life indis (ϕn)",851,"phi_N1",0.16149621
"Half-life targeted (ϕw)",851,"phi_N2",1012.48855
"RBC replenishment (ρ)",852,"rho",0.38286501
"Burst size (β)",852,"burst",6.29798051
"Activation indis (ψn)",852,"iota_N1",9.10183113
"Activation targeted (ψw)",852,"iota_N2",1.87789012
"Half-life indis (ϕn)",852,"phi_N1",0.08286205
"Half-life targeted (ϕw)",852,"phi_N2",315.779793
"RBC replenishment (ρ)",853,"rho",0.35784339
"Burst size (β)",853,"burst",5.78508646
"Activation indis (ψn)",853,"iota_N1",11.45073
"Activation targeted (ψw)",853,"iota_N2",0.88722017
"Half-life indis (ϕn)",853,"phi_N1",0.02861372
"Half-life targeted (ϕw)",853,"phi_N2",282.011055
"RBC replenishment (ρ)",854,"rho",0.27384312
"Burst size (β)",854,"burst",4.06228588
"Activation indis (ψn)",854,"iota_N1",6.30310723
"Activation targeted (ψw)",854,"iota_N2",0.92442656
"Half-life indis (ϕn)",854,"phi_N1",0.0965048
"Half-life targeted (ϕw)",854,"phi_N2",35.6124256
"RBC replenishment (ρ)",855,"rho",0.29540308
"Burst size (β)",855,"burst",3.89551285
"Activation indis (ψn)",855,"iota_N1",6.77701964
"Activation targeted (ψw)",855,"iota_N2",0.83335131
"Half-life indis (ϕn)",855,"phi_N1",0.11043645
"Half-life targeted (ϕw)",855,"phi_N2",1336.86611
"RBC replenishment (ρ)",856,"rho",0.3407844
"Burst size (β)",856,"burst",4.80016271
"Activation indis (ψn)",856,"iota_N1",4.11457213
"Activation targeted (ψw)",856,"iota_N2",0.52933431
"Half-life indis (ϕn)",856,"phi_N1",0.09867606
"Half-life targeted (ϕw)",856,"phi_N2",219.532835
"RBC replenishment (ρ)",857,"rho",0.26697521
"Burst size (β)",857,"burst",4.5446333
"Activation indis (ψn)",857,"iota_N1",9.95979082
"Activation targeted (ψw)",857,"iota_N2",1.64319888
"Half-life indis (ϕn)",857,"phi_N1",0.31542881
"Half-life targeted (ϕw)",857,"phi_N2",5566.35165
"RBC replenishment (ρ)",858,"rho",0.47245268
"Burst size (β)",858,"burst",6.16564062
"Activation indis (ψn)",858,"iota_N1",4.74803979
"Activation targeted (ψw)",858,"iota_N2",1.78541373
"Half-life indis (ϕn)",858,"phi_N1",0.25569026
"Half-life targeted (ϕw)",858,"phi_N2",253.348483
"RBC replenishment (ρ)",859,"rho",0.32936655
"Burst size (β)",859,"burst",5.51380659
"Activation indis (ψn)",859,"iota_N1",5.78156449
"Activation targeted (ψw)",859,"iota_N2",0.90780682
"Half-life indis (ϕn)",859,"phi_N1",0.09905052
"Half-life targeted (ϕw)",859,"phi_N2",1090.01129
"RBC replenishment (ρ)",860,"rho",0.24293796
"Burst size (β)",860,"burst",3.93815931
"Activation indis (ψn)",860,"iota_N1",3.57384587
"Activation targeted (ψw)",860,"iota_N2",0.80780171
"Half-life indis (ϕn)",860,"phi_N1",0.14633769
"Half-life targeted (ϕw)",860,"phi_N2",223.831128
"RBC replenishment (ρ)",861,"rho",0.29779915
"Burst size (β)",861,"burst",3.7989068
"Activation indis (ψn)",861,"iota_N1",2.46926675
"Activation targeted (ψw)",861,"iota_N2",0.68971173
"Half-life indis (ϕn)",861,"phi_N1",0.19044254
"Half-life targeted (ϕw)",861,"phi_N2",255.765063
"RBC replenishment (ρ)",862,"rho",0.34913632
"Burst size (β)",862,"burst",4.63677488
"Activation indis (ψn)",862,"iota_N1",3.32430156
"Activation targeted (ψw)",862,"iota_N2",0.5051407
"Half-life indis (ϕn)",862,"phi_N1",0.09496073
"Half-life targeted (ϕw)",862,"phi_N2",640.855073
"RBC replenishment (ρ)",863,"rho",0.17580809
"Burst size (β)",863,"burst",4.55225157
"Activation indis (ψn)",863,"iota_N1",4.69180096
"Activation targeted (ψw)",863,"iota_N2",2.01069183
"Half-life indis (ϕn)",863,"phi_N1",0.44942419
"Half-life targeted (ϕw)",863,"phi_N2",368.556363
"RBC replenishment (ρ)",864,"rho",0.4554759
"Burst size (β)",864,"burst",5.92340982
"Activation indis (ψn)",864,"iota_N1",3.62721587
"Activation targeted (ψw)",864,"iota_N2",1.92225451
"Half-life indis (ϕn)",864,"phi_N1",0.2893386
"Half-life targeted (ϕw)",864,"phi_N2",334.806877
"RBC replenishment (ρ)",865,"rho",0.32025501
"Burst size (β)",865,"burst",5.4834375
"Activation indis (ψn)",865,"iota_N1",2.35770309
"Activation targeted (ψw)",865,"iota_N2",0.98182922
"Half-life indis (ϕn)",865,"phi_N1",0.14061401
"Half-life targeted (ϕw)",865,"phi_N2",392.247466
"RBC replenishment (ρ)",866,"rho",0.31105338
"Burst size (β)",866,"burst",3.87154218
"Activation indis (ψn)",866,"iota_N1",18.2067003
"Activation targeted (ψw)",866,"iota_N2",0.90261848
"Half-life indis (ϕn)",866,"phi_N1",0.06337823
"Half-life targeted (ϕw)",866,"phi_N2",3753.07093
"RBC replenishment (ρ)",867,"rho",0.38369969
"Burst size (β)",867,"burst",3.96726987
"Activation indis (ψn)",867,"iota_N1",12.6209656
"Activation targeted (ψw)",867,"iota_N2",0.79243808
"Half-life indis (ϕn)",867,"phi_N1",0.03609334
"Half-life targeted (ϕw)",867,"phi_N2",11998.9081
"RBC replenishment (ρ)",868,"rho",0.30632862
"Burst size (β)",868,"burst",4.77736899
"Activation indis (ψn)",868,"iota_N1",12.3550003
"Activation targeted (ψw)",868,"iota_N2",0.45377414
"Half-life indis (ϕn)",868,"phi_N1",0.01874217
"Half-life targeted (ϕw)",868,"phi_N2",61365.6107
"RBC replenishment (ρ)",869,"rho",0.19828768
"Burst size (β)",869,"burst",4.82169388
"Activation indis (ψn)",869,"iota_N1",19.6595056
"Activation targeted (ψw)",869,"iota_N2",1.99504905
"Half-life indis (ϕn)",869,"phi_N1",0.09904516
"Half-life targeted (ϕw)",869,"phi_N2",6901.52279
"RBC replenishment (ρ)",870,"rho",0.35751739
"Burst size (β)",870,"burst",6.1537246
"Activation indis (ψn)",870,"iota_N1",13.9243383
"Activation targeted (ψw)",870,"iota_N2",2.07673722
"Half-life indis (ϕn)",870,"phi_N1",0.07338678
"Half-life targeted (ϕw)",870,"phi_N2",12511.2263
"RBC replenishment (ρ)",871,"rho",0.29710355
"Burst size (β)",871,"burst",5.58145699
"Activation indis (ψn)",871,"iota_N1",9.43905103
"Activation targeted (ψw)",871,"iota_N2",0.96857281
"Half-life indis (ϕn)",871,"phi_N1",0.02582423
"Half-life targeted (ϕw)",871,"phi_N2",38987.4467
"RBC replenishment (ρ)",872,"rho",0.207592
"Burst size (β)",872,"burst",3.9555515
"Activation indis (ψn)",872,"iota_N1",11.7551973
"Activation targeted (ψw)",872,"iota_N2",0.8652406
"Half-life indis (ϕn)",872,"phi_N1",0.0483479
"Half-life targeted (ϕw)",872,"phi_N2",3400.3856
"RBC replenishment (ρ)",873,"rho",0.25466825
"Burst size (β)",873,"burst",3.8252291
"Activation indis (ψn)",873,"iota_N1",57.8269351
"Activation targeted (ψw)",873,"iota_N2",0.87741375
"Half-life indis (ϕn)",873,"phi_N1",0.01307144
"Half-life targeted (ϕw)",873,"phi_N2",870.435631
"RBC replenishment (ρ)",874,"rho",0.40011336
"Burst size (β)",874,"burst",4.87007005
"Activation indis (ψn)",874,"iota_N1",4.70239311
"Activation targeted (ψw)",874,"iota_N2",0.52705942
"Half-life indis (ϕn)",874,"phi_N1",0.05638981
"Half-life targeted (ϕw)",874,"phi_N2",1746.87689
"RBC replenishment (ρ)",875,"rho",0.25020497
"Burst size (β)",875,"burst",4.68552698
"Activation indis (ψn)",875,"iota_N1",16.5885228
"Activation targeted (ψw)",875,"iota_N2",1.70509873
"Half-life indis (ϕn)",875,"phi_N1",0.10009454
"Half-life targeted (ϕw)",875,"phi_N2",429.616839
"RBC replenishment (ρ)",876,"rho",0.40977372
"Burst size (β)",876,"burst",6.00861437
"Activation indis (ψn)",876,"iota_N1",30.0738362
"Activation targeted (ψw)",876,"iota_N2",1.90062437
"Half-life indis (ϕn)",876,"phi_N1",0.035762
"Half-life targeted (ϕw)",876,"phi_N2",438.055357
"RBC replenishment (ρ)",877,"rho",0.39073112
"Burst size (β)",877,"burst",5.37957107
"Activation indis (ψn)",877,"iota_N1",35.206059
"Activation targeted (ψw)",877,"iota_N2",1.17980794
"Half-life indis (ϕn)",877,"phi_N1",0.02644171
"Half-life targeted (ϕw)",877,"phi_N2",1357.74541
"RBC replenishment (ρ)",878,"rho",0.27616906
"Burst size (β)",878,"burst",4.02648359
"Activation indis (ψn)",878,"iota_N1",25.0946454
"Activation targeted (ψw)",878,"iota_N2",0.84324711
"Half-life indis (ϕn)",878,"phi_N1",0.02386375
"Half-life targeted (ϕw)",878,"phi_N2",803.705793
"RBC replenishment (ρ)",879,"rho",0.3181961
"Burst size (β)",879,"burst",3.9492463
"Activation indis (ψn)",879,"iota_N1",5.09289934
"Activation targeted (ψw)",879,"iota_N2",0.81710307
"Half-life indis (ϕn)",879,"phi_N1",0.08794439
"Half-life targeted (ϕw)",879,"phi_N2",254.319201
"RBC replenishment (ρ)",880,"rho",0.36255165
"Burst size (β)",880,"burst",4.73418194
"Activation indis (ψn)",880,"iota_N1",9.94375098
"Activation targeted (ψw)",880,"iota_N2",0.40282529
"Half-life indis (ϕn)",880,"phi_N1",0.01635008
"Half-life targeted (ϕw)",880,"phi_N2",276.431369
"RBC replenishment (ρ)",881,"rho",0.22289165
"Burst size (β)",881,"burst",4.57226619
"Activation indis (ψn)",881,"iota_N1",7.25087202
"Activation targeted (ψw)",881,"iota_N2",2.02871427
"Half-life indis (ϕn)",881,"phi_N1",0.31086679
"Half-life targeted (ϕw)",881,"phi_N2",357.918604
"RBC replenishment (ρ)",882,"rho",0.23356948
"Burst size (β)",882,"burst",6.00941493
"Activation indis (ψn)",882,"iota_N1",7.62910629
"Activation targeted (ψw)",882,"iota_N2",2.34551424
"Half-life indis (ϕn)",882,"phi_N1",0.0953526
"Half-life targeted (ϕw)",882,"phi_N2",73.7558048
"RBC replenishment (ρ)",883,"rho",0.23456997
"Burst size (β)",883,"burst",5.54878399
"Activation indis (ψn)",883,"iota_N1",5.08705608
"Activation targeted (ψw)",883,"iota_N2",1.20437441
"Half-life indis (ϕn)",883,"phi_N1",0.07491639
"Half-life targeted (ϕw)",883,"phi_N2",264.735877
"RBC replenishment (ρ)",884,"rho",0.29095945
"Burst size (β)",884,"burst",4.06473798
"Activation indis (ψn)",884,"iota_N1",27.3233824
"Activation targeted (ψw)",884,"iota_N2",0.81024817
"Half-life indis (ϕn)",884,"phi_N1",0.02718773
"Half-life targeted (ϕw)",884,"phi_N2",678.992336
"RBC replenishment (ρ)",885,"rho",0.35697853
"Burst size (β)",885,"burst",3.90764056
"Activation indis (ψn)",885,"iota_N1",19.4171248
"Activation targeted (ψw)",885,"iota_N2",0.7571156
"Half-life indis (ϕn)",885,"phi_N1",0.02830386
"Half-life targeted (ϕw)",885,"phi_N2",575.790467
"RBC replenishment (ρ)",886,"rho",0.31191809
"Burst size (β)",886,"burst",4.66409911
"Activation indis (ψn)",886,"iota_N1",21.9979366
"Activation targeted (ψw)",886,"iota_N2",0.47763513
"Half-life indis (ϕn)",886,"phi_N1",0.01286177
"Half-life targeted (ϕw)",886,"phi_N2",3990.96955
"RBC replenishment (ρ)",887,"rho",0.27874864
"Burst size (β)",887,"burst",4.51743169
"Activation indis (ψn)",887,"iota_N1",27.5117294
"Activation targeted (ψw)",887,"iota_N2",2.52726176
"Half-life indis (ϕn)",887,"phi_N1",0.09926275
"Half-life targeted (ϕw)",887,"phi_N2",1976.97958
"RBC replenishment (ρ)",888,"rho",0.54806609
"Burst size (β)",888,"burst",6.21231824
"Activation indis (ψn)",888,"iota_N1",24.459759
"Activation targeted (ψw)",888,"iota_N2",2.12053275
"Half-life indis (ϕn)",888,"phi_N1",0.06094715
"Half-life targeted (ϕw)",888,"phi_N2",733.646581
"RBC replenishment (ρ)",889,"rho",0.30839375
"Burst size (β)",889,"burst",5.45454955
"Activation indis (ψn)",889,"iota_N1",19.3000368
"Activation targeted (ψw)",889,"iota_N2",1.2151511
"Half-life indis (ϕn)",889,"phi_N1",0.03864211
"Half-life targeted (ϕw)",889,"phi_N2",766.248928
