"","long_label","cue_value","transmission_investment"
"365","Asexual iRBC log",2.31599429227997,8.62536644862684e-126
"366","Asexual iRBC log",2.32323630726974,8.41314065213365e-126
"367","Asexual iRBC log",2.33050096773031,8.21691640056535e-126
"368","Asexual iRBC log",2.33778834447309,8.03580633471089e-126
"369","Asexual iRBC log",2.34509850853093,7.86900227430394e-126
"370","Asexual iRBC log",2.35243153115879,7.71576923528372e-126
"371","Asexual iRBC log",2.35978748383443,7.57544005259643e-126
"372","Asexual iRBC log",2.36716643825913,7.4474105536456e-126
"373","Asexual iRBC log",2.37456846635838,7.33113523368256e-126
"374","Asexual iRBC log",2.38199364028257,7.22612338987983e-126
"375","Asexual iRBC log",2.3894420324077,7.13193567584148e-126
"376","Asexual iRBC log",2.3969137153361,7.04818104271497e-126
"377","Asexual iRBC log",2.4044087618971,6.97451403714603e-126
"378","Asexual iRBC log",2.41192724514779,6.91063242999312e-126
"379","Asexual iRBC log",2.41946923837369,6.85627515300655e-126
"380","Asexual iRBC log",2.42703481508949,6.81122052383579e-126
"381","Asexual iRBC log",2.43462404903974,6.77528474245163e-126
"382","Asexual iRBC log",2.44223701419962,6.74832064476354e-126
"383","Asexual iRBC log",2.4498737847756,6.73021670162792e-126
"384","Asexual iRBC log",2.45753443520619,6.72089625372775e-126
"385","Asexual iRBC log",2.46521904016267,6.7203169750385e-126
"386","Asexual iRBC log",2.47292767454983,6.72847055962734e-126
"387","Asexual iRBC log",2.48066041350666,6.74538262863357e-126
"388","Asexual iRBC log",2.48841733240712,6.77111285620777e-126
"389","Asexual iRBC log",2.49619850686086,6.80575531519974e-126
"390","Asexual iRBC log",2.50400401271396,6.84943904533722e-126
"391","Asexual iRBC log",2.51183392604966,6.90232884868085e-126
"392","Asexual iRBC log",2.51968832318911,6.96462631912833e-126
"393","Asexual iRBC log",2.52756728069212,7.0365711149582e-126
"394","Asexual iRBC log",2.5354708753579,7.11844248553957e-126
"395","Asexual iRBC log",2.54339918422579,7.21056106578724e-126
"396","Asexual iRBC log",2.55135228457605,7.31329095436163e-126
"397","Asexual iRBC log",2.55933025393059,7.42704209434871e-126
"398","Asexual iRBC log",2.56733317005371,7.55227297807333e-126
"399","Asexual iRBC log",2.57536111095289,7.6894937008176e-126
"400","Asexual iRBC log",2.58341415487954,7.83926939168326e-126
