"","Study","Strain","Dose","Mouse","Gametocyte","iRBC","RBC"
"1","emph2018","As6p",1e+06,1,12.51290989,12353.90693675,9734000
"2","emph2018","As6p",1e+06,1,22.5064642,91041.5342433,9034000
"3","emph2018","As6p",1e+06,1,32.9437373,317875.0415734,8945000
"4","emph2018","As6p",1e+06,1,813.675458,704275.7083651,8655000
"5","emph2018","As6p",1e+06,1,947.811401,1016266.455001,4739000
"6","emph2018","As6p",1e+06,1,2011.96055,356793.7129295,3190400
"7","emph2018","As6p",1e+06,1,573.144749,42433.376151,4127000
"8","emph2018","As6p",1e+06,1,181.650193,2168.711427,5027000
"9","emph2018","As6p",1e+06,1,322.215207,1375.207913,5496000
"10","emph2018","As6p",1e+06,1,500.56441,58.245882,5880000
"11","emph2018","As6p",1e+06,1,109.2849185,82.2832975,5870000
"12","emph2018","As6p",1e+06,1,13.28949994,159.07027606,6863000
"13","emph2018","As6p",1e+06,1,4.69410781,136.12020219,7633000
"14","emph2018","As6p",1e+06,1,3.29387358,88.42585642,7422000
"15","emph2018","As6p",1e+06,1,2.20896249,316.41075051,8139000
"16","emph2018","As6p",1e+06,1,0,324.667174,8260000
"17","emph2018","As6p",1e+06,1,0,0,8038000
"18","emph2018","As6p",1e+06,1,0,184.676246,7669000
"19","emph2018","As6p",1e+06,1,0,48.6415486,8578000
"20","emph2018","As6p",1e+06,2,17.0155317,8404.3344581,9241000
"21","emph2018","As6p",1e+06,2,48.8336457,55478.90670267,9418000
"22","emph2018","As6p",1e+06,2,279.268041,225937.4858797,7992000
"23","emph2018","As6p",1e+06,2,984.045125,358511.9427444,8024000
"24","emph2018","As6p",1e+06,2,531.752335,671959.9015641,6063000
"25","emph2018","As6p",1e+06,2,1297.480556,192241.424889,4338000
"26","emph2018","As6p",1e+06,2,498.085095,17590.281305,3901000
"27","emph2018","As6p",1e+06,2,79.83823,9994.608835,4663000
"28","emph2018","As6p",1e+06,2,297.14626,1763.38147,5401000
"29","emph2018","As6p",1e+06,2,924.571574,104.044956,6108000
"30","emph2018","As6p",1e+06,2,351.799794,828.851196,5838000
"31","emph2018","As6p",1e+06,2,88.6640198,219.6565662,6839000
"32","emph2018","As6p",1e+06,2,18.4160946,59.7389594,6302000
"33","emph2018","As6p",1e+06,2,0,0,7382000
"34","emph2018","As6p",1e+06,2,0,15.4281916,7264000
"35","emph2018","As6p",1e+06,2,0,0,7068000
"36","emph2018","As6p",1e+06,2,0,363.159997,7927000
"37","emph2018","As6p",1e+06,2,0,0,6621000
"38","emph2018","As6p",1e+06,2,0,0,6959000
"39","emph2018","As6p",1e+06,3,5.048657,1175.129980673,10030000
"40","emph2018","As6p",1e+06,3,13.97230472,7835.007514622,9274000
"41","emph2018","As6p",1e+06,3,12.00641513,60287.80528485,8350000
"42","emph2018","As6p",1e+06,3,359.057685,266035.1267175,9552000
"43","emph2018","As6p",1e+06,3,1265.200875,579264.9226819,6743000
"44","emph2018","As6p",1e+06,3,777.560341,765986.1134468,5043000
"45","emph2018","As6p",1e+06,3,661.606994,148947.245006,3980000
"46","emph2018","As6p",1e+06,3,307.083526,76132.683619,3881000
"47","emph2018","As6p",1e+06,3,179.86823,3090.81406,4158000
"48","emph2018","As6p",1e+06,3,94.2848484,244.3781066,6385000
"49","emph2018","As6p",1e+06,3,131.1611937,22.0912093,6974000
"50","emph2018","As6p",1e+06,3,66.084105,39.03414,7610000
"51","emph2018","As6p",1e+06,3,40.8288164,148.4257076,7562000
"52","emph2018","As6p",1e+06,3,17.388072,376.412356,8250000
"53","emph2018","As6p",1e+06,3,5.92510557,396.62475543,8664000
"54","emph2018","As6p",1e+06,3,3.96380307,561.52090793,8688000
"55","emph2018","As6p",1e+06,3,3.27882621,36.12285749,8274000
"56","emph2018","As6p",1e+06,3,0,223.885103,8060000
"57","emph2018","As6p",1e+06,3,8.13641162,113.31928538,7729000
"58","emph2018","As6p",1e+06,4,66.7252973,28276.54767577,8608000
"59","emph2018","As6p",1e+06,4,107.3274743,197554.0416309,8634000
"60","emph2018","As6p",1e+06,4,819.228552,778743.9908286,8554000
"61","emph2018","As6p",1e+06,4,2716.74335,4048595.168714,6320000
"62","emph2018","As6p",1e+06,4,165.866888,1476483.783207,3432000
"63","emph2018","As6p",1e+06,4,1992.06887,849627.671786,2500000
"64","emph2018","As6p",1e+06,4,811.22901,107884.90199,2187000
"65","emph2018","As6p",1e+06,4,142.965734,76903.263366,2633000
"66","emph2018","As6p",1e+06,4,212.846692,45183.480508,3942000
"67","emph2018","As6p",1e+06,4,2904.89978,25597.42172,5037000
"68","emph2018","As6p",1e+06,4,5161.21933,39952.12027,4190000
"69","emph2018","As6p",1e+06,4,3740.36463,32061.33537,5460000
"70","emph2018","As6p",1e+06,4,1051.761148,13977.644052,5161000
"71","emph2018","As6p",1e+06,4,328.359907,2789.522783,5902000
"72","emph2018","As6p",1e+06,4,69.6989034,603.9440566,6142000
"73","emph2018","As6p",1e+06,4,3.45114932,224.87290768,6047000
"74","emph2018","As6p",1e+06,4,5.7208586,227.1563524,7265000
"75","emph2018","As6p",1e+06,4,0,27.4541368,6517000
"76","emph2018","As6p",1e+06,4,0,0,6921000
"77","emph2018","As6p",1e+06,5,0,7027.926520077,9671000
"78","emph2018","As6p",1e+06,5,107.6535721,49982.78866206,9914000
"79","emph2018","As6p",1e+06,5,349.351917,186835.9095947,9541000
"80","emph2018","As6p",1e+06,5,1403.160822,393633.0928702,8755000
"81","emph2018","As6p",1e+06,5,132.5701877,624721.7258602,6341000
"82","emph2018","As6p",1e+06,5,376.388597,238715.9830767,3397600
"83","emph2018","As6p",1e+06,5,213.6355,13205.6068,3556000
"84","emph2018","As6p",1e+06,5,44.3285803,6826.7313997,3695000
"85","emph2018","As6p",1e+06,5,15.3065906,307.5710694,6154000
"86","emph2018","As6p",1e+06,5,63.2916961,98.1488469,6751000
"87","emph2018","As6p",1e+06,5,105.8994746,1.12819440000001,6613000
"88","emph2018","As6p",1e+06,5,27.1379961,331.8205829,6621000
"89","emph2018","As6p",1e+06,5,22.2472436,514.7656944,7827000
"90","emph2018","As6p",1e+06,5,6.26483603,569.88558397,8400000
"91","emph2018","As6p",1e+06,5,18.5286998,919.6528502,8190000
"92","emph2018","As6p",1e+06,5,10.4841443,469.1667047,7355000
"93","emph2018","As6p",1e+06,5,4.25463315,16.69872575,7540000
"94","emph2018","As6p",1e+06,5,0,31.2387248,7946000
"95","emph2018","As6p",1e+06,5,3.08871205,0,7744000
"96","emph2018","As6p",1e+05,1,0,811.981289522,9486000
"97","emph2018","As6p",1e+05,1,3.27921204,5453.101684484,9207000
"98","emph2018","As6p",1e+05,1,12.67231484,22131.77166372,9298000
"99","emph2018","As6p",1e+05,1,90.7880854,52488.50863258,8594000
"100","emph2018","As6p",1e+05,1,196.077377,263546.1020364,8274000
"101","emph2018","As6p",1e+05,1,1013.176719,646886.1281997,6695000
"102","emph2018","As6p",1e+05,1,979.580929,170508.278071,4978000
"103","emph2018","As6p",1e+05,1,384.755392,63204.659608,4398000
"104","emph2018","As6p",1e+05,1,116.5911097,9595.7191903,5201000
"105","emph2018","As6p",1e+05,1,174.256547,1873.435103,4458000
"106","emph2018","As6p",1e+05,1,372.690345,299.485145,6901000
"107","emph2018","As6p",1e+05,1,161.754226,1007.550994,6932000
"108","emph2018","As6p",1e+05,1,54.5022029,482.5107351,7358000
"109","emph2018","As6p",1e+05,1,9.86677343,116.98887057,7711000
"110","emph2018","As6p",1e+05,1,5.85274101,2.27852739,7890000
"111","emph2018","As6p",1e+05,1,0,19.3128188,9494000
"112","emph2018","As6p",1e+05,1,0,0,7437000
"113","emph2018","As6p",1e+05,1,0,0,8421000
"114","emph2018","As6p",1e+05,1,0,0,8077000
"115","emph2018","As6p",1e+05,2,0,3336.24979175,9682000
"116","emph2018","As6p",1e+05,2,63.340425,18410.0553291,8221000
"117","emph2018","As6p",1e+05,2,217.753878,101135.4511357,9082000
"118","emph2018","As6p",1e+05,2,1162.04851,453955.8354525,7932000
"119","emph2018","As6p",1e+05,2,1748.3815,1252042.210341,6778000
"120","emph2018","As6p",1e+05,2,7852.58364,1744558.64718,4347000
"121","emph2018","As6p",1e+05,2,2208.10509,387089.41691,2459000
"122","emph2018","As6p",1e+05,2,990.131236,85458.697764,2510000
"123","emph2018","As6p",1e+05,2,216.196268,16051.251132,4342000
"124","emph2018","As6p",1e+05,2,596.787554,5081.339226,4883000
"125","emph2018","As6p",1e+05,2,723.944261,2719.756739,5204000
"126","emph2018","As6p",1e+05,2,491.688891,311.365509,4850000
"127","emph2018","As6p",1e+05,2,176.407192,0,6209000
"128","emph2018","As6p",1e+05,2,25.6325446,96.2045804,6494000
"129","emph2018","As6p",1e+05,2,7.2771825,36.4429171,6621000
"130","emph2018","As6p",1e+05,2,0,57.827454,7262000
"131","emph2018","As6p",1e+05,2,0,27.2643364,7462000
"132","emph2018","As6p",1e+05,2,0,5.7856575,8053000
"133","emph2018","As6p",1e+05,2,0,12.9920201,7934000
"134","emph2018","As6p",1e+05,3,0,2613.879888387,9952000
"135","emph2018","As6p",1e+05,3,11.49471881,9938.3391962,9913000
"136","emph2018","As6p",1e+05,3,58.4999733,31049.02488908,8748000
"137","emph2018","As6p",1e+05,3,63.6503751,74751.05320236,8399000
"138","emph2018","As6p",1e+05,3,327.735434,171337.1868403,7903000
"139","emph2018","As6p",1e+05,3,705.981731,349133.6974628,7624000
"140","emph2018","As6p",1e+05,3,339.418938,122158.924062,5991000
"141","emph2018","As6p",1e+05,3,135.1792559,97938.6387441,4785000
"142","emph2018","As6p",1e+05,3,264.840857,14896.465343,4820000
"143","emph2018","As6p",1e+05,3,1227.489565,7748.116535,7668000
"144","emph2018","As6p",1e+05,3,1307.147741,863.617249,6942000
"145","emph2018","As6p",1e+05,3,497.039067,0,7422000
"146","emph2018","As6p",1e+05,3,154.790709,47.105755,6449000
"147","emph2018","As6p",1e+05,3,85.5493714,167.6143276,7141000
"148","emph2018","As6p",1e+05,3,20.4965757,0.4523294,6743000
"149","emph2018","As6p",1e+05,3,0,31.5581993,7282000
"150","emph2018","As6p",1e+05,3,0,0,7086000
"151","emph2018","As6p",1e+05,3,0,0,7800000
"152","emph2018","As6p",1e+05,3,0,0,7226000
"153","emph2018","As6p",1e+05,4,0,862.116080207,9930000
"154","emph2018","As6p",1e+05,4,0,3908.676611689,9814000
"155","emph2018","As6p",1e+05,4,13.41295125,14894.05982956,9714000
"156","emph2018","As6p",1e+05,4,68.9385325,36040.33086303,8824000
"157","emph2018","As6p",1e+05,4,101.6809237,204617.4042358,7886000
"158","emph2018","As6p",1e+05,4,1185.2126,323968.2413306,7391000
"159","emph2018","As6p",1e+05,4,192.024733,159464.714267,5524000
"160","emph2018","As6p",1e+05,4,124.2189688,43013.5177312,4553000
"161","emph2018","As6p",1e+05,4,73.8685825,14397.8409175,5271000
"162","emph2018","As6p",1e+05,4,450.799485,6278.492615,6198000
"163","emph2018","As6p",1e+05,4,1031.76658,1155.02067,6651000
"164","emph2018","As6p",1e+05,4,677.140224,481.173246,7163000
"165","emph2018","As6p",1e+05,4,237.172559,0,6826000
"166","emph2018","As6p",1e+05,4,53.7188251,182.8853029,7123000
"167","emph2018","As6p",1e+05,4,12.53655984,15.84807856,7010000
"168","emph2018","As6p",1e+05,4,0,13.524706,9455000
"169","emph2018","As6p",1e+05,4,0,0,7212000
"170","emph2018","As6p",1e+05,4,0,0,7343000
"171","emph2018","As6p",1e+05,4,0,0,8077000
"172","emph2018","As6p",1e+05,5,2.94861289,1159.264046523,9493000
"173","emph2018","As6p",1e+05,5,25.7361471,5201.101052412,9460000
"174","emph2018","As6p",1e+05,5,29.6047359,34350.31786036,8126000
"175","emph2018","As6p",1e+05,5,85.4530568,120274.4621107,8257000
"176","emph2018","As6p",1e+05,5,728.176959,389737.2728948,7363000
"177","emph2018","As6p",1e+05,5,1033.650002,664961.1177047,5324000
"178","emph2018","As6p",1e+05,5,773.479117,219301.911883,4586000
"179","emph2018","As6p",1e+05,5,717.317988,58233.293012,3998000
"180","emph2018","As6p",1e+05,5,469.689436,19005.750164,4987000
"181","emph2018","As6p",1e+05,5,1425.343189,2158.001571,6079000
"182","emph2018","As6p",1e+05,5,1086.019994,0,6849000
"183","emph2018","As6p",1e+05,5,556.661234,0,7224000
"184","emph2018","As6p",1e+05,5,90.3273758,519.7461542,6547000
"185","emph2018","As6p",1e+05,5,28.0419815,134.8340555,6859000
"186","emph2018","As6p",1e+05,5,2.32396841,35.07710259,8082000
"187","emph2018","As6p",1e+05,5,0,46.7196197,7529000
"188","emph2018","As6p",1e+05,5,0,12.3649479,7130000
"189","emph2018","As6p",1e+05,5,0,11.9961961,7213000
"190","emph2018","As6p",1e+05,5,0,0,7434000
"191","emph2018","As6p",1000,1,0,0,8117000
"192","emph2018","As6p",1000,1,0,0,9264000
"193","emph2018","As6p",1000,1,0,6.387447487891,9223000
"194","emph2018","As6p",1000,1,0,118.9906162839,9158000
"195","emph2018","As6p",1000,1,0,370.3273686366,8426000
"196","emph2018","As6p",1000,1,0,2455.034743663,9121000
"197","emph2018","As6p",1000,1,32.5660526,181979.7885655,8865000
"198","emph2018","As6p",1000,1,140.6353208,42017.8934792,9005000
"199","emph2018","As6p",1000,1,791.497378,111834.826622,8626000
"200","emph2018","As6p",1000,1,1209.472733,594531.957267,7377000
"201","emph2018","As6p",1000,1,478.732148,701411.597852,5536000
"202","emph2018","As6p",1000,1,165.311007,237941.688993,4081000
"203","emph2018","As6p",1000,1,178.156288,667.220632,2630000
"204","emph2018","As6p",1000,1,90.5227201,7355.9453799,3343000
"205","emph2018","As6p",1000,1,17.1075593,892.9579507,4659000
"206","emph2018","As6p",1000,1,55.6143936,181.0491184,6211000
"207","emph2018","As6p",1000,1,70.0635842,214.5650698,6686000
"208","emph2018","As6p",1000,1,29.577442,125.972665,7329000
"209","emph2018","As6p",1000,1,39.9129703,1221.6258797,8038000
"210","emph2018","As6p",1000,2,0,13.53963059815,8639000
"211","emph2018","As6p",1000,2,0,108.0289417104,8638000
"212","emph2018","As6p",1000,2,0,533.7554563735,9744000
"213","emph2018","As6p",1000,2,0,2366.475419294,9610000
"214","emph2018","As6p",1000,2,10.88446436,12371.2353813,7931000
"215","emph2018","As6p",1000,2,189.97126,69076.64400398,9440000
"216","emph2018","As6p",1000,2,483.935137,209341.6960955,9018000
"217","emph2018","As6p",1000,2,496.030193,177698.794807,6371000
"218","emph2018","As6p",1000,2,471.422813,174117.537187,5296000
"219","emph2018","As6p",1000,2,452.422829,73753.595171,4589000
"220","emph2018","As6p",1000,2,1284.908214,16156.229686,4660000
"221","emph2018","As6p",1000,2,1125.213177,3496.797713,5463000
"222","emph2018","As6p",1000,2,919.345721,0,6655000
"223","emph2018","As6p",1000,2,696.493171,213.047019,6798000
"224","emph2018","As6p",1000,2,260.373803,0,7027000
"225","emph2018","As6p",1000,2,101.7182206,0,6705000
"226","emph2018","As6p",1000,2,7.22565276,24.49048514,7042000
"227","emph2018","As6p",1000,2,2.31876685,0,7389000
"228","emph2018","As6p",1000,2,0,0,8243000
"229","emph2018","As6p",1000,3,0,13.22514505077,9365000
"230","emph2018","As6p",1000,3,0,42.97308236915,9573000
"231","emph2018","As6p",1000,3,0,350.6934678003,9066000
"232","emph2018","As6p",1000,3,0,1537.798718443,8878000
"233","emph2018","As6p",1000,3,0,10289.48801752,8980000
"234","emph2018","As6p",1000,3,164.909458,55755.57364936,9018000
"235","emph2018","As6p",1000,3,588.139246,178344.9114406,9587000
"236","emph2018","As6p",1000,3,969.212105,238778.841895,7428000
"237","emph2018","As6p",1000,3,490.680017,274304.211983,5250000
"238","emph2018","As6p",1000,3,64.5569327,195379.0360673,4355000
"239","emph2018","As6p",1000,3,986.001426,52450.348374,3459000
"240","emph2018","As6p",1000,3,665.976876,3112.741244,5644000
"241","emph2018","As6p",1000,3,268.712018,2201.765162,6992000
"242","emph2018","As6p",1000,3,181.49729,0,7392000
"243","emph2018","As6p",1000,3,96.0195115,0,6596000
"244","emph2018","As6p",1000,3,21.4074203,0,8797000
"245","emph2018","As6p",1000,3,5.64500728,0,8539000
"246","emph2018","As6p",1000,3,0,0,7389000
"247","emph2018","As6p",1000,3,0,0,7493000
"248","emph2018","As6p",1000,4,0,44.32668125373,9855000
"249","emph2018","As6p",1000,4,0,241.6982477997,9796000
"250","emph2018","As6p",1000,4,0,1299.336774565,9168000
"251","emph2018","As6p",1000,4,12.91534487,10797.3432587,7618000
"252","emph2018","As6p",1000,4,10.87237502,35669.722305,9289000
"253","emph2018","As6p",1000,4,406.140377,125502.9960936,8923000
"254","emph2018","As6p",1000,4,751.936942,360161.906509,7600000
"255","emph2018","As6p",1000,4,674.65948,210066.02352,5785000
"256","emph2018","As6p",1000,4,642.695608,18700.900092,5094000
"257","emph2018","As6p",1000,4,387.694845,14526.710955,4831000
"258","emph2018","As6p",1000,4,293.199362,5992.882538,5627000
"259","emph2018","As6p",1000,4,283.162066,1453.848484,7338000
"260","emph2018","As6p",1000,4,335.493475,78362.581525,7510000
"261","emph2018","As6p",1000,4,274.15365,136.157814,7323000
"262","emph2018","As6p",1000,4,81.5866115,448.2585635,7985000
"263","emph2018","As6p",1000,4,35.889335,0,7783000
"264","emph2018","As6p",1000,4,11.2182216,14.3219803,7931000
"265","emph2018","As6p",1000,4,5.78079086,9.61051414,8185000
"266","emph2018","As6p",1000,4,0,10.6693634,8040000
"267","emph2018","As6p",1000,5,0,5.315315596051,8995000
"268","emph2018","As6p",1000,5,0,42.99752257381,9677000
"269","emph2018","As6p",1000,5,0,212.4614506556,8743000
"270","emph2018","As6p",1000,5,0,1428.157694359,9211000
"271","emph2018","As6p",1000,5,0,5309.18935932,7411000
"272","emph2018","As6p",1000,5,6.3783415,19957.62711337,9239000
"273","emph2018","As6p",1000,5,129.733194,92281.755883,7641000
"274","emph2018","As6p",1000,5,151.086741,120063.256259,7800000
"275","emph2018","As6p",1000,5,944.15459,12217.22411,5574000
"276","emph2018","As6p",1000,5,517.881032,117773.333968,5401000
"277","emph2018","As6p",1000,5,304.286973,48248.242727,5366000
"278","emph2018","As6p",1000,5,519.051383,4771.394947,5e+06
"279","emph2018","As6p",1000,5,244.839144,0,6610000
"280","emph2018","As6p",1000,5,149.810644,83.349783,6864000
"281","emph2018","As6p",1000,5,48.9812614,7.0203059,7753000
"282","emph2018","As6p",1000,5,16.0130882,3.5393793,7657000
"283","emph2018","As6p",1000,5,0,0,7657000
"284","emph2018","As6p",1000,5,0,0,7867000
"285","emph2018","As6p",1000,5,0,0,8425000
"286","emph2018","As6p",10,1,0,0,10120000
"287","emph2018","As6p",10,1,0,0,8941000
"288","emph2018","As6p",10,1,0,18.0355761938,8167000
"289","emph2018","As6p",10,1,0,76.85546066657,8210000
"290","emph2018","As6p",10,1,0,520.7471169793,8034000
"291","emph2018","As6p",10,1,0,3426.629992294,7519000
"292","emph2018","As6p",10,1,43.6475189,11783.6467811,7408000
"293","emph2018","As6p",10,1,229.474536,44045.6306078864,7954000
"294","emph2018","As6p",10,1,959.354863,164769.099788504,7718000
"295","emph2018","As6p",10,1,2737.52101,617608.29899,6568000
"296","emph2018","As6p",10,1,1844.58178,1034434.76822,4722000
"297","emph2018","As6p",10,1,2248.74585,242774.77715,3626000
"298","emph2018","As6p",10,1,1279.285099,28122.018801,2986000
"299","emph2018","As6p",10,1,705.441569,6848.774231,4188000
"300","emph2018","As6p",10,1,238.298611,1596.461429,5811000
"301","emph2018","As6p",10,1,247.564247,617.780543,5959000
"302","emph2018","As6p",10,1,238.734456,237.134089,6317000
"303","emph2018","As6p",10,1,124.5755043,453.7903957,7653000
"304","emph2018","As6p",10,1,67.613135,632.073135,7758000
"305","emph2018","As6p",10,2,0,0,9583000
"306","emph2018","As6p",10,2,0,5.128307566487,9331000
"307","emph2018","As6p",10,2,0,2.172418575737,8833000
"308","emph2018","As6p",10,2,0,20.54862809879,9352000
"309","emph2018","As6p",10,2,0,130.026744461,9273000
"310","emph2018","As6p",10,2,2.56098235,810.350977217,9194000
"311","emph2018","As6p",10,2,0,13603.2185,9154000
"312","emph2018","As6p",10,2,25.8656145,19150.0273855,8343000
"313","emph2018","As6p",10,2,117.3634842,50503.3853158,9096000
"314","emph2018","As6p",10,2,866.226933,225290.885067,8168000
"315","emph2018","As6p",10,2,1264.12198,558102.32402,6649000
"316","emph2018","As6p",10,2,933.901515,612063.148485,5298000
"317","emph2018","As6p",10,2,1500.63577,277150.79023,3924000
"318","emph2018","As6p",10,2,1066.452697,91691.355303,3108000
"319","emph2018","As6p",10,2,220.317504,18719.352796,5633000
"320","emph2018","As6p",10,2,380.395513,7588.594687,5913000
"321","emph2018","As6p",10,2,1036.01071,1154.93913,4777000
"322","emph2018","As6p",10,2,578.686411,731.530189,6513000
"323","emph2018","As6p",10,2,174.648093,119.2359,7464000
"324","emph2018","As6p",10,3,0,0,9727000
"325","emph2018","As6p",10,3,0,0,9434000
"326","emph2018","As6p",10,3,0,0,9150000
"327","emph2018","As6p",10,3,0,27.91734980378,9204000
"328","emph2018","As6p",10,3,0,131.2333784063,8036000
"329","emph2018","As6p",10,3,0,849.110977926,8803000
"330","emph2018","As6p",10,3,0,4644.04007,9080000
"331","emph2018","As6p",10,3,30.8381058,19793.2540942,8444000
"332","emph2018","As6p",10,3,99.6916128,105501.0483872,8779000
"333","emph2018","As6p",10,3,457.953059,243345.342941,8110000
"334","emph2018","As6p",10,3,677.541773,550886.760227,6593000
"335","emph2018","As6p",10,3,436.349437,294666.728563,5933000
"336","emph2018","As6p",10,3,397.915053,71787.904947,4313000
"337","emph2018","As6p",10,3,226.742288,16490.025012,4905000
"338","emph2018","As6p",10,3,70.3758207,6236.4904793,5809000
"339","emph2018","As6p",10,3,187.257589,1388.257031,7221000
"340","emph2018","As6p",10,3,363.143196,21.765049,7259000
"341","emph2018","As6p",10,3,209.212745,219.583131,7079000
"342","emph2018","As6p",10,3,92.4318641,104.8457809,7241000
"343","emph2018","As6p",10,4,0,0,9354000
"344","emph2018","As6p",10,4,0,0,9612000
"345","emph2018","As6p",10,4,0,37.67392806075,9478000
"346","emph2018","As6p",10,4,0,77.85216782085,8261000
"347","emph2018","As6p",10,4,0,428.7483598353,9171000
"348","emph2018","As6p",10,4,0,3857.959140628,7142000
"349","emph2018","As6p",10,4,43.944608,10303.146392,8917000
"350","emph2018","As6p",10,4,208.156714,56708.380986,7376000
"351","emph2018","As6p",10,4,335.066204,257325.257796,8788000
"352","emph2018","As6p",10,4,1499.46399,554043.56601,7262000
"353","emph2018","As6p",10,4,3303.74797,707654.06203,5837000
"354","emph2018","As6p",10,4,3041.42644,192454.12756,4483000
"355","emph2018","As6p",10,4,1893.2821,15942.3597,4588000
"356","emph2018","As6p",10,4,710.891775,4128.675825,5253000
"357","emph2018","As6p",10,4,243.440153,981.640347,6494000
"358","emph2018","As6p",10,4,94.1566671,349.2448179,5185000
"359","emph2018","As6p",10,4,93.0780579,125.3174511,4999000
"360","emph2018","As6p",10,4,17.7686147,247.9410963,7470000
"361","emph2018","As6p",10,4,7.82424657,160.43746243,8055000
"362","emph2018","As6p",10,5,0,0,9495000
"363","emph2018","As6p",10,5,0,0,9192000
"364","emph2018","As6p",10,5,0,25.77203395831,9206000
"365","emph2018","As6p",10,5,0,83.0230515187,8187000
"366","emph2018","As6p",10,5,2.27784029,413.0211234776,8222000
"367","emph2018","As6p",10,5,0,3800.411360715,6587000
"368","emph2018","As6p",10,5,26.3976312,8374.4969688,8601000
"369","emph2018","As6p",10,5,147.035526,59063.380474,7268000
"370","emph2018","As6p",10,5,512.02499,290816.74301,7270000
"371","emph2018","As6p",10,5,903.54241,327332.95259,6093000
"372","emph2018","As6p",10,5,1074.155007,255684.559993,4904000
"373","emph2018","As6p",10,5,350.509407,62570.264593,4031000
"374","emph2018","As6p",10,5,227.406773,5318.128097,3458000
"375","emph2018","As6p",10,5,84.7234094,799.9440206,5010000
"376","emph2018","As6p",10,5,18.7877775,175.9826065,6968000
"377","emph2018","As6p",10,5,24.4629081,0,7972000
"378","emph2018","As6p",10,5,22.9827499,0,5085000
"379","emph2018","As6p",10,5,6.43262921,1.45487929,8247000
"380","emph2018","As6p",10,5,0,7.4888363,8474000
"381","emph2018","As6p",10,1,0,0,9628000
"382","emph2018","As6p",10,1,0,5.00223010013,9458000
"383","emph2018","As6p",10,1,0,0,8464000
"384","emph2018","As6p",10,1,0,4.85914969669,8768000
"385","emph2018","As6p",10,1,0,68.34241944538,7996000
"386","emph2018","As6p",10,1,0,206.1369407411,7980000
"387","emph2018","As6p",10,1,0,871.382316742,8945000
"388","emph2018","As6p",10,1,19.8818199,2761.2422001,9359000
"389","emph2018","As6p",10,1,76.6549896,24063.8546104,9168000
"390","emph2018","As6p",10,1,411.186176,209784.191824,8790000
"391","emph2018","As6p",10,1,1422.793853,396110.832147,7870000
"392","emph2018","As6p",10,1,498.183696,316406.816304,5045000
"393","emph2018","As6p",10,1,962.308606,116345.644394,5011000
"394","emph2018","As6p",10,1,995.538572,47175.962828,4825000
"395","emph2018","As6p",10,1,266.076942,6018.063558,5670000
"396","emph2018","As6p",10,1,106.8446152,1494.1765748,7092000
"397","emph2018","As6p",10,1,94.2737022,377.1433268,7288000
"398","emph2018","As6p",10,1,113.2355319,154.2037381,7166000
"399","emph2018","As6p",10,1,42.0118855,76.0806215,8600000
"400","emph2018","As6p",10,2,0,0,8242000
"401","emph2018","As6p",10,2,0,0,9470000
"402","emph2018","As6p",10,2,0,0,8830000
"403","emph2018","As6p",10,2,0,0,7873000
"404","emph2018","As6p",10,2,0,6.681247881923,7066000
"405","emph2018","As6p",10,2,0,18.78707202318,8531000
"406","emph2018","As6p",10,2,0,119.1476162741,7304000
"407","emph2018","As6p",10,2,0,407.609492,7486000
"408","emph2018","As6p",10,2,11.77534583,2727.32307417,7349000
"409","emph2018","As6p",10,2,40.2074872,40426.2199128,8382000
"410","emph2018","As6p",10,2,276.092803,128472.416197,7714000
"411","emph2018","As6p",10,2,1009.239824,347300.760176,7006000
"412","emph2018","As6p",10,2,1088.123482,532944.765518,5396000
"413","emph2018","As6p",10,2,1377.82751,437992.39749,3804000
"414","emph2018","As6p",10,2,1629.86024,223949.97076,3336000
"415","emph2018","As6p",10,2,1617.44223,32923.77527,3914000
"416","emph2018","As6p",10,2,215.490342,2125.952258,4783000
"417","emph2018","As6p",10,2,344.527613,0,6380000
"418","emph2018","As6p",10,2,169.310778,0,5332000
"419","emph2018","As6p",10,3,0,0,9137000
"420","emph2018","As6p",10,3,0,6.074977043478,8762000
"421","emph2018","As6p",10,3,0,5.342175542828,8873000
"422","emph2018","As6p",10,3,0,39.19593775956,7976000
"423","emph2018","As6p",10,3,0,352.8744728188,8587000
"424","emph2018","As6p",10,3,0,1532.263254871,8453000
"425","emph2018","As6p",10,3,14.6293875,5837.464319375,9085000
"426","emph2018","As6p",10,3,40.3033731,10878.7583269,8582000
"427","emph2018","As6p",10,3,378.143409,52801.256391,7956000
"428","emph2018","As6p",10,3,1387.323215,423619.967785,8681000
"429","emph2018","As6p",10,3,670.475368,612532.134632,5541000
"430","emph2018","As6p",10,3,1043.704446,248483.295554,5005000
"431","emph2018","As6p",10,3,845.807952,93497.667048,4041000
"432","emph2018","As6p",10,3,577.328861,36463.612439,4734000
"433","emph2018","As6p",10,3,394.709806,3979.429984,5222000
"434","emph2018","As6p",10,3,449.174712,1681.443268,6706000
"435","emph2018","As6p",10,3,307.360752,168.800145,6314000
"436","emph2018","As6p",10,3,161.681347,45.686439,6836000
"437","emph2018","As6p",10,3,16.4202103,92.8337877,7571000
"438","emph2018","As6p",10,4,0,0,9574000
"439","emph2018","As6p",10,4,0,3.939040733505,10140000
"440","emph2018","As6p",10,4,0,0,9041000
