"X","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
1,"I1+I2_log","G-i_log",-0.178665708655775,356.4903,-465.0749,-322.0964,-367.33,1.76218,-4.329083,2.546559,-6.721427,533.686319956333,-703.83151591068,-478.669416586495,-551.002860628634
1,"I1+I2_log","G-i_none",0.484095133897163,356.4903,-465.0749,-322.0964,-367.33,1.353023,-165.8444,60.96032,-7.602019,4.6064603906603,10.7418234417501,-14.6267169192864,0.0798989560157045
1,"I1+I2_log","G1+G2_none",0.640632422008664,356.4903,-465.0749,-322.0964,-367.33,1,-20.67279,324.78499,-4999.96816,355.061406845719,-470.317888575457,-316.648710624461,-367.51205578468
1,"I1+I2_log","I-i_log",0.0100839598215345,356.4903,-465.0749,-322.0964,-367.33,296.297,-407.8744,-253.256,-312.6993,558.555055286152,-731.906830890359,-503.947932848528,-575.41325495539
1,"I1+I2_log","I-i_none",0.225511949724575,356.4903,-465.0749,-322.0964,-367.33,1.958208,-69.747557,1519.003656,-253.527388,260.509250822093,-381.856952950429,-207.215935478939,-282.313600562396
1,"I1+I2_log","I-i+Ig-i_log",-0.0730148036366787,356.4903,-465.0749,-322.0964,-367.33,303.4573,-419.5405,-257.9821,-320.6268,356.667638427018,-464.864277416476,-322.471558710874,-367.388482008674
1,"I1+I2_log","I-i+Ig-i_none",0.126970598913128,356.4903,-465.0749,-322.0964,-367.33,1.738925,-32.23447,294.1821,16.1966,356.432369649794,-465.294024159817,-322.277684421025,-366.946481667738
1,"I1+I2_log","I1+I2_none",0.747587911225556,356.4903,-465.0749,-322.0964,-367.33,0.9999997,-9.1495804,-71.9937848,4998.243879,355.584676599985,-466.725694041204,-319.705178191653,-367.097298417015
1,"I1+I2_log","Ig-i_log",-0.157885776407282,356.4903,-465.0749,-322.0964,-367.33,2.188023,-5.185792,3.701277,-8.106463,534.136215815846,-703.382855773755,-479.816159283557,-551.11516088654
1,"I1+I2_log","Ig-i_none",0.577226419010894,356.4903,-465.0749,-322.0964,-367.33,1.178482,-108.3889,2.022846,0.4681743,354.425338009115,-471.720862160836,-315.875031680672,-366.556040422003
1,"I1+I2_log","Ig1+Ig2_none",0.75575090629352,356.4903,-465.0749,-322.0964,-367.33,1,-31.28019,341.47294,-4999.99774,357.647096686561,-461.360922401929,-329.585082456268,-364.595802022907
1,"I1+I2_log","R_log",-0.0385259935459783,356.4903,-465.0749,-322.0964,-367.33,-1708.033,2029.536,1652.683,1716.579,354.516552407411,-471.354199536555,-315.133283550745,-367.342270167286
1,"I1+I2_log","R_none",-0.0987892084939492,356.4903,-465.0749,-322.0964,-367.33,-85.83515,132.203,63.44411,95.46252,355.341122554402,-468.772978702007,-317.773665521081,-367.525786868994
1,"I1+I2_log","sum_log",-0.0717667071188566,356.4903,-465.0749,-322.0964,-367.33,366.9224,-475.8806,-333.6755,-376.6502,357.136715651343,-463.341378362615,-324.317573969329,-367.272971621984
1,"I1+I2_log","sum_none",0.126543053015423,356.4903,-465.0749,-322.0964,-367.33,1.832057,-16.921,61.96135,1.122217,379.32245547705,-496.941036032708,-342.171496741108,-390.850455323125
1,"I1+I2_none","G-i_log",-0.29648521452985,0.9999997,-9.1495804,-71.9937848,4998.243879,1.76218,-4.329083,2.546559,-6.721427,1.9540528336263,-27.9453627149995,218.13768216644,9.92903408574937
1,"I1+I2_none","G-i_none",0.25584371756523,0.9999997,-9.1495804,-71.9937848,4998.243879,1.353023,-165.8444,60.96032,-7.602019,1.61699059932244,-38.9671741357632,475.446378919447,15.9901969104676
1,"I1+I2_none","G1+G2_none",0.401477137703902,0.9999997,-9.1495804,-71.9937848,4998.243879,1,-20.67279,324.78499,-4999.96816,1.94529856016171,-25.5116195674875,170.887706002102,4.93909958919654
1,"I1+I2_none","I-i_log",-0.0956091406045871,0.9999997,-9.1495804,-71.9937848,4998.243879,296.297,-407.8744,-253.256,-312.6993,1.94665628010827,-30.2700931733656,268.571226649806,13.6955484006641
1,"I1+I2_none","I-i_none",-0.0961441847243596,0.9999997,-9.1495804,-71.9937848,4998.243879,1.958208,-69.747557,1519.003656,-253.527388,0.795202390798896,-9.75078865462032,-0.211621896196072,0.479766208643113
1,"I1+I2_none","I-i+Ig-i_log",-0.198811865389241,0.9999997,-9.1495804,-71.9937848,4998.243879,303.4573,-419.5405,-257.9821,-320.6268,1.92029566181553,-30.1369362992304,261.717776889125,10.7060596973959
1,"I1+I2_none","I-i+Ig-i_none",0.00929099440067382,0.9999997,-9.1495804,-71.9937848,4998.243879,1.738925,-32.23447,294.1821,16.1966,1.90948321244196,-32.4510490583627,299.791818783718,9.29693475289188
1,"I1+I2_none","I1+I2_log",-0.0996986446532229,0.9999997,-9.1495804,-71.9937848,4998.243879,356.4903,-465.0749,-322.0964,-367.33,1.96931858622607,-33.9009408866088,329.93053403102,11.7584984898376
1,"I1+I2_none","Ig-i_log",-0.284430974904724,0.9999997,-9.1495804,-71.9937848,4998.243879,2.188023,-5.185792,3.701277,-8.106463,1.91883801260935,-27.7365446740951,218.191929611268,8.12951373638532
