id,rho,burst,iota_N1,iota_N2,phi_N1,phi_N2
4209,0.36089933,3.994837,17.4740751,0.8042886,0.01631099,126.172026
4210,0.36213852,4.79853723,22.3276299,0.52066176,0.00595748,38.4338859
4211,0.18420132,4.61707839,78.7700282,2.25952703,0.02304295,100.072049
4212,0.38274326,6.11024974,53.4680032,2.11401693,0.0147662,154.812295
4213,0.23841794,5.7007038,25.9587566,1.42333915,0.0178094,40.2828019
4214,0.3037268,4.09166691,7.4190786,0.83906372,0.09912845,5205.93184
4215,0.3309577,3.88679589,4.35942816,0.66899352,0.10686648,91734.4415
4216,0.38166872,4.65315426,6.39363373,0.57494865,0.05969716,5328.7067
4217,0.30196425,4.50052451,15.0573885,1.4938473,0.19869018,3487.4392
4218,0.37227353,6.03083933,9.12118421,2.22119777,0.14515884,50199.5913
4219,0.41904636,5.55378265,3.8632425,1.0150711,0.22092897,207.236561
4220,0.22561787,3.98728378,97.0343651,0.90411851,0.005994,2560.36179
4221,0.30370762,3.88625662,91.2202375,0.69114302,0.01018906,1819.46731
4222,0.34803467,4.79204567,83.0748048,0.45170543,0.00354906,994.793401
4223,0.20862566,4.50142097,156.089116,2.50815198,0.01886981,307.195705
4224,0.50568784,6.0845091,87.9817796,1.82427999,0.01348279,831.583806
4225,0.27415426,5.51580026,124.271745,1.16080111,0.00533848,413.444962
4226,0.30071624,4.01146525,41.0964876,0.7668532,0.02045496,153.132049
4227,0.32978623,3.91366717,58.1464217,0.71359324,0.00841267,68.2913582
4228,0.46906356,4.78623323,19.5430984,0.40594744,0.01759472,350.429883
4229,0.28010751,4.59005422,67.2894735,1.87071948,0.03477576,661.762628
4230,0.45169683,6.00058589,30.1750448,1.7563799,0.0327881,438.051629
4231,0.28001613,5.46412682,55.73352,1.03033556,0.00483453,215.654581
4232,0.33883402,3.92590678,30.7942229,0.72154419,0.02654232,652.049873
4233,0.33865361,4.03899348,57.9807659,0.87501964,0.01613353,1268.64975
4234,0.28165849,4.7513686,20.182601,0.56640955,0.01419756,291.08049
4235,0.091704,4.44308673,48.9826079,1.9252749,0.0336673,385.38194
4236,0.43422653,6.17770209,25.3531983,1.75539367,0.02246857,4124.60343
4237,0.35186966,5.56311095,31.0876608,1.08557802,0.01641291,293.648514
4238,0.23403986,3.87739722,2.93430201,0.81410526,0.25054568,136.799375
4239,0.22742554,3.93928861,11.7066978,0.9097505,0.04170146,306.085784
4240,0.30850773,4.77582319,11.5110722,0.68739124,0.01009316,17.3307855
4241,0.21632216,4.65649404,16.8485301,2.52439536,0.1441389,162.918395
4242,0.44063694,5.98201504,7.91634744,2.14896329,0.14391071,119.07812
4243,0.28799248,5.50356675,0.87602307,0.95739171,0.5378559,216.538819
4244,0.17753064,4.05266609,5.43510844,0.98413402,0.05251635,1148.33996
4245,0.43492636,3.98071425,8.65662141,0.7493343,0.07184883,1921.94766
4246,0.2813743,4.85781135,3.9374605,0.41797015,0.04040555,4724.62853
4247,0.23918428,4.5640416,36.3431529,2.15251126,0.06086586,387.057421
4248,0.42027798,6.04022982,20.7454099,2.22105217,0.05426861,4310.94436
4249,0.40289912,5.34847105,16.8375645,1.09022469,0.05235338,1810.21067
4250,0.40256935,3.92725637,16.7491747,0.65077336,0.05613521,162.475095
4251,0.34578251,3.95410404,12.2857093,0.90110883,0.04657954,37.588046
4252,0.29056165,4.89292456,8.46435624,0.74674965,0.0276695,8.68340353
4253,0.19345682,4.74200779,36.6385056,2.24507032,0.06037858,1020.55689
4254,0.37710019,5.93985369,25.0338308,2.27619982,0.04214083,88.7938288
4255,0.34718811,5.4290693,16.9536477,1.17052117,0.04423906,182.410658
4256,0.35859768,4.09448622,4.58973098,0.63952947,0.16411555,173.185215
4257,0.42285356,3.89684031,3.86110367,0.76030336,0.2182741,206.841264
4258,0.32418093,4.61892864,4.63602632,0.46699212,0.09933173,509.245579
4259,0.24743675,4.63404993,6.54227865,1.60959567,0.39436077,1320.04073
4260,0.34361958,5.96759953,8.20708313,2.12663104,0.07796077,886.707175
4261,0.44826676,5.51231207,3.75691058,0.85294593,0.15453613,160.648502
4262,0.33343153,4.05589817,8.72833667,0.69686157,0.07725986,780.648203
4263,0.42700988,4.04283504,8.69038607,0.79978445,0.06080711,404.739987
4264,0.30983775,4.6779704,2.94407816,0.51005021,0.0606469,411.995066
4265,0.20639138,4.65101581,31.9132655,1.98761527,0.07126386,1200.43159
4266,0.38791843,6.17621677,16.3404338,1.93537799,0.0785067,655.29113
4267,0.2578475,5.53557676,6.05386136,1.11753512,0.08376406,1251.64923
4268,0.38252724,4.05964417,4.70193418,0.69439045,0.12192975,206.568893
4269,0.34011504,4.01139434,4.24008829,0.68392321,0.16582211,590.250313
4270,0.46653893,4.85063613,1.1438489,0.44403345,0.17202765,91.6644268
4271,0.27216315,4.67636349,12.3254426,1.65943811,0.20520919,1053.46876
4272,0.35079463,5.9644713,7.23828809,2.20320214,0.14075297,850.825088
4273,0.25167379,5.65582896,1.63612494,1.059646,0.14942918,232.602791
4274,0.28238858,3.89937304,15.4597566,0.76527511,0.05406426,1711.0129
4275,0.32665054,3.86374303,12.0059312,0.81123379,0.03529968,1932.13709
4276,0.30707348,4.6898327,14.1618163,0.57246584,0.01931367,2865.6172
4277,0.22828225,4.66345935,15.4822532,1.55375096,0.11345689,3478.25296
4278,0.39037547,6.06382097,11.4699543,1.84519012,0.10372075,4532.35922
4279,0.32355123,5.53407988,19.9492713,1.08457217,0.04087771,4281.20716
4280,0.30717046,3.92137859,43.5239987,0.81132631,0.01396315,1831.77571
4281,0.20023997,3.99230653,26.2419533,0.80047474,0.01429788,840.998215
4282,0.36279401,4.74889573,15.379029,0.47758286,0.01571115,1577.3986
4283,0.15916661,4.39821395,85.7749057,2.45971219,0.02346721,1840.50446
4284,0.31355808,6.18786315,39.3760321,1.89583173,0.01995267,1108.93653
4285,0.23468967,5.44691572,40.2294835,1.14549128,0.01763277,1878.42758
4286,0.32318548,4.20813009,15.6882607,0.73562719,0.04349259,3840.89649
4287,0.35083425,3.97550341,7.09543223,0.91276593,0.09121742,655.871551
4288,0.37069939,4.81801566,5.81979882,0.54138309,0.0854381,220.86246
4289,0.20970708,4.52493075,54.4123005,1.92448452,0.05107286,1632.69153
4290,0.58356862,6.18483064,18.9879623,1.84738199,0.08805867,817.928489
4291,0.40630702,5.65658929,17.4438263,0.9371361,0.03339288,7086.94007
4292,0.23581949,4.11411728,43.0562571,0.80666808,0.01294732,692.359924
4293,0.53060041,4.05457432,52.4713284,0.74011727,0.02103045,453.211544
4294,0.40652618,4.74020848,50.0489532,0.43878834,0.00790953,435.635394
4295,0.33333313,4.51917484,47.4938683,1.81104355,0.07299014,18991.9508
4296,0.4212659,5.96333997,39.5017591,2.17482042,0.03537489,555.384333
4297,0.36887223,5.35682357,44.0894026,1.22615027,0.01470397,462.816704
4298,0.26254387,4.04709845,148.260674,0.78000665,0.00358622,822.068958
4299,0.30150583,3.94938214,195.196033,0.69763568,0.00327038,761.516264
4300,0.38708033,4.73755036,189.200356,0.44799785,0.00196729,1010.68493
4301,0.15710835,4.61714055,182.791741,2.65365636,0.00935841,438.682976
4302,0.3798798,5.9494966,177.44842,1.81647625,0.00555662,242.976875
4303,0.33054488,5.39073379,137.992409,1.23141889,0.00491889,649.610386
4304,0.31136302,3.95882846,10.4420594,0.67053585,0.08593588,582.79705
4305,0.43211903,3.91506676,7.39841637,0.64198984,0.10511521,653.487286
4306,0.33534379,4.80678048,3.00695039,0.52000892,0.100157,130.083117
4307,0.24636262,4.73223861,9.24268739,1.92091094,0.26322946,349.954575
4308,0.29267002,6.15004002,6.22790225,1.58507419,0.08819667,1484.53066
4309,0.27058361,5.62388393,8.46515045,0.91950456,0.06490416,228.074419
4310,0.2856923,4.07567815,82.8411551,0.81548319,0.00788112,1111.62017
4311,0.38614055,3.87557536,60.8202676,0.6913774,0.01773478,432.06613
4312,0.39054626,4.68853472,54.6308877,0.61170112,0.01017948,124.123638
4313,0.20825592,4.55780896,142.225522,1.8050743,0.0185226,1808.88623
4314,0.34139482,6.30125051,86.585652,1.89750049,0.01113857,708.084886
4315,0.27268914,5.45032195,54.3601162,1.18009889,0.00773108,265.640524
4316,0.35306185,3.93808716,92.2506805,0.72259161,0.01280243,2512.07899
4317,0.36750495,3.9393448,58.0249464,0.71830076,0.01001864,119.290718
4318,0.38000276,4.79960777,17.0478353,0.50313537,0.010663,84.9339026
4319,0.20461248,4.57495474,308.66883,2.12677756,0.0116229,718.723875
4320,0.35948744,6.21408425,69.5408038,1.92248855,0.0087846,208.849406
4321,0.33092056,5.54158727,78.2477324,1.07585476,0.01101085,467.656556
4322,0.45098717,4.09531051,16.6781364,0.71370533,0.03109449,452.709923
4323,0.27450118,3.81055937,4.66345505,0.71294313,0.05027798,1022.66997
4324,0.42428703,4.73707677,3.64434129,0.5092835,0.09254885,4019.2602
4325,0.19290188,4.63145205,34.3549876,1.59620904,0.05416292,3295.36273
4326,0.33749821,6.09501903,17.4356957,2.11119003,0.05195125,609.830091
4327,0.36676756,5.56910271,8.14124501,0.95035725,0.07304503,3426.35559
4328,0.24863168,3.99892155,13.8789905,0.85717287,0.03076003,6013.97906
4329,0.2871634,3.94291892,30.697477,0.80143024,0.02602646,6089.75049
4330,0.36451909,4.76169839,22.0424247,0.46185592,0.01112755,4695.83224
4331,0.21667233,4.60152204,12.64883,2.83578587,0.19129553,10262.2432
4332,0.38185219,6.00501587,43.9154888,2.4034141,0.02780966,10461.5469
4333,0.33739295,5.63224725,26.588802,1.04935701,0.01068307,4424.01009
4334,0.24530902,3.97338846,10.8826984,0.87478271,0.06959164,931.833383
4335,0.34673043,3.8582847,8.4941798,0.61059352,0.07780949,223.807355
4336,0.31677846,4.73803422,3.77784381,0.52217311,0.07643207,54.4520547
4337,0.14390075,4.57148463,23.3347197,1.96785064,0.0807081,480.470541
4338,0.423231,6.20756683,17.5900043,1.82852305,0.07701609,144.400058
4339,0.29091596,5.49277036,7.13467635,1.16358674,0.07452428,468.892271
4340,0.24160239,4.11221423,8.93050994,0.97750216,0.05418956,137.889811
4341,0.42598876,3.95070991,6.90931877,0.70970498,0.08478648,212.99035
4342,0.36379498,4.72645165,3.02809397,0.44812013,0.08107725,1077.65706
4343,0.33198002,4.56934198,27.4780709,2.27737125,0.1248433,983.445322
4344,0.30289726,6.1766134,8.07373097,2.52039432,0.11474266,64.93503
4345,0.36748267,5.73563969,5.80985834,0.99843416,0.06434631,120.990202
4346,0.25213781,3.99077255,19.869656,0.8583232,0.03038309,206.614157
4347,0.30667952,4.02805373,31.0723315,0.78365805,0.01469556,667.862936
4348,0.36796814,4.68031031,16.7300946,0.56138639,0.02442877,99.1590564
4349,0.21474729,4.73952917,24.7104391,2.18862524,0.0894348,265.584867
4350,0.3843759,6.17454354,17.6671178,1.78898461,0.03786261,2782.28016
4351,0.36456938,5.51100905,25.8862143,1.1362718,0.03124255,211.18549
4352,0.2689036,4.14283543,38.5697411,0.67006284,0.01137099,1856.81663
4353,0.16584097,3.88087182,27.3503288,0.94795784,0.00868716,4173.85272
4354,0.50655775,4.92639782,70.0743216,0.32008939,0.00551483,532.141836
4355,0.2452556,4.60659417,64.4586953,2.41125957,0.03053866,14382.2473
4356,0.38258545,6.16605623,48.7269607,2.32626748,0.03001725,2298.52697
4357,0.38668731,5.53296272,33.9324268,1.17252911,0.02058779,2745.2471
4358,0.29021669,3.99053892,69.652268,0.7716465,0.01078563,167.816617
4359,0.1546395,3.85086722,56.2881606,0.90951292,0.00602971,161.129551
4360,0.47139051,4.95683244,18.3091339,0.33866534,0.00703186,308.263072
4361,0.13273658,4.66747025,43.5756861,2.15154023,0.04604519,191.643438
4362,0.38863706,6.20251367,36.508449,2.15153326,0.03280222,99.3000392
4363,0.28814127,5.5402342,105.167252,1.09835782,0.0052459,146.195917
4364,0.21452364,3.88399899,16.1190186,0.88277227,0.03752685,1596.4354
4365,0.44546298,3.97324479,17.1692766,0.60149166,0.0490631,491.580972
4366,0.34445817,4.68816601,17.1440776,0.55731574,0.01615752,318.696867
4367,0.24038482,4.47968361,15.3920317,2.28517406,0.16076209,354.490747
4368,0.41499167,6.14644826,23.8185232,2.19339529,0.04591642,298.184274
4369,0.26398187,5.6700225,18.3691034,0.92344652,0.01522652,800.290669
4370,0.27261796,4.07870149,35.8320168,0.75552258,0.01364733,37218.8138
4371,0.29595265,3.95431053,46.0957645,0.92115364,0.01096157,36738.6079
4372,0.43273415,4.71803762,27.728323,0.44570141,0.00711923,80686.3117
4373,0.23051648,4.62356044,77.6582063,1.84788008,0.03640764,8197.06218
4374,0.37415077,5.92285888,124.643363,2.31265357,0.0111535,2954.5673
4375,0.25175377,5.37992813,69.8959984,1.06736503,0.00488087,2903.33016
4376,0.29787699,3.91110717,7.56593788,0.73163537,0.08063106,2024.13192
4377,0.40062723,4.09007451,23.0617734,0.8829109,0.01768008,1664.19773
4378,0.40076446,4.74913507,16.7913898,0.49395246,0.02135464,2541.35413
4379,0.24674666,4.77857786,13.5700551,1.85404097,0.1401021,2427.22401
4380,0.52990331,6.00254594,19.3250306,2.35150658,0.09501483,1515.50916
4381,0.30511535,5.44562001,6.97537289,1.24863862,0.08255915,2690.52123
4382,0.35629097,3.9561714,14.6276285,0.81453012,0.06879073,911.68286
4383,0.37036796,3.92317643,19.0166367,0.8224166,0.05311477,215.690032
4384,0.34258557,4.87581242,14.8944639,0.50565443,0.02403547,377.560491
4385,0.21528054,4.80600204,26.613717,2.21070723,0.09527843,358.209076
4386,0.36791394,6.19644432,22.4592744,1.39310184,0.01618219,390.462773
4387,0.34101592,5.59292207,12.1856396,0.87354531,0.02429398,315.209609
4388,0.40781698,3.955237,48.2590443,0.67431597,0.02346092,353.271186
4389,0.26793973,3.85800884,55.6363398,1.04352238,0.00955537,133.456016
4390,0.28119694,4.62287663,79.4999792,0.45409205,0.00213979,49.7939227
4391,0.1838645,4.6254706,37.2852671,1.87995693,0.06179155,2165.91076
4392,0.33670088,5.9808342,39.1509429,1.89486498,0.02499178,299.96118
4393,0.29376334,5.40644838,33.5996909,1.09076579,0.01692502,240.018969
4394,0.28081089,3.98241443,8.27436286,0.87491762,0.08854359,3083.46948
4395,0.32760388,3.90867575,8.09174898,0.9438032,0.09610227,793.464047
4396,0.37306651,4.87290621,3.70090882,0.47737667,0.0881507,12351.3008
4397,0.24886732,4.77552965,35.5574663,2.03410842,0.08882599,4718.53575
4398,0.44265756,6.06714535,11.8196136,2.0279646,0.14374944,5479.17053
4399,0.27078769,5.51950541,7.12777403,1.22225919,0.11810913,1366.78276
4400,0.25047866,4.18842362,5.53400376,0.92588984,0.09529267,687.58754
4401,0.24423232,3.80657999,5.81180815,0.8775062,0.06725621,1009.00515
4402,0.38100268,4.73056856,2.48103435,0.42949501,0.09953845,1190.94846
4403,0.22262753,4.4858718,19.4276987,1.92146027,0.1255066,2783.67508
4404,0.28234669,5.85835048,8.90775921,1.80194162,0.08874064,1858.59173
4405,0.29743507,5.54905851,5.00421206,0.94057608,0.11463797,917.317876
4406,0.33992257,3.9304111,14.6499501,0.86763202,0.05312949,146.120853
4407,0.27867782,3.82412973,6.55223617,0.82385287,0.08810678,357.201368
4408,0.28655273,4.66825775,6.56352855,0.50928507,0.03601027,113.304211
4409,0.2500827,4.73777472,23.4585331,1.90076316,0.11245738,80.5976469
4410,0.34674645,6.24741075,13.1908268,1.83756722,0.06854792,199.28166
4411,0.3837398,5.53916284,11.8488473,1.12724951,0.07932778,502.074298
4412,0.28274949,3.92387495,11.7560686,0.96738597,0.08120667,769.19604
4413,0.34515145,3.86393247,19.4556405,0.8042748,0.0418428,270.026195
4414,0.38717344,4.66084643,13.3900239,0.495378,0.03564925,745.020159
4415,0.25885337,4.6516671,17.9561452,2.0421092,0.19648489,5503.81571
4416,0.36748149,6.13894345,12.366069,2.05026136,0.08217878,984.432472
4417,0.31933361,5.24333144,11.4162398,0.94798512,0.05640788,222.513335
4418,0.25350311,4.22128936,20.0798703,0.76817098,0.02557026,2786.11011
4419,0.32086078,3.96915999,19.0317792,0.78298198,0.03052132,876.263706
4420,0.32871785,4.91367033,12.4938646,0.38467208,0.02036282,882.879033
4421,0.23753506,4.59807334,146.177565,2.74804584,0.02204439,3101.52084
4422,0.45718441,6.23480951,37.4793122,2.06547788,0.03050378,960.104936
4423,0.34715671,5.39491343,16.6179065,1.10854957,0.04191122,5111.82565
4424,0.3482938,3.99447588,13.5462411,0.71270191,0.06520267,291.565694
4425,0.42272088,3.94720797,5.93333134,0.63821828,0.06572281,279.69114
4426,0.36289505,4.78510885,3.64568875,0.50601289,0.1089982,117.369649
4427,0.15246386,4.58832325,15.6067947,2.4354177,0.09684233,35.3702892
4428,0.50629049,6.10369785,12.4981326,1.80157879,0.09608524,688.661407
4429,0.28341401,5.37562997,20.446362,1.1101731,0.03167607,111.336235
4430,0.2351477,4.1191531,12.4220534,0.85840658,0.01417493,211.190876
4431,0.29307276,3.83350934,28.8853515,0.8519348,0.01805249,30.8778409
4432,0.36216845,4.903584,27.1038229,0.6490401,0.00675845,17.4369099
4433,0.25937986,4.71475891,37.4510895,2.28452169,0.06235306,1485.25747
4434,0.31632148,5.96465989,29.5614486,2.38382703,0.03519452,205.378452
4435,0.31337179,5.39459003,19.975294,1.07874469,0.03940713,69.6650018
4436,0.38772535,4.18756946,16.7962171,0.68055254,0.02919281,773.00091
4437,0.29899406,3.87789871,18.1209349,0.86639418,0.02707909,551.139728
4438,0.303998,4.62701958,16.0259625,0.64911289,0.02142383,260.454429
4439,0.14107941,4.67363387,78.0702083,2.01088312,0.02364296,446.697976
4440,0.32605137,5.989768,39.9704054,2.0547771,0.02279538,704.315099
4441,0.3144742,5.64502827,19.0298233,1.04058313,0.01912487,1143.77414
4442,0.29460792,3.91199077,1.07167662,0.68908843,0.82938524,1275.41509
4443,0.45703103,3.91466394,1.96879435,0.76286261,0.3822659,205.771834
4444,0.45873342,4.68630898,2.35765083,0.40906545,0.20058118,222.542462
4445,0.30200941,4.6386581,6.37512301,1.7412616,0.38930378,1253.5907
4446,0.47692946,6.05768427,5.89098885,2.08055012,0.30619845,786.535521
4447,0.38142472,5.65627257,1.19067964,0.87555892,0.4668461,537.540864
4448,0.31157015,3.8855889,39.6434705,1.1305126,0.03478845,847.994283
4449,0.32579093,3.92209348,19.9961337,0.89969527,0.03188608,2739.48932
4450,0.33057048,4.65306463,10.7729641,0.55539644,0.03367403,2511.94259
4451,0.31080578,4.64508001,87.7616865,1.72201121,0.0394885,241.339883
4452,0.4872415,5.93590123,56.2212234,2.33073164,0.03037652,281.724015
4453,0.37931477,5.51097187,19.5079829,1.00777619,0.03615776,383.714827
4454,0.23388908,4.03138237,9.23508124,0.88757192,0.07187643,1475.19641
4455,0.42723163,3.86764024,8.08706673,0.72391777,0.10062279,1308.6238
4456,0.2702429,4.63551809,3.76276573,0.51104218,0.06778956,637.491928
4457,0.14989117,4.542703,10.7525728,2.56953823,0.17805242,5454.22087
4458,0.43320204,6.26233506,8.52401231,1.84058917,0.0781261,1552.21377
4459,0.28452024,5.46305887,8.78453581,0.89655151,0.06163825,463.75889
4460,0.37928527,3.94859438,21.0969609,0.8818123,0.04651092,122.289733
4461,0.26035504,3.96190782,19.4304456,1.03893575,0.02172479,72.9117659
4462,0.32778055,4.77086453,11.0774923,0.7484254,0.02343006,17.3772337
4463,0.18514212,4.61547504,94.8444562,2.18791625,0.02163839,751.093161
4464,0.3105606,5.98141621,42.8300492,2.19708305,0.02806797,237.757971
4465,0.40380263,5.54305833,14.1144882,0.96710438,0.04212694,163.631324
4466,0.38209266,3.91430465,32.6177573,0.78872863,0.03191324,273.100238
4467,0.29161135,3.91301784,7.38476273,0.94633323,0.08590074,756.359632
4468,0.36325741,4.70588822,16.4662105,0.52098663,0.01646103,597.343906
4469,0.25515891,4.59944446,20.7554609,2.13418094,0.09407634,1924.23578
4470,0.44491675,6.17223207,12.2383146,1.81089188,0.08728092,1520.7357
4471,0.31944017,5.44877128,13.145613,1.03038696,0.03104296,2037.17565
4472,0.40147313,3.98574895,2354.61889,0.7048674,0.00036537,940.481408
4473,0.22882381,3.93505226,598.242123,0.81443025,0.00040209,3626.57201
4474,0.35371491,4.7990302,664.76493,0.47871059,0.00040661,2189.88986
4475,0.11040163,4.62849021,5671.06514,1.86262745,0.00031451,5501.44114
4476,0.35326323,5.97644192,2059.07722,2.08162628,0.00033677,3078.18008
4477,0.28242858,5.56218793,1750.0432,1.05081396,0.00033161,3714.85735
4478,0.37027324,4.05070423,10.7978265,0.74199516,0.07059597,357.401113
4479,0.34062616,4.03659291,4.04043107,0.6598163,0.20548899,201.795211
4480,0.37101432,4.80562174,4.73262699,0.43071326,0.03869885,1534.27837
4481,0.28642046,4.68673663,40.7710712,2.05506449,0.07390323,197.886353
4482,0.61019192,6.15220536,31.8073588,1.57150667,0.03686312,116.396631
4483,0.36850728,5.53100787,10.1250458,0.93145316,0.04820291,748.460672
4484,0.23335945,3.96707724,11.3762916,0.74046682,0.05358168,342.62521
4485,0.37330985,4.02965038,12.8614904,0.82370396,0.02895808,174.001407
4486,0.34501177,4.79569154,8.6458632,0.44116806,0.03786915,265.619813
4487,0.27265935,4.49656743,12.8883862,1.80815567,0.30768692,150.481099
4488,0.33642974,6.1073297,18.1414946,1.62645044,0.05132949,2389.92128
4489,0.28419223,5.45722264,18.3377476,1.16008239,0.03524968,245.650401
4490,0.34072233,4.01175309,18.0106107,0.82772187,0.05007321,74.287098
4491,0.42482898,4.02620849,16.2495041,0.75445083,0.04940845,115.219453
4492,0.35490952,4.85421695,5.5567407,0.50704933,0.04213187,71.1975439
4493,0.31245646,4.62328828,67.3901989,2.12420347,0.04660298,92.887384
4494,0.39415923,6.23221927,29.7444413,2.05241962,0.0486178,175.674977
4495,0.3682718,5.38905892,17.9764128,1.03037226,0.05223335,102.245146
4496,0.29463647,3.90115068,12.5572504,0.94655559,0.06051744,599.378079
4497,0.40026135,3.84956491,18.6345233,0.72862247,0.03032092,259.27712
4498,0.40072216,4.79289705,32.5093169,0.46153427,0.00843969,874.162827
4499,0.19838871,4.55022919,40.0094741,1.75503816,0.06163472,1539.12386
4500,0.34004707,6.02787404,54.894506,2.10966662,0.02507761,2383.12914
4501,0.31186812,5.47686503,10.975742,1.08194923,0.04517741,2411.55829
4502,0.40495528,4.01483384,199.283203,0.72835169,0.00389334,116.35497
4503,0.42956269,4.10227845,96.1225275,0.70303936,0.00472829,1189.03053
4504,0.37012841,4.85111455,32.9109258,0.47643658,0.00589425,590.991536
4505,0.24813894,4.54261912,487.614318,1.95322008,0.00742958,732.262175
4506,0.5087422,5.96545989,247.340247,2.16282196,0.00582436,231.515477
4507,0.33898349,5.45486949,121.332552,1.14920754,0.00470854,1310.92617
4508,0.20625328,4.09251722,21.3355074,0.72706203,0.01639492,2656.39085
4509,0.3746839,4.04321871,22.6592384,0.68506421,0.02444233,2342.88217
4510,0.42179703,4.9026191,16.8211117,0.38175672,0.0091763,915.402462
4511,0.16942096,4.51148647,27.49363,2.20689437,0.11572567,2017.80541
4512,0.56017526,6.00651259,19.783804,1.78396254,0.06698717,7428.42653
4513,0.28928291,5.57933964,20.4280877,1.22969922,0.01386207,1735.64487
4514,0.22772288,4.01981787,23.3841489,0.90841524,0.02517537,344.627796
4515,0.26479248,3.93879822,25.1664597,0.7917965,0.0245926,189.94521
4516,0.40979815,4.7525352,21.5852896,0.43087363,0.00967771,172.442357
4517,0.16593916,4.50490004,72.9556715,2.19930647,0.02515487,461.334471
4518,0.35178066,5.84835412,43.6254993,1.9237638,0.02102831,1396.86191
4519,0.3641627,5.6074178,25.5907835,0.82601535,0.02511385,146.655376
4520,0.33391868,4.04036747,38.6049248,0.72269194,0.01354287,540.797584
4521,0.33858463,4.10934136,23.4001586,0.97601773,0.02254537,50.8742507
4522,0.43537042,4.81891416,15.630228,0.51124049,0.01623043,175.343882
4523,0.17494892,4.67811038,32.0155591,2.17920548,0.06724015,292.176205
4524,0.31280099,6.0207057,23.270194,2.05706653,0.03892452,129.145873
4525,0.37194091,5.5441369,43.1760864,1.09362642,0.0109655,883.027638
4526,0.28864357,4.05037764,24.090771,0.7420796,0.03235264,754.337606
4527,0.37194396,4.10619294,30.4913986,0.82091774,0.01563924,724.603748
4528,0.36013577,4.87451285,11.8186339,0.51552317,0.02226941,804.805031
4529,0.25476472,4.598929,30.6367858,2.16778353,0.08334678,1858.11451
4530,0.42598339,6.18878127,19.4499155,1.54721395,0.0401864,320.646987
4531,0.35229364,5.35358545,35.3212686,1.11448018,0.03730545,2327.157
4532,0.35117297,3.93274189,29.8557138,0.76773216,0.03284651,95.0983214
4533,0.40150086,4.06106883,23.3335041,0.72814356,0.02428737,664.252581
4534,0.35791931,4.87348466,15.3860606,0.44011214,0.0167025,362.219261
4535,0.22005973,4.73332722,29.9341573,2.12138374,0.06714292,1879.01144
4536,0.40457942,5.94483999,17.0282742,2.05510351,0.06673081,498.459063
4537,0.37830902,5.5287173,41.2681173,0.96353973,0.01586014,1745.58833
4538,0.25204429,3.89957492,42.0412748,0.84115185,0.01179021,195.113199
4539,0.28701917,3.97451657,84.2094565,0.69302605,0.00776942,430.259985
4540,0.25703747,4.88598314,17.7205623,0.65193212,0.00916478,12.8124185
4541,0.15665754,4.59352092,283.731009,2.26190468,0.00686477,29.2487162
4542,0.34460817,5.98040965,122.07636,1.91621337,0.01051765,976.852381
4543,0.31287476,5.55154597,68.7235398,1.17179221,0.00717548,121.267582
4544,0.23681654,3.94226378,41.1936343,0.91760162,0.01220169,217.955101
4545,0.255808,3.94744852,36.7131834,0.82708907,0.0175682,849.403375
4546,0.3332307,4.77723277,11.9744222,0.55237832,0.02805538,183.802122
4547,0.18539389,4.60577057,92.775754,2.14950398,0.02388319,471.22119
4548,0.29125084,6.04277017,45.4516702,2.04644148,0.01907951,341.06778
4549,0.28549364,5.34942378,6.89321812,1.15621055,0.05379155,369.280813
4550,0.26228873,4.21669723,4.45304021,0.89928835,0.07617705,754.568401
4551,0.5348475,4.02250537,10.1706149,0.52052851,0.06694913,1513.92617
4552,0.39653697,4.80522972,4.98131143,0.40377149,0.05382555,2084.95856
4553,0.28010606,4.50059992,10.3900894,1.72903372,0.28955148,713.213077
4554,0.43811189,6.1813074,4.57414245,1.71747044,0.16875844,592.455105
4555,0.31981004,5.67992169,5.62675732,1.06877407,0.12235063,1353.96441
4556,0.27003084,4.04324687,11.1972668,0.7857784,0.07205192,6197.51228
4557,0.33402886,4.10670946,9.44480035,0.7393724,0.05968046,16829.6909
4558,0.38609894,4.84205214,2.74170872,0.4524628,0.08087986,4205.87669
4559,0.20139183,4.76486559,24.6649777,1.83050386,0.06289714,1933.40491
4560,0.39189239,6.10035452,40.8716226,1.93310936,0.03709245,2517.21101
4561,0.39418834,5.36720651,6.62561844,1.02155904,0.09453328,3018.65768
4562,0.28307789,4.22318051,11.7614096,0.6920299,0.02577071,1043.90301
4563,0.29519144,3.95865837,6.747943,0.99387043,0.04103039,524.835549
4564,0.27852948,4.69423764,10.0659841,0.50054232,0.01591921,6135.1362
4565,0.20642424,4.58509023,11.7031258,2.17068593,0.16763906,295.208699
4566,0.52716113,6.10357443,8.06486322,1.97861306,0.16693857,54.1991907
4567,0.24871111,5.44291174,12.5165473,1.04080766,0.02916497,142.778701
4568,0.26258682,4.03165278,7.49677798,0.74259029,0.06910096,1049.31737
4569,0.26108706,3.88179436,10.8506623,0.92974095,0.05021597,562.187451
4570,0.40821717,4.92330272,2.76734489,0.4849308,0.0761643,421.486279
4571,0.17605202,4.49193492,11.3753276,2.22599976,0.14580216,563.500619
4572,0.39350056,5.96894682,22.8533805,2.26701557,0.05053888,1429.03252
4573,0.2789371,5.5984216,4.90129861,1.07874587,0.09969748,1212.77457
