id,rho,burst,iota_N1,iota_N2,phi_N1,phi_N2
928,0.33569256,4.64492263,7.33347887,0.6094485,0.03896636,31.5871784
929,0.25647877,4.52205024,22.2908676,1.93465509,0.10287004,604.20436
930,0.42105335,6.40774835,18.4724258,1.80688153,0.0553454,1710.30132
931,0.25368047,5.56240997,7.76625776,1.33733663,0.08759882,119.468827
932,0.31305118,4.00670965,17.5340269,0.74495653,0.03148278,264.747996
933,0.29283922,3.93831335,13.6038001,0.72806765,0.04771209,224.420446
934,0.26800217,4.79680124,6.45857434,0.48615584,0.04857331,4638.0205
935,0.20838451,4.68683953,53.0904291,2.04122168,0.04422341,2092.34761
936,0.52411045,6.10248604,37.416384,2.17498911,0.04801624,1007.76478
937,0.3845121,5.65764772,14.92231,0.91219403,0.0355529,1662.80795
938,0.25947112,3.97876985,129.5652,1.10376706,0.00529912,911.330377
939,0.27758681,4.14229908,99.9093798,0.66935109,0.00370678,218.017354
940,0.35081638,4.72969583,61.127651,0.58143867,0.0048438,68.4655973
941,0.22650294,4.49926781,563.897348,1.92494111,0.00453783,2504.075
942,0.36446042,5.95802471,200.606038,2.17117591,0.00487291,630.099654
943,0.40394971,5.6754233,75.7951567,0.98221265,0.00621742,283.96335
944,0.27324121,4.0881021,39.9820842,0.7811049,0.01480412,2558.45216
945,0.41628129,4.01564981,27.4368063,0.85322141,0.0230687,5586.02523
946,0.36416189,4.72792133,12.0179094,0.51558584,0.03629534,1893.88483
947,0.25524574,4.55454735,24.9257665,2.13268437,0.10598316,211.463109
948,0.38444879,6.06065092,6.24812051,2.24115537,0.24694376,545.230688
949,0.36217131,5.40486633,14.9700765,1.06299146,0.05533518,1961.49843
950,0.30523297,3.95429494,13.673992,0.6219141,0.054118,163.514928
951,0.30839703,3.91143456,5.55298441,0.79132526,0.06430692,173.418057
952,0.39576269,4.7455487,3.93656119,0.46047404,0.07140348,159.111709
953,0.21541538,4.75619779,16.5457033,1.98199073,0.08429053,305.432243
954,0.35474427,6.10830883,15.8071391,2.21025356,0.06851425,68.4939848
955,0.25608248,5.59874294,12.5459258,1.24136218,0.04190177,29.3886074
956,0.329013,4.00228889,5.94691109,0.67264866,0.13680185,273.999023
957,0.27006484,3.88659164,8.95087949,0.85413112,0.0689625,851.595371
958,0.34761936,4.75354005,4.21789738,0.44651906,0.09484342,1677.10265
959,0.31152483,4.48467221,39.0656513,2.53290573,0.11069118,91.5709942
960,0.49653988,6.16120774,14.1599675,2.25346028,0.13346372,152.183403
961,0.28884814,5.45788176,4.9210555,0.9645655,0.07476189,3482.27596
962,0.32171821,4.07986927,10.116498,0.63111999,0.07955687,4181.20405
963,0.3803062,3.97509334,7.34481835,0.74651584,0.087451,60.5421281
964,0.32119089,4.71642998,5.22168929,0.53985098,0.06479689,1565.06276
965,0.21553281,4.56440255,25.803863,1.79022586,0.10504963,6059.55949
966,0.35765344,6.11086682,12.4812522,2.17903384,0.09079362,6949.00145
967,0.30547391,5.50859163,5.76904881,1.10136181,0.08699711,3728.6125
968,0.36241357,3.92351192,9.91821375,0.61467511,0.10592386,1344.51838
969,0.39519215,3.94886484,6.11807276,0.70055216,0.1105181,3678.20528
970,0.34829667,4.63714262,3.31820949,0.49335593,0.09676886,2249.58107
971,0.28731287,4.6307197,23.8767229,1.95598021,0.17063507,686.518676
972,0.34173917,5.98657912,8.23636006,2.2488743,0.11823955,552.230692
973,0.34955758,5.3862584,5.22696142,0.87952243,0.09348923,3647.57137
974,0.24565402,4.00802136,27.7026727,0.95572773,0.02265491,573.204735
975,0.34032639,4.02751719,31.3194244,0.86815934,0.01748846,26.712727
976,0.47997916,4.82442798,38.2290842,0.40158495,0.01258366,185.637932
977,0.13274756,4.56679095,32.8519661,2.48435865,0.04927776,1649.65299
978,0.39314434,5.85716601,45.1688345,2.20956392,0.03682184,1776.54212
979,0.27130788,5.79211478,34.6760753,1.17066571,0.0105129,113.707945
980,0.27777835,3.98431382,26.1473305,0.64852506,0.03458475,914.996823
981,0.34980693,3.9189339,42.2455259,0.86041451,0.01352513,288.607438
982,0.38872448,4.92747957,17.4581524,0.37734232,0.01266897,799.264254
983,0.2177795,4.60125628,37.1796657,2.2340527,0.07659159,203.679291
984,0.41176734,6.29897808,15.8941216,2.2039221,0.05882105,1078.85518
985,0.30364045,5.58817123,19.5777722,0.88934421,0.01493752,586.953811
986,0.29856619,4.00116524,15.187927,0.78898188,0.06286982,465.321024
987,0.27964796,3.87881784,10.0480995,0.67086985,0.08549646,740.027023
988,0.33004738,4.76259382,3.56853361,0.53833368,0.09446476,44.434274
989,0.28257358,4.66698756,45.2884255,1.64255415,0.06335225,1267.04826
990,0.40283259,6.18558078,17.2658351,1.93461911,0.05566436,1032.70165
991,0.33080421,5.7611419,7.75882549,0.86116894,0.04474416,118.001266
992,0.22779207,4.0170201,45.8563493,0.75063456,0.01335021,632.093977
993,0.340597,3.85450276,32.3319989,0.83727003,0.01591298,782.227184
994,0.3856182,4.59988585,26.1701181,0.35128183,0.01716397,7578.15838
995,0.21003127,4.79659873,17.1006501,2.32920823,0.12311158,1377.33213
996,0.30962305,5.96983456,28.2216759,1.99601924,0.0235553,1732.18009
997,0.34381239,5.52039328,39.9093527,0.89225187,0.00805626,3175.22832
998,0.30363669,4.10635843,17.9354579,0.81596371,0.03720068,735.844768
999,0.34269017,3.919468,16.9205282,0.7989827,0.03266487,232.362093
1000,0.36346476,4.9137808,25.7699985,0.45142649,0.01708192,327.345813
1001,0.22860381,4.64317096,34.5798628,1.98662629,0.04356296,428.871997
1002,0.33009118,6.07919912,23.0945672,1.95187331,0.0327003,596.280582
1003,0.33438063,5.43763652,17.8927708,1.00244482,0.01933929,831.096695
1004,0.34359463,4.06089199,3.22382956,0.67602097,0.16468025,5961.41517
1005,0.29519147,4.05941159,5.66713705,0.80331672,0.0617452,72730.4494
1006,0.34215779,4.61505777,3.4212987,0.3761188,0.072843,5314.56157
1007,0.28047339,4.64425878,15.5985715,1.64788653,0.15207205,16170.4026
1008,0.49262932,5.83768451,10.1373962,2.02915017,0.10926926,149586.169
1009,0.29905471,5.66174878,3.79868001,0.83627914,0.09274867,12964.4771
1010,0.2334755,3.9961826,14.4705937,0.9262358,0.04019961,1473.38984
1011,0.30883798,4.01197242,12.8086219,0.8276006,0.02212563,238.89488
1012,0.48802216,4.72906828,12.0453626,0.46579161,0.03002839,188.822862
1013,0.16657989,4.60840939,18.7704423,2.50176338,0.09714372,628.262406
1014,0.37242009,6.15836349,16.5250658,2.28405997,0.05866668,333.643091
1015,0.29875776,5.43813858,18.7058468,1.11428084,0.04909293,348.763004
1016,0.20752058,3.93075592,13.2578259,0.95690094,0.05230033,596.645011
1017,0.36805791,3.96736901,13.7069955,0.55625786,0.06334106,639.787135
1018,0.4266119,4.8638328,8.78680376,0.46907092,0.03789936,631.984104
1019,0.15240225,4.56555689,24.2747365,2.20437899,0.07538525,574.604597
1020,0.32207903,6.04027533,19.9441893,1.97434139,0.04493998,396.868454
1021,0.31703188,5.56988347,15.269058,1.12697089,0.03113454,116.975152
1022,0.25517592,4.00928236,75.3575365,0.67361613,0.00771611,1645.54011
1023,0.24597775,3.98152618,99.5460425,0.85373184,0.00304306,2136.44536
1024,0.42459249,4.86108416,54.0343911,0.49439458,0.00530892,1024.72406
1025,0.19490819,4.51770049,104.83477,2.22364266,0.02405646,661.863894
1026,0.31081169,5.91509273,89.4418847,2.54461073,0.01138571,444.265862
1027,0.28587914,5.47117664,96.3028498,1.16809489,0.00610942,859.952594
1028,0.2645712,4.00602322,31.2251339,0.98076832,0.01930668,2398.82039
1029,0.44391936,3.94731644,19.0517213,0.69412213,0.02816616,1250.3988
1030,0.34757764,4.78433972,10.7570429,0.41361825,0.01770462,2909.61632
1031,0.14538457,4.49575046,67.2724706,2.20346636,0.02407137,6872.35065
1032,0.38015268,6.27697067,23.7902536,1.72679705,0.02934017,268.424462
1033,0.35905613,5.4936169,29.9539502,1.0037232,0.02525244,396.036144
1034,0.29529986,3.93072543,8.0379036,0.70015217,0.10498465,267.63321
1035,0.333329,3.97691237,6.08840566,0.64354181,0.04846078,1458.2418
1036,0.43297395,4.80469395,6.67976231,0.4522404,0.03630922,1564.63991
1037,0.29678178,4.62251198,8.51742826,2.16601215,0.33961981,478.694122
1038,0.29593719,6.12936775,6.83378292,2.03065909,0.07461436,200.615263
1039,0.27605008,5.31887792,8.59077341,1.25434299,0.06717164,403.45502
1040,0.32554891,4.02504534,2.55054677,0.82780491,0.27642302,10371.1035
1041,0.22496154,3.87289164,2.24217378,1.11429845,0.23443003,13801.0577
1042,0.30656214,4.70826474,1.50382005,0.52563558,0.19801324,2142.71768
1043,0.26738382,4.55078626,12.9657222,2.13517309,0.18931066,9363.23353
1044,0.51550765,6.00008044,6.74959233,1.76902421,0.2059068,3511.53365
1045,0.32143746,5.7419871,1.31029138,0.9149579,0.26576995,9546.84918
1046,0.25574206,4.03212017,22.41829,0.80859604,0.03475467,110.879282
1047,0.27897493,3.91278315,13.1796914,0.66538277,0.03498777,559.4909
1048,0.38437019,4.66411283,5.67121155,0.56128725,0.042381,688.390057
1049,0.22802067,4.74255622,28.27783,2.00156528,0.07876659,1041.58447
1050,0.4162581,6.0605076,16.826541,2.07426579,0.05025771,1180.23259
1051,0.2924011,5.51990672,15.8408636,1.38605676,0.03168646,1435.05431
1052,0.26072663,3.97597527,40.9358907,0.77435383,0.01317628,3329.03799
1053,0.31372837,3.85142182,28.5235911,0.69796342,0.03282298,14738.0834
1054,0.32400256,4.66541175,35.1353688,0.42630243,0.00823876,2145.73865
1055,0.25260395,4.71731773,39.8857202,2.41494365,0.0777916,4941.72654
1056,0.41221426,6.17223179,28.8979894,1.92858629,0.03494424,2709.1555
1057,0.33089,5.61693416,32.9892752,0.95767679,0.01300488,8727.17388
1058,0.24327896,4.00360191,27.1535719,0.88939393,0.02324437,1477.64232
1059,0.30936166,3.97382557,29.0148861,0.72131583,0.0248172,6325.96963
1060,0.34197568,4.71900033,29.2515412,0.46238611,0.00770712,14816.0905
1061,0.24992661,4.69255994,27.4478522,1.79655573,0.09306339,3089.5504
1062,0.36591933,6.07342423,31.399111,1.85453409,0.0264596,4805.13992
1063,0.37476183,5.60377651,29.0349656,1.09866641,0.01191452,250.095866
1064,0.28090754,4.04270587,88.8080459,0.87509286,0.00822683,771.439912
1065,0.26771766,4.00991905,37.6808909,0.87723079,0.01008061,354.617023
1066,0.39948704,4.86114025,32.4169339,0.53259266,0.00542677,74.4283308
1067,0.25579943,4.65841204,285.711778,2.16860744,0.01091059,181.891823
1068,0.39474364,6.09052963,422.014007,2.23501739,0.00315998,627.368459
1069,0.27171988,5.56961779,45.0965647,1.08512742,0.00854085,493.023022
1070,0.29895074,3.9872731,19.3129852,0.75326748,0.03899878,1719.92725
1071,0.44316414,4.05389237,5.39902762,0.71504337,0.12969703,10331.1797
1072,0.38328255,4.65371361,9.54427587,0.45544005,0.01409444,1606.17829
1073,0.22018346,4.53828547,19.8826469,2.2243745,0.11600008,2203.15171
1074,0.39481342,6.12895911,13.2825557,1.9618088,0.08169028,881.890835
1075,0.29346583,5.50076136,20.0078134,1.05604043,0.0185636,6903.19637
1076,0.31442358,4.12984388,9.57255353,0.93682282,0.0666176,63.6606421
1077,0.21646823,3.90057904,5.9982389,0.81299881,0.04511612,95.5010434
1078,0.35096255,4.81296784,7.74041739,0.50701015,0.04304468,26.2731867
1079,0.37399992,4.48911607,7.84771182,1.85082963,0.58251882,46.278136
1080,0.28805317,5.91244601,6.22846918,2.06221271,0.1033158,185.99959
1081,0.29589723,5.60005688,6.86070374,1.0743287,0.07172961,82.5468253
1082,0.2792586,4.06266673,10.8158285,1.00300549,0.05632345,558.168962
1083,0.46328801,3.93498256,19.7086173,0.74281626,0.0357078,206.04892
1084,0.3199989,4.78571298,3.31558554,0.46093899,0.07025691,1028.43123
1085,0.23441559,4.59968848,35.5147097,2.37398917,0.07330987,1832.61763
1086,0.45740859,6.16637298,12.8003875,2.24139333,0.06585939,174.66321
1087,0.29789637,5.60237135,6.62789858,0.97319044,0.0582452,506.473779
1088,0.2837131,3.87510219,10.1055572,0.7963761,0.08445057,4404.10578
1089,0.26261517,3.83330538,4.44793801,0.77099495,0.07346363,460.790412
1090,0.40782283,4.77635376,7.48936122,0.49119024,0.04352106,1475.70076
1091,0.16615797,4.67082527,14.4521022,2.34294239,0.14923123,4847.30151
1092,0.32664104,6.01051411,11.1871747,2.35898573,0.08741451,1890.59263
1093,0.33072351,5.50436744,8.52824416,1.16900297,0.07003307,1913.79442
1094,0.26977048,3.99821973,30.2938908,0.75030685,0.02228366,333.868132
1095,0.38297369,3.8262306,7.68049863,0.96349056,0.08846794,255.363663
1096,0.36091142,4.83972451,8.02835466,0.45514416,0.03585287,263.389927
1097,0.13915862,4.61619772,31.9892316,1.93927317,0.04519143,608.080341
1098,0.49424034,6.29199834,20.0216692,1.59077352,0.04054558,1203.60752
1099,0.38837494,5.38093402,26.0540483,0.78591965,0.02493124,473.03579
1100,0.42703391,4.07334419,11.7227409,0.76380186,0.0678024,97.8809281
1101,0.35758116,3.86026902,7.946015,0.76012639,0.08639404,115.428931
1102,0.43022643,4.81257557,8.21528551,0.44508736,0.038207,45.9488796
1103,0.153911,4.68559945,9.45532719,2.37770063,0.20656782,168.771437
1104,0.42863138,6.26673174,10.2188779,2.23784098,0.10220104,74.0881828
1105,0.3454938,5.6862872,11.1798961,0.8798567,0.03439749,83.3481652
1106,0.30470975,4.04722652,3.74974965,0.74899427,0.1143289,266.014715
1107,0.2749368,3.91301577,4.90335502,0.76706422,0.08075834,91.773571
1108,0.375071,4.78185939,4.2752103,0.43400351,0.03623462,461.166778
1109,0.27769012,4.58152802,9.60788211,1.84805212,0.3195858,2315.77191
1110,0.43656426,6.06839329,7.69239618,2.50379273,0.2101424,107.555749
1111,0.31157596,5.34596099,4.22874428,0.96084922,0.07269264,115.507218
1112,0.32392548,4.05806014,12.1280444,0.7945459,0.07104117,60.7235444
1113,0.29252857,3.92418463,19.6621911,0.7843835,0.01969456,78.3699087
1114,0.36503155,4.76716363,21.8422734,0.56810302,0.0202546,77.1896178
1115,0.16303525,4.77360548,29.3363884,2.68388567,0.06785028,196.704322
1116,0.30653746,6.05516003,11.5996689,2.00790153,0.05380515,203.208143
1117,0.31204158,5.32928303,24.0976602,1.09543497,0.03693123,1281.1156
1118,0.26897287,3.9834645,44.4571275,0.84779457,0.0168253,783.008252
1119,0.34144857,4.05042398,22.6799099,0.83622801,0.01332463,501.975472
1120,0.34641645,4.84133206,27.2573245,0.57312087,0.0111063,324.609788
1121,0.13425221,4.46787451,147.727872,2.09868594,0.01373247,482.051599
1122,0.45590855,6.25023837,93.9429716,2.03385834,0.0109909,66.6813778
1123,0.2736892,5.51067919,37.7511106,1.17960674,0.01353136,77.9578782
1124,0.31118455,3.91526071,24.2619206,0.88133913,0.0320792,113.22272
1125,0.34265913,4.0077733,41.3001234,0.57549699,0.01681925,1347.44218
1126,0.33620569,4.70833919,17.9900819,0.60993489,0.02295959,79.4168326
1127,0.25352506,4.44990755,59.9962412,2.21298471,0.04426493,190.758202
1128,0.42844408,5.72032299,36.5659567,2.06752841,0.0228361,377.120078
1129,0.316276,5.60528235,22.5337229,0.95143284,0.01454144,331.146579
1130,0.27649653,4.08853163,20.4698492,1.04233433,0.05175074,131.682401
1131,0.42945311,4.10771542,29.9360771,0.79979352,0.02275885,306.992663
1132,0.33755904,4.70363708,17.5804537,0.50534276,0.01123265,51.668261
1133,0.2218116,4.65200585,30.2277029,2.07867265,0.05557879,526.546712
1134,0.43823471,6.15653763,26.9996393,1.77538913,0.05253831,48.2661773
1135,0.33434218,5.61030114,12.8184979,1.04218947,0.04474939,963.726588
1136,0.23661446,4.0825873,21.1115959,0.89718886,0.02423018,3609.03898
1137,0.26108192,3.87310776,35.4570398,0.9488983,0.01359642,3336.5849
1138,0.38940113,4.79418612,9.46921238,0.54967423,0.02991404,55.8419436
1139,0.29230266,4.72418664,150.533346,2.26493778,0.02247519,15265.1069
1140,0.43534297,6.39152556,54.1845459,2.14325909,0.02388336,2689.79777
1141,0.4034762,5.65036529,23.9878059,0.77068758,0.02750667,872.56985
1142,0.19941626,3.94940587,29.4260234,0.87091405,0.01600674,90.3563258
1143,0.25693874,3.86925965,12.9880596,0.8323318,0.04141126,81.118725
1144,0.3831854,4.83758304,16.1114833,0.5165252,0.01635306,4075.64362
1145,0.24430206,4.61495959,30.290273,2.04635777,0.09547141,306.097884
1146,0.32172114,6.21278281,57.71826,2.1967659,0.01931009,2264.68967
1147,0.28464462,5.56404104,25.1866696,1.09634397,0.02338537,368.659267
1148,0.32482683,3.9966383,63.2094114,0.97403151,0.01507015,2240.56889
1149,0.19042539,3.91484051,9.66465562,0.78580336,0.03296602,898.858332
1150,0.26855702,4.78571227,3.25728924,0.65605714,0.04371797,19.3073669
1151,0.2092851,4.76622345,39.4082604,1.87040207,0.04736663,4870.50989
1152,0.41774464,5.91629774,30.1669597,2.05866828,0.05254479,443.350965
1153,0.2671253,5.60712123,13.2072698,0.91950117,0.02797089,198.623773
1154,0.19365783,4.03984362,305.757924,0.88849755,0.00137871,1031.78694
1155,0.32518321,3.95445177,297.650192,0.72340848,0.0020095,2436.75092
1156,0.31660384,4.68385758,249.938573,0.51024314,0.00085413,316.216454
1157,0.2364369,4.72517244,174.019776,2.23521032,0.01409402,630.13971
1158,0.4077971,6.14378765,247.646257,1.8918707,0.00367432,790.357948
1159,0.32084267,5.63403254,223.965332,1.0262428,0.00136389,2710.51629
1160,0.34054954,4.04863741,26.5084362,0.80702203,0.03578568,113.375967
1161,0.34031916,3.93184622,27.4705946,0.78667593,0.01581072,42.8879849
1162,0.29187709,4.69584586,9.08241115,0.49608495,0.02645799,52.2470788
1163,0.29869134,4.65416112,40.6615373,1.77016408,0.0669523,660.553749
1164,0.36522644,6.00080732,32.2745008,1.75112645,0.02650194,108.184244
1165,0.342042,5.46144912,32.9936871,1.11355074,0.02340896,225.520874
1166,0.22945841,3.92765394,13.7599257,0.65467615,0.04220875,3211.12663
1167,0.28715283,4.03234203,8.23036207,0.69724016,0.07429498,2523.86513
1168,0.33700645,4.86018615,3.20680136,0.53493072,0.10379882,1018.18875
1169,0.20566494,4.52660037,31.6858222,2.00977388,0.1052053,759.971897
1170,0.38167907,6.03746366,3.51233889,1.72196284,0.2491306,816.642441
1171,0.21895556,5.51218368,2.20698291,1.08655072,0.09091577,6050.16892
1172,0.27715398,4.00326152,46.9422457,0.61681232,0.0189807,341.836518
1173,0.37066988,3.89047549,25.9364587,0.81779745,0.02189823,579.217803
1174,0.30883731,4.76193212,18.9564461,0.49800077,0.01756686,2554.93291
1175,0.20139273,4.72955968,78.2586408,2.14068873,0.02373185,142.225494
1176,0.35459776,6.05193809,56.0724614,2.07210104,0.02051285,195.982815
1177,0.40539145,5.60761044,27.2773005,0.99201232,0.02049526,289.105964
1178,0.42721498,4.08240511,74.4752772,0.73636276,0.01109031,1578.44163
1179,0.40038305,4.06103964,64.6891181,0.85636561,0.00972902,254.157122
1180,0.40327348,4.95606245,60.7396085,0.5160261,0.00550609,27.2862905
1181,0.15753636,4.70260711,61.7572585,2.05530138,0.02747674,1795.41194
1182,0.32890125,5.98522457,71.0834887,2.13443167,0.01490746,518.435908
1183,0.29956583,5.55169626,90.907822,1.33439649,0.00327709,45.2195253
1184,0.36894103,4.18465174,164.845887,0.82248005,0.00337395,169.483839
1185,0.43674264,4.00461169,153.896098,0.71633782,0.00638972,145.627375
1186,0.3565248,4.81914577,147.451844,0.5126456,0.00178885,435.494433
1187,0.30453852,4.73636767,212.330927,2.10500076,0.01101275,258.70245
1188,0.31201637,6.06063312,183.502236,2.37849086,0.00661526,117.287603
1189,0.33264748,5.3242999,221.035541,1.22317666,0.00409992,184.75769
1190,0.30301727,3.89243895,7.40121475,0.83515174,0.09417845,29.3758173
1191,0.24523712,3.92359444,10.2524843,0.81767392,0.06141894,244.403338
1192,0.37796323,4.96493241,6.35671182,0.56254581,0.04828208,46.0947222
1193,0.1648692,4.64593791,17.3073479,2.34423724,0.10693407,25.7880631
1194,0.50085472,6.0052028,26.8730907,2.22736905,0.04002039,294.075361
1195,0.42402038,5.53943239,6.07002205,0.91156645,0.16520965,158.568518
1196,0.23170183,3.98759431,21.7795678,0.98777158,0.03519384,70.6693607
1197,0.30367164,3.67493524,30.5124514,0.68235705,0.03054205,320.969741
1198,0.39180725,4.79017525,10.0853963,0.45762893,0.03290352,330.624847
1199,0.2011632,4.65163246,79.8983652,2.13785958,0.03222281,3252.99097
1200,0.31259067,6.21320073,14.1324901,1.77357083,0.03589786,2539.47107
1201,0.32769933,5.64859846,17.1878913,1.08793128,0.04035402,4796.39461
1202,0.20946802,4.0784747,6.06774075,1.01382455,0.07397026,34.354036
1203,0.23089726,4.00436949,6.22952769,0.88691175,0.08636362,46.5934033
1204,0.3745845,4.78912609,5.4800862,0.44075878,0.06798862,50.0498864
1205,0.31489155,4.58365687,38.5802819,1.89590121,0.08149066,104.120873
1206,0.41843343,6.09765503,14.2041673,2.16774916,0.09903328,191.118083
1207,0.23790133,5.4367907,10.2598803,1.20820165,0.0707215,130.216931
1208,0.28396,4.21251981,25.1769846,0.80100842,0.02421821,351.691432
1209,0.25330444,3.91075808,9.32181038,0.88388453,0.04635804,394.138623
1210,0.42555352,4.94874684,62.6187252,0.47369161,0.00794052,1031.69056
1211,0.25474147,4.52186307,22.8419176,1.81627254,0.14723719,91.9356308
1212,0.39052362,6.00977333,45.765045,2.07985676,0.02209361,224.811547
1213,0.33352437,5.53130107,15.0734526,1.25388587,0.04826532,109.173483
1214,0.24102827,4.01385267,30.1160716,0.87822802,0.01880198,941.507345
1215,0.50523843,3.91851121,25.9762007,0.67244939,0.03293493,1255.14631
1216,0.40729443,4.77687435,21.9659393,0.44477267,0.02598353,490.61314
1217,0.19702645,4.75251951,25.6227052,1.75350253,0.04689446,2856.92951
1218,0.41211186,5.96366032,40.0235802,2.000284,0.02367936,2042.75913
1219,0.35823524,5.39146228,34.1691097,1.36088014,0.02474997,3458.45702
1220,0.27031968,4.08345733,22.2023771,0.84428592,0.03526931,2935.78561
1221,0.30146081,3.92108124,23.2647781,0.8723523,0.01991076,649.737227
1222,0.43568844,4.6106219,16.1148815,0.4511515,0.02408455,1152.82565
1223,0.25287572,4.71130407,37.8135505,1.78316191,0.06278465,1623.66142
1224,0.43691503,6.04466139,26.490292,1.7849278,0.04322571,8609.23881
1225,0.19418446,5.44699287,15.8988441,1.31119262,0.03732832,205.296797
1226,0.32654932,3.8410308,4.47689458,0.81235175,0.21385499,2995.91989
1227,0.43070343,4.00727711,7.01034458,0.95305283,0.09898715,549.558147
1228,0.3417038,4.58601789,4.40854688,0.54766748,0.07744198,506.980208
1229,0.30957363,4.57622284,9.0329558,1.65629764,0.21459373,442.32269
1230,0.47647677,6.31145031,4.95864827,1.68249377,0.1863275,480.828772
1231,0.30774097,5.66356745,3.69069308,1.18309253,0.06941261,1061.01109
1232,0.27894263,4.04575901,12.0498161,0.69783709,0.08026469,493.093191
1233,0.2263062,3.97501796,20.0245032,0.90144148,0.0305469,655.082619
1234,0.37574518,4.73274164,14.3051265,0.45137508,0.01838651,289.879864
1235,0.21256617,4.70763164,22.4871428,1.75711716,0.10792838,632.69701
1236,0.42680944,5.93414603,17.1399569,1.60581672,0.07864698,371.199606
1237,0.3092021,5.51904676,15.8682588,1.18833083,0.03392176,121.646781
1238,0.29602962,4.02325566,5.26520684,0.90019134,0.11777572,823.734899
1239,0.2870818,3.94058307,4.96917459,0.86396049,0.1107141,1529.3853
1240,0.30858373,4.82417593,5.06241953,0.53298582,0.06814648,830.754415
1241,0.25125064,4.62124087,4.61839643,2.06012061,0.7331219,681.993502
1242,0.44268543,6.12783166,4.91252757,1.95789242,0.31314721,1179.36733
1243,0.36271131,5.57570629,4.91327357,0.94004844,0.07464229,1027.36766
1244,0.26023349,3.85647774,65.2929392,0.78884242,0.02344935,874.547881
1245,0.39669171,3.8832835,46.0490466,0.82083952,0.01571851,5760.03871
1246,0.44984903,4.74561516,49.5051614,0.46750494,0.00499132,1734.31263
1247,0.1331231,4.51181068,81.4221414,2.35991035,0.03066717,716.685642
1248,0.32146879,6.10245297,88.7350085,1.8567105,0.00580347,4152.04181
1249,0.38928449,5.62276768,55.999443,1.05853391,0.0094887,3656.78129
1250,0.2519263,3.85506727,6.64755586,0.74994279,0.10799615,634.449116
1251,0.26753004,3.89761347,5.40879086,0.85124634,0.12741954,174.544738
1252,0.4302785,4.70354432,4.22495837,0.5621548,0.12339257,1204.06578
1253,0.37349803,4.61434198,58.1119683,1.47270668,0.10735338,2112.49353
1254,0.33715368,6.10139507,6.58157598,1.92687934,0.14693262,641.671281
1255,0.23117344,5.46704563,3.06886389,1.19700647,0.16850086,356.957142
1256,0.29351023,3.93180498,15.2830476,0.78565168,0.04838396,438.719616
1257,0.31090308,3.86094102,11.9374773,0.87515024,0.04706874,114.648078
1258,0.43837717,4.79497543,4.1541306,0.46387989,0.09376297,199.388797
1259,0.16442301,4.60863915,15.1696087,2.00547222,0.10694881,3198.94755
1260,0.43444945,6.01468827,5.48557939,1.55032538,0.18157241,12423.8743
1261,0.41160489,5.35473425,14.1308347,0.87163838,0.06075256,245.084603
1262,0.22843498,3.95734615,46.932324,0.85438302,0.02163842,700.783057
1263,0.45336078,4.01496397,74.3183867,0.66162633,0.00832809,1066.41507
1264,0.36780494,4.79764797,21.2526134,0.49979712,0.00398345,306.078378
1265,0.22574601,4.56013359,49.4032387,2.06517562,0.06054822,647.569084
1266,0.38081567,6.21834156,79.5892273,2.35189397,0.01437392,555.948238
1267,0.3206195,5.46436791,28.0646809,1.16150111,0.02284402,801.022237
1268,0.38866731,4.14546092,20.6408863,0.65264601,0.03320003,1479.38787
1269,0.37078692,3.98758146,19.6452538,0.77498391,0.03649955,649.482038
1270,0.30123462,4.66494019,19.1587223,0.55748373,0.01653677,1383.74106
1271,0.13097085,4.80938841,26.5849386,2.39812023,0.06712062,247.055772
1272,0.38658034,6.13576065,19.7423467,1.80735014,0.03963156,1541.48396
1273,0.30097268,5.47521348,17.1646837,1.03164924,0.04292917,728.05024
1274,0.37558095,4.06253626,104.61606,0.88371475,0.00698401,1926.13266
1275,0.25577496,3.94614379,75.264068,0.77176398,0.00629656,1264.77065
1276,0.38609322,4.75635575,65.4185756,0.47398989,0.00717429,250.565007
1277,0.23085579,4.67533033,460.967313,2.05113078,0.00620406,1233.24477
1278,0.46473761,6.17251463,136.916478,1.87785461,0.00882346,2595.18763
1279,0.40085385,5.69050562,53.1944388,1.1138254,0.01060637,755.806391
1280,0.28278605,3.94143246,23.2987454,0.80722747,0.03324505,3476.65194
1281,0.23012749,4.05177745,24.8261599,0.88328865,0.01360336,3039.06424
1282,0.41338864,4.90137316,20.5341735,0.43845259,0.01546693,1711.75376
1283,0.15400094,4.67428224,21.8969428,2.75850356,0.09382828,893.585689
1284,0.30335993,6.11581559,27.1656014,1.81983621,0.02044377,1463.00681
1285,0.33605071,5.57673175,21.0491864,1.1634398,0.02721247,3427.01609
1286,0.19945368,3.83877828,91.0171612,1.02610528,0.00745865,1138.56205
1287,0.32353585,4.07079294,76.3749933,0.84753573,0.00620922,217.092579
1288,0.32061179,4.75975477,60.5101979,0.55276734,0.00390896,460.970162
1289,0.25616635,4.65077431,213.087433,1.89014132,0.01053962,205.298807
1290,0.32949619,6.00453548,174.233703,1.88539153,0.00586683,266.681816
1291,0.32360083,5.71703546,91.9872401,0.94468658,0.00444339,1135.16786
1292,0.35172236,3.94609557,30.0259301,0.7069772,0.02750108,347.645656
1293,0.42258838,3.87272302,16.547294,0.8305841,0.067591,50.2104691
